Trailer,Type,Onset,Offset,Duration,W_score,A_score,F_score,Pos_arousal,Neg_arousal,Pos_arousal_scaled,Neg_arousal_scaled,W_score_scaled
rh6,Horror,704,42.0,30,2,2,2,1.199007150707624,0.215206411665471,-0.2152064116654717,0.2152064116654709,-0.125
uh1,Horror,704,90.0,30,2,2,3,1.4449573354681624,-0.0307437730950672,0.0307437730950668,-0.0307437730950672,-0.125
rc2,Comedy,704,138.0,30,1,1,4,1.3373541296354268,-0.6302473484488792,-0.0768594327376688,-0.6302473484488792,-1.125
rh2,Horror,704,182.0,30,3,2,2,1.199007150707624,0.215206411665471,-0.2152064116654717,0.2152064116654709,0.875
rh1,Horror,704,226.0,30,3,3,2,1.5525605413008976,0.5687598022587447,0.138346978927802,0.5687598022587447,0.875
rc9,Comedy,704,274.0,30,1,1,4,1.3373541296354268,-0.6302473484488792,-0.0768594327376688,-0.6302473484488792,-1.125
uc4,Comedy,704,318.0,30,4,3,4,2.0444609108219742,0.0768594327376682,0.6302473484488786,0.0768594327376682,1.875
rh9,Horror,704,362.0,30,1,1,3,1.0914039448748885,-0.384297163688341,-0.3228096174982071,-0.384297163688341,-1.125
uh2,Horror,704,406.0,30,2,2,2,1.199007150707624,0.215206411665471,-0.2152064116654717,0.2152064116654709,-0.125
rc6,Comedy,704,450.0,30,1,1,3,1.0914039448748885,-0.384297163688341,-0.3228096174982071,-0.384297163688341,-1.125
rh3,Horror,704,498.0,30,3,3,1,1.3066103565403595,0.814709987019283,-0.107603205832736,0.814709987019283,0.875
rc11,Comedy,704,542.0,30,2,2,4,1.6909075202287005,-0.2766939578556055,0.2766939578556049,-0.2766939578556055,-0.125
uc1,Comedy,704,590.0,30,2,2,3,1.4449573354681624,-0.0307437730950672,0.0307437730950668,-0.0307437730950672,-0.125
rh11,Horror,704,638.0,30,3,3,2,1.5525605413008976,0.5687598022587447,0.138346978927802,0.5687598022587447,0.875
rc12,Comedy,704,686.0,30,2,2,4,1.6909075202287005,-0.2766939578556055,0.2766939578556049,-0.2766939578556055,-0.125
rc5,Comedy,704,730.0,30,2,2,3,1.4449573354681624,-0.0307437730950672,0.0307437730950668,-0.0307437730950672,-0.125
rc3,Comedy,704,42.0,30,1,1,3,1.2131249206370605,-0.5274456176682872,-0.2010886417360344,-0.5274456176682872,-1.0
rh12,Horror,704,90.0,30,2,3,2,1.608709133888276,0.4483287750180441,0.194495571515181,0.4483287750180441,0.0
rc1,Comedy,704,138.0,30,3,3,4,2.188899313323392,-0.1318614044170717,0.7746857509502969,-0.1318614044170717,1.0
rh7,Horror,704,182.0,30,2,3,0,1.02851895445316,1.02851895445316,-0.385694607919935,1.02851895445316,0.0
rc8,Comedy,704,230.0,30,2,2,3,1.5559645721214472,-0.1846059661839005,0.1417510097483523,-0.1846059661839005,0.0
uc3,Comedy,704,274.0,30,3,3,3,1.8988042236058336,0.1582336853004861,0.4845906612327388,0.1582336853004861,1.0
rh10,Horror,704,318.0,30,2,2,2,1.2658694824038892,0.1054891235336574,-0.1483440799692057,0.1054891235336574,0.0
rc4,Comedy,704,362.0,30,3,2,3,1.5559645721214472,-0.1846059661839005,0.1417510097483523,-0.1846059661839005,1.0
rh4,Horror,704,410.0,30,3,2,1,0.9757743926863311,0.3955842132512154,-0.4384391696867638,0.3955842132512154,1.0
uc2,Comedy,704,458.0,30,2,2,3,1.5559645721214472,-0.1846059661839005,0.1417510097483523,-0.1846059661839005,0.0
rh5,Horror,704,506.0,30,2,1,3,1.2131249206370605,-0.5274456176682872,-0.2010886417360344,-0.5274456176682872,0.0
rh8,Horror,704,550.0,30,2,2,2,1.2658694824038892,0.1054891235336574,-0.1483440799692057,0.1054891235336574,0.0
rc10,Comedy,704,598.0,30,1,1,3,1.2131249206370605,-0.5274456176682872,-0.2010886417360344,-0.5274456176682872,-1.0
uh3,Horror,704,646.0,30,1,2,2,1.2658694824038892,0.1054891235336574,-0.1483440799692057,0.1054891235336574,-1.0
rc7,Comedy,704,690.0,30,1,1,3,1.2131249206370605,-0.5274456176682872,-0.2010886417360344,-0.5274456176682872,-1.0
uh4,Horror,704,734.0,30,2,3,2,1.608709133888276,0.4483287750180441,0.194495571515181,0.4483287750180441,0.0
