Trailer,Type,Onset,Offset,Duration,W_score,A_score,F_score,Pos_arousal,Neg_arousal,Pos_arousal_scaled,Neg_arousal_scaled,W_score_scaled
rh6,Horror,12.0,42.0,30,2,4,2,1.456984899381452,0.3532084604561095,0.0427713370083571,0.3532084604561095,-0.125
uh1,Horror,60.0,90.0,30,1,4,2,1.456984899381452,0.3532084604561095,0.0427713370083571,0.3532084604561095,-1.125
rc2,Comedy,108.0,138.0,30,1,2,2,1.0044365594220614,-0.0993398795032808,-0.4097770029510335,-0.0993398795032808,-1.125
rh2,Horror,152.0,182.0,30,2,3,2,1.2307107294017567,0.1269342904764143,-0.1835028329713381,0.1269342904764143,-0.125
rh1,Horror,196.0,226.0,30,2,4,2,1.456984899381452,0.3532084604561095,0.0427713370083571,0.3532084604561095,-0.125
rc9,Comedy,244.0,274.0,30,3,4,3,1.7329290091127876,0.077264350724774,0.3187154467396926,0.077264350724774,0.875
uc4,Comedy,288.0,318.0,30,2,4,4,2.008873118844123,-0.1986797590065616,0.594659556471028,-0.1986797590065616,-0.125
rh9,Horror,332.0,362.0,30,3,3,3,1.5066548391330925,-0.1490098192549212,0.0924412767599975,-0.1490098192549212,0.875
uh2,Horror,376.0,406.0,30,2,3,2,1.2307107294017567,0.1269342904764143,-0.1835028329713381,0.1269342904764143,-0.125
rc6,Comedy,420.0,450.0,30,2,2,3,1.280380669153397,-0.3752839892346163,-0.1338328932196979,-0.3752839892346163,-0.125
rh3,Horror,468.0,498.0,30,1,0,2,0.5518882194626712,-0.5518882194626712,-0.8623253429104237,-0.5518882194626712,-1.125
rc11,Comedy,512.0,542.0,30,4,3,4,1.782598948864428,-0.4249539289862569,0.3683853864913331,-0.4249539289862569,1.875
uc1,Comedy,560.0,590.0,30,4,4,3,1.7329290091127876,0.077264350724774,0.3187154467396926,0.077264350724774,1.875
rh11,Horror,608.0,638.0,30,1,4,1,1.1810407896501165,0.6291525701874452,-0.2331727727229784,0.6291525701874452,-1.125
rc12,Comedy,656.0,686.0,30,2,3,3,1.5066548391330925,-0.1490098192549212,0.0924412767599975,-0.1490098192549212,-0.125
rc5,Comedy,700.0,730.0,30,2,3,3,1.5066548391330925,-0.1490098192549212,0.0924412767599975,-0.1490098192549212,-0.125
rc3,Comedy,12.0,42.0,30,4,4,3,1.7966738339582715,-0.088944249205855,0.3824602715851768,-0.088944249205855,2.125
rh12,Horror,60.0,90.0,30,1,4,1,1.1681344729035628,0.5395951118488538,-0.2460790894695319,0.5395951118488538,-0.875
rc1,Comedy,108.0,138.0,30,3,3,3,1.5832076358642195,-0.302410447299907,0.1689940734911248,-0.302410447299907,1.125
rh7,Horror,152.0,182.0,30,1,4,1,1.1681344729035628,0.5395951118488538,-0.2460790894695319,0.5395951118488538,-0.875
rc8,Comedy,200.0,230.0,30,3,4,4,2.110943514485626,-0.4032139297332094,0.6967299521125312,-0.4032139297332094,1.125
uc3,Comedy,244.0,274.0,30,3,3,4,1.8974773163915737,-0.6166801278272614,0.483263754018479,-0.6166801278272614,1.125
rh10,Horror,288.0,318.0,30,1,4,2,1.4824041534309171,0.2253254313214994,0.0681905910578224,0.2253254313214993,-0.875
rc4,Comedy,332.0,362.0,30,3,4,4,2.110943514485626,-0.4032139297332094,0.6967299521125312,-0.4032139297332094,1.125
rh4,Horror,380.0,410.0,30,1,3,1,0.9546682748095108,0.3261289137548018,-0.459545287563584,0.3261289137548017,-0.875
uc2,Comedy,428.0,458.0,30,3,3,3,1.5832076358642195,-0.302410447299907,0.1689940734911248,-0.302410447299907,1.125
rh5,Horror,476.0,506.0,30,1,3,1,0.9546682748095108,0.3261289137548018,-0.459545287563584,0.3261289137548017,-0.875
rh8,Horror,520.0,550.0,30,1,3,1,0.9546682748095108,0.3261289137548018,-0.459545287563584,0.3261289137548017,-0.875
rc10,Comedy,568.0,598.0,30,2,2,3,1.3697414377701675,-0.5158766453939592,-0.0444721246029271,-0.5158766453939592,0.125
uh3,Horror,616.0,646.0,30,0,3,1,0.9546682748095108,0.3261289137548018,-0.459545287563584,0.3261289137548017,-1.875
rc7,Comedy,660.0,690.0,30,2,3,3,1.5832076358642195,-0.302410447299907,0.1689940734911248,-0.302410447299907,0.125
uh4,Horror,704.0,734.0,30,1,3,1,0.9546682748095108,0.3261289137548018,-0.459545287563584,0.3261289137548017,-0.875
