Trailer,Type,Onset,Offset,Duration,W_score,A_score,F_score,Pos_arousal,Neg_arousal,Pos_arousal_scaled,Neg_arousal_scaled,W_score_scaled
rh6,Horror,12.0,42.0,30,2,1,2,0.787210309590084,-0.1756584988341509,-0.6270032527830105,-0.175658498834151,-0.9375
uh1,Horror,60.0,90.0,30,4,4,3,1.945255227830042,0.5009520151936899,0.5310416654569474,0.5009520151936898,1.0625
rc2,Comedy,108.0,138.0,30,2,1,3,1.0279275116961426,-0.4163757009402096,-0.3862860506769519,-0.4163757009402097,-0.9375
rh2,Horror,152.0,182.0,30,3,3,3,1.6394793224520754,0.1951761098157234,0.2252657600789809,0.1951761098157233,0.0625
rh1,Horror,196.0,226.0,30,4,2,2,1.0929862149680505,0.1301174065438155,-0.321227347405044,0.1301174065438154,1.0625
rc9,Comedy,244.0,274.0,30,1,3,3,1.6394793224520754,0.1951761098157234,0.2252657600789809,0.1951761098157233,-1.9375
uc4,Comedy,288.0,318.0,30,4,3,4,1.8801965245581345,-0.0455410922903353,0.46598296218504,-0.0455410922903354,1.0625
rh9,Horror,332.0,362.0,30,4,2,3,1.333703417074109,-0.1105997955622431,-0.0805101452989853,-0.1105997955622431,1.0625
uh2,Horror,376.0,406.0,30,4,2,2,1.0929862149680505,0.1301174065438155,-0.321227347405044,0.1301174065438154,1.0625
rc6,Comedy,420.0,450.0,30,2,1,2,0.787210309590084,-0.1756584988341509,-0.6270032527830105,-0.175658498834151,-0.9375
rh3,Horror,468.0,498.0,30,4,4,4,2.185972429936101,0.2602348130876311,0.7717588675630065,0.2602348130876311,1.0625
rc11,Comedy,512.0,542.0,30,1,1,3,1.0279275116961426,-0.4163757009402096,-0.3862860506769519,-0.4163757009402097,-1.9375
uc1,Comedy,560.0,590.0,30,3,2,3,1.333703417074109,-0.1105997955622431,-0.0805101452989853,-0.1105997955622431,0.0625
rh11,Horror,608.0,638.0,30,3,3,3,1.6394793224520754,0.1951761098157234,0.2252657600789809,0.1951761098157233,0.0625
rc12,Comedy,656.0,686.0,30,2,1,3,1.0279275116961426,-0.4163757009402096,-0.3862860506769519,-0.4163757009402097,-0.9375
rc5,Comedy,700.0,730.0,30,4,4,4,2.185972429936101,0.2602348130876311,0.7717588675630065,0.2602348130876311,1.0625
rc3,Comedy,12.0,42.0,30,4,3,2,1.3850878825988209,0.4012871435566676,-0.0291256797742742,0.4012871435566676,0.8125
rh12,Horror,60.0,90.0,30,4,3,4,1.876988252119897,-0.0906132259644088,0.4627746897468021,-0.0906132259644088,0.8125
rc1,Comedy,108.0,138.0,30,3,2,4,1.5792590810939824,-0.3883423969903236,0.1650455187208874,-0.3883423969903235,-0.1875
rh7,Horror,152.0,182.0,30,4,3,3,1.6310380673593587,0.1553369587961293,0.2168245049862638,0.1553369587961294,0.8125
rc8,Comedy,200.0,230.0,30,2,2,4,1.5792590810939824,-0.3883423969903236,0.1650455187208874,-0.3883423969903235,-1.1875
uc3,Comedy,244.0,274.0,30,4,2,4,1.5792590810939824,-0.3883423969903236,0.1650455187208874,-0.3883423969903235,0.8125
rh10,Horror,288.0,318.0,30,3,2,2,1.087358711572906,0.1035579725307529,-0.3268548508001889,0.1035579725307529,-0.1875
rc4,Comedy,332.0,362.0,30,4,3,4,1.876988252119897,-0.0906132259644088,0.4627746897468021,-0.0906132259644088,0.8125
rh4,Horror,380.0,410.0,30,3,3,1,1.1391376978382823,0.6472373283172059,-0.2750758645348126,0.6472373283172059,-0.1875
uc2,Comedy,428.0,458.0,30,1,1,3,1.0355797253075294,-0.4401213832557,-0.3786338370655655,-0.4401213832557,-2.1875
rh5,Horror,476.0,506.0,30,4,3,2,1.3850878825988209,0.4012871435566676,-0.0291256797742742,0.4012871435566676,0.8125
rh8,Horror,520.0,550.0,30,3,2,1,0.8414085268123677,0.3495081572912912,-0.5728050355607273,0.3495081572912912,-0.1875
rc10,Comedy,568.0,598.0,30,2,1,2,0.7896295405469912,-0.1941711984951618,-0.6245840218261037,-0.1941711984951617,-1.1875
uh3,Horror,616.0,646.0,30,4,3,3,1.6310380673593587,0.1553369587961293,0.2168245049862638,0.1553369587961294,0.8125
rc7,Comedy,660.0,690.0,30,2,2,4,1.5792590810939824,-0.3883423969903236,0.1650455187208874,-0.3883423969903235,-1.1875
uh4,Horror,704.0,734.0,30,4,3,3,1.6310380673593587,0.1553369587961293,0.2168245049862638,0.1553369587961294,0.8125
