Trailer,Type,Onset,Offset,Duration,W_score,A_score,F_score,Pos_arousal,Neg_arousal,Pos_arousal_scaled,Neg_arousal_scaled,W_score_scaled
rh6,Horror,700,42.0,30,2,2,2,1.079944902175818,0.051425947722658,-0.3342686601972771,0.051425947722658,-0.6875
uh1,Horror,700,90.0,30,3,2,2,1.079944902175818,0.051425947722658,-0.3342686601972771,0.051425947722658,0.3125
rc2,Comedy,700,138.0,30,2,3,4,1.8770470918770168,-0.179990817029303,0.4628335295039216,-0.179990817029303,-0.6875
rh2,Horror,700,182.0,30,2,2,3,1.337074640789108,-0.2057037908906319,-0.0771389215839872,-0.2057037908906319,-0.6875
rh1,Horror,700,226.0,30,4,3,2,1.362787614650437,0.3342686601972769,-0.0514259477226581,0.3342686601972769,1.3125
rc9,Comedy,700,274.0,30,2,2,4,1.594204379402398,-0.462833529503922,0.1799908170293029,-0.462833529503922,-0.6875
uc4,Comedy,700,318.0,30,3,3,4,1.8770470918770168,-0.179990817029303,0.4628335295039216,-0.179990817029303,0.3125
rh9,Horror,700,362.0,30,3,2,2,1.079944902175818,0.051425947722658,-0.3342686601972771,0.051425947722658,0.3125
uh2,Horror,700,406.0,30,3,3,1,1.105657876037147,0.591398398810567,-0.3085556863359482,0.591398398810567,0.3125
rc6,Comedy,700,450.0,30,3,3,4,1.8770470918770168,-0.179990817029303,0.4628335295039216,-0.179990817029303,0.3125
rh3,Horror,700,498.0,30,4,3,1,1.105657876037147,0.591398398810567,-0.3085556863359482,0.591398398810567,1.3125
rc11,Comedy,700,542.0,30,1,2,4,1.594204379402398,-0.462833529503922,0.1799908170293029,-0.462833529503922,-1.6875
uc1,Comedy,700,590.0,30,3,3,3,1.619917353263727,0.077138921583987,0.2057037908906318,0.077138921583987,0.3125
rh11,Horror,700,638.0,30,4,3,1,1.105657876037147,0.591398398810567,-0.3085556863359482,0.591398398810567,1.3125
rc12,Comedy,700,686.0,30,1,2,4,1.594204379402398,-0.462833529503922,0.1799908170293029,-0.462833529503922,-1.6875
rc5,Comedy,700,730.0,30,3,2,3,1.337074640789108,-0.2057037908906319,-0.0771389215839872,-0.2057037908906319,0.3125
rc3,Comedy,704,42.0,30,3,2,4,1.7060354085770668,-0.4489566864676492,0.2918218462039721,-0.4489566864676492,0.3125
rh12,Horror,704,90.0,30,4,4,1,1.5264527339900071,0.9877047102288282,0.1122391716169124,0.9877047102288282,1.3125
rc1,Comedy,704,138.0,30,2,3,4,2.020305089104421,-0.1346870059402947,0.6060915267313265,-0.1346870059402947,-0.6875
rh7,Horror,704,182.0,30,3,2,1,0.8979133729352984,0.3591653491741193,-0.5163001894377963,0.3591653491741193,0.3125
rc8,Comedy,704,230.0,30,3,2,4,1.7060354085770668,-0.4489566864676492,0.2918218462039721,-0.4489566864676492,0.3125
uc3,Comedy,704,274.0,30,4,2,4,1.7060354085770668,-0.4489566864676492,0.2918218462039721,-0.4489566864676492,1.3125
rh10,Horror,704,318.0,30,2,2,2,1.1672873848158878,0.0897913372935298,-0.2469261775572069,0.0897913372935298,-0.6875
rc4,Comedy,704,362.0,30,4,2,4,1.7060354085770668,-0.4489566864676492,0.2918218462039721,-0.4489566864676492,1.3125
rh4,Horror,704,410.0,30,2,1,2,0.8530177042885334,-0.2244783432338246,-0.5611958580845613,-0.2244783432338246,-0.6875
uc2,Comedy,704,458.0,30,2,2,3,1.4366613966964774,-0.1795826745870596,0.0224478343233827,-0.1795826745870596,-0.6875
rh5,Horror,704,506.0,30,2,2,1,0.8979133729352984,0.3591653491741193,-0.5163001894377963,0.3591653491741193,-0.6875
rh8,Horror,704,550.0,30,2,2,1,0.8979133729352984,0.3591653491741193,-0.5163001894377963,0.3591653491741193,-0.6875
rc10,Comedy,704,598.0,30,2,2,4,1.7060354085770668,-0.4489566864676492,0.2918218462039721,-0.4489566864676492,-0.6875
uh3,Horror,704,646.0,30,4,3,2,1.4815570653432422,0.4040610178208842,0.0673435029701474,0.4040610178208842,1.3125
rc7,Comedy,704,690.0,30,2,2,4,1.7060354085770668,-0.4489566864676492,0.2918218462039721,-0.4489566864676492,-0.6875
uh4,Horror,704,734.0,30,2,3,1,1.2121830534626528,0.6734350297014737,-0.2020305089104419,0.6734350297014737,-0.6875
