Participant,Trailer,Type,Pos_arousal_scaled,Neg_arousal_scaled,W_score_scaled,Putamen_ISC,Caudate_ISC,NAcc_ISC,Ext_Amygdala_ISC,GB_externa_ISC,GB_interna_ISC,SN_compacta_ISC,Red_nucleus_ISC,SN_reticulata_ISC,PBP_ISC,VTA_ISC,VeP_ISC,Habenular_Nuclei_ISC,Hypothalamus_ISC,Mammillary_Nucleus_ISC,Subthalamic_Nucleus_ISC
sub-23,rh6,Horror,-0.3342686601972771,0.051425947722658,-0.6875,-0.2576696135255231,-0.006741284609285605,0.14565906267391127,0.20133057076045371,0.040518323853711465,-0.03422306222864483,0.8834587365099366,0.5900769728379424,0.6788174616858533,0.3930568765008926,0.3665712620879863,0.7724149860786093,-0.2508763413942298,0.13505995130672954,0.18635556849798107,0.31417423511676223
sub-23,uh1,Horror,-0.3342686601972771,0.051425947722658,0.3125,-0.07493844672025232,0.08422295575308877,0.7146791862161268,0.26471138139371675,-0.4104316494687759,0.3094277863992242,0.4970065622695973,-0.0030022334262652726,0.5920383924643146,0.15355140680080895,0.7184068660194088,-0.24822566398136356,-0.1599087980507729,0.389635211414696,0.5337633054559133,0.3397682628303081
sub-23,rc2,Comedy,0.4628335295039216,-0.179990817029303,-0.6875,-0.42481038058402854,-0.4542173512817528,0.10104722004087098,0.19963162441360052,-0.1893406260991957,-0.2782321662320759,-0.07340985614180037,0.0679212867511417,0.10341481210402848,-0.11727917462525304,0.4138441095182235,-0.2458037893031133,-0.14163360712391204,-0.300985189270849,-0.27195547879266174,0.1755800981105872
sub-23,rh2,Horror,-0.0771389215839872,-0.2057037908906319,-0.6875,0.4588652155620246,0.9003118357753706,0.2642143637127831,0.11626655406168426,0.30328795067276526,-0.05631519090862279,0.37958872149917966,0.2518083361739362,0.24485795598829357,0.22185208094263753,-0.010371501275899685,0.5593724342948074,0.18631308476072717,0.19488392866756643,-0.04994456451900775,0.43618641450483897
sub-23,rh1,Horror,-0.0514259477226581,0.3342686601972769,1.3125,0.3136163306974539,0.08922300850596106,-0.33968570051553054,-0.025221598311855983,0.3509574553653983,0.48778457477057496,-0.10477042692527386,0.27368677305916483,-0.03482647508046062,-0.08855946876503681,0.18023984201888546,-0.07231192079524108,0.04128188994918321,0.26966074660879696,-0.010381074422384087,0.3390710911510143
sub-23,rc9,Comedy,0.1799908170293029,-0.462833529503922,-0.6875,0.452909800263628,0.30634192143118993,0.12606273082734898,0.08348239017104263,0.3027816240978805,0.2531210180264941,-0.5018494170312442,-0.027789621280050865,0.2460770820531457,-0.15511201869465274,0.2828758243257185,0.16988511015655025,-0.06923732477310118,0.4404984069793368,-0.4377325472476382,0.6980692690222304
sub-23,uc4,Comedy,0.4628335295039216,-0.179990817029303,0.3125,-0.3412524590223687,-0.5130592794867591,-0.03673797433887058,-0.08299559673253902,0.33481827144755716,-0.2054191686370733,0.18341318970979129,-0.2641009453954589,0.3768401501174116,0.07818155422353827,-0.27260121777940083,0.07252554451296857,0.1328676774380633,0.21070567736223578,0.1930027094148733,-0.4795184914061334
sub-23,rh9,Horror,-0.3342686601972771,0.051425947722658,0.3125,0.4866711784935148,0.5456028279875946,0.009419764697397682,0.5843200294617675,0.15250302315567563,0.5040332098244571,-0.019303895513468016,-0.025268029972587976,0.20850482101532236,-0.15110323249525098,-0.24812239853971485,-0.022290051236776194,0.3993654181762518,0.26951951594599705,-0.2846532145331058,-0.5037211066283244
sub-23,uh2,Horror,-0.3085556863359482,0.591398398810567,0.3125,0.16791992591626168,0.4902136315002054,-0.14829808432626496,-0.3167685436477393,0.7136172047742402,0.9247385231156062,0.5577474364890591,0.47890176074296265,0.3307305052802748,0.6959507856603524,0.4093681767236137,0.1492462815834849,0.3834599353125602,0.0009286702357593974,0.013372806745470152,0.20905002710071702
sub-23,rc6,Comedy,0.4628335295039216,-0.179990817029303,0.3125,0.17037533426833848,0.2898765598871465,-0.21249445615264,0.14122460825056626,0.698996690842613,-0.1464431301212441,0.4137060088250656,0.17261274784691946,0.4333656750694958,0.37486610009125965,0.6578757906538849,0.047342298264941504,-0.08883513974140282,-0.010750584133161468,-0.2521756144870684,-0.06168081425201506
sub-23,rh3,Horror,-0.3085556863359482,0.591398398810567,1.3125,0.7664228232014698,0.6498502832255252,-0.4631565266279081,0.18266725366430214,-0.0011219204619906896,-0.08090591458212588,0.8515749354059274,0.02944858733734156,0.30627742471715746,0.5238198323651466,0.3243181169770847,-0.5658366737914224,0.14838500629722073,0.19833490394839307,0.2881146590170833,0.19701144520991246
