Participant,Trailer,Type,Pos_arousal_scaled,Neg_arousal_scaled,W_score_scaled,Putamen_ISC,Caudate_ISC,NAcc_ISC,Ext_Amygdala_ISC,GB_externa_ISC,GB_interna_ISC,SN_compacta_ISC,Red_nucleus_ISC,SN_reticulata_ISC,PBP_ISC,VTA_ISC,VeP_ISC,Habenular_Nuclei_ISC,Hypothalamus_ISC,Mammillary_Nucleus_ISC,Subthalamic_Nucleus_ISC
sub-34,rh6,Horror,0.3364569983982413,-0.3063673481349838,1.6875,-0.45357913912477577,-0.4661117454665406,0.00737552991707594,0.026700811098778747,-0.07645257769855808,0.27754644410791385,0.20090473876150913,-0.1970785026044444,0.2546282367045177,-0.2067889249932378,-0.2898220764215003,-0.21793352221130982,-0.25535927533165226,-0.5034774953644041,-0.05678656310242552,0.6985553204751127
sub-34,uh1,Horror,-0.4349322174416289,0.4650218677048861,-1.3125,-0.5545553667022787,-0.2584730913658879,-0.16743385020923546,-0.4129383906096747,-0.21073956832991886,-0.43368522370220675,-0.1661818419100511,-0.5305042999611187,-0.08457506058146624,-0.39746132423139935,0.08755688227033954,-0.19058510725068586,-0.3094692759284092,-0.29883411103302004,-0.01541282052203527,0.3426988400296551
sub-34,rc2,Comedy,0.0957397962921826,-0.5470845502410425,-0.3125,0.33050860006462884,0.047373622619010985,0.08131468621910834,0.44325791325585373,0.027430591076610653,0.22592127346798752,0.04684072753323022,0.2341287505933325,0.42846860284184585,0.35077379883449755,0.05823179251719154,0.2496508671167811,0.13570588034128714,0.12087096324055467,0.4649259522145153,0.3571152906454635
sub-34,rh2,Horror,0.0629147232777198,0.4486093311976549,0.6875,-0.20860883499494853,-0.7204644248173218,-0.7959253703174384,-0.24492948426429548,0.20919430636323152,0.2064740175653418,0.15007124596644464,0.12677841023281403,-0.05027569325192276,-0.12308831563376571,0.16696781315812023,-0.4656931782637538,-0.14398767257712647,-0.006509287891766308,0.06601451404460683,0.192634546677228
sub-34,rh1,Horror,-0.1778024788283387,0.2078921290915961,0.6875,0.407328591391155,0.2115500306440909,0.42781597894634993,0.03692819465933237,0.3073141863511189,-0.10461070916497758,0.15867875455014666,0.5584451013841962,-0.08993796278056858,0.2387749493980825,-0.13799854001097225,0.1927941167889437,-0.23069916700105875,0.2634633982387222,0.5498248598854495,0.13623933991283865
sub-34,rc9,Comedy,-0.4021071444271662,-0.5306720137338111,-1.3125,-0.2160931387971989,-0.19074706647625927,0.09139638526713373,-0.17753088427140096,0.019446192166546514,0.39953790968445235,-0.5754911730370154,-0.2691526464552589,-0.4328850881266122,-0.15144467097733103,-0.26033201389426636,-0.3490024539554028,0.17294517845325455,0.00852057607710623,0.14657695083584957,-0.27926723667237147
sub-34,uc4,Comedy,0.0957397962921826,-0.5470845502410425,-1.3125,-0.4238804939951611,0.23554247268159875,-0.5461661008676741,-0.20517555417542696,-0.1990854222951907,-0.4503853350535629,0.26185680858972393,0.016369907917046532,0.0013752353897037804,0.10229903513979008,-0.2580469248641455,-0.060115651547134843,-0.09765458138804908,-0.35038970396729113,0.2059806305114509,0.08611672545226064
sub-34,rh9,Horror,-0.1942150153355701,0.7057390698109448,1.6875,0.13376955099466933,-0.2887670869572867,0.08460078523119582,0.0028260365053748336,0.1424666445240372,-0.22432807571304786,-0.1266158657958707,-0.4544369630356719,-0.6244165072695067,-0.1536277660141303,0.13796639848367057,0.29983114669029376,0.1465350389021523,-0.33410888306341124,-0.36764467493928077,0.2594928930802227
sub-34,uh2,Horror,0.0629147232777198,0.4486093311976549,1.6875,0.14248457238982812,-0.10759653496143001,0.2554273618496819,-0.04774840407453272,0.08495885524536538,0.02267119536772599,-0.08024884991233379,-0.20371544797496108,0.11117848333414589,-0.06735231178628516,0.04273725267623537,0.09843332532625075,-0.1909751856561737,0.1246248647179172,-0.30679582299053054,0.1693986265509675
sub-34,rc6,Comedy,0.079327259784951,-0.0492376095216937,-0.3125,-0.34872078541734297,-0.29260414375721683,0.5235767820951946,0.3126359864447666,0.23184161846742432,0.1815081314347601,0.020793305624093702,0.20692730584927121,0.35159672726154567,-0.06609377146175932,-0.46387278562329975,0.21924656349794303,0.25688910647200996,0.049398309995873746,-0.08550305160540146,-0.008746505759311204
sub-34,rh3,Horror,-0.1942150153355701,0.7057390698109448,-0.3125,-0.13459033472773982,-0.37647709644961136,0.4057944184513901,-0.3978193649489616,0.4521203210707174,0.10309467691916674,0.2966932845501037,0.019197726605630242,-0.11128031536866757,0.6620656700660911,-0.3225448500016686,-0.08010567527799387,0.360421766777489,0.045839410770259034,-0.41310380437124844,-0.0043490493669176905
sub-34,rc11,Comedy,0.0957397962921826,-0.5470845502410425,-0.3125,-0.08991856836760881,0.21935443785434572,-0.14289282301154962,-0.5269535187833435,0.3732154339090496,0.16971642610521215,0.20766111566449194,0.4579740640060157,0.13451168925715648,0.6453389419591116,0.06580282310466887,-0.41767674271823,-0.01213487777908362,-0.0210772777549749,0.47378023758537224,0.09081634491904783
sub-34,uc1,Comedy,0.0957397962921826,-0.5470845502410425,-0.3125,0.13825229652222862,-0.3458990785372725,0.1040323909401241,0.18521793660004524,0.07781725550529407,0.07377064164654572,0.0595156779328008,-0.15480862507550092,0.08091079108933932,0.16898045678368304,-0.01773375506454217,0.4216726008310837,-0.04235560973138771,0.25154252545757627,-0.07815832669692094,0.5397083221321115
sub-34,rh11,Horror,-0.4349322174416289,0.4650218677048861,-0.3125,0.34326691743876586,0.32176620767350816,-0.16674019278269808,-0.13371227795577625,0.18226533304221085,0.26622349942411816,0.09379041351177218,-0.13707366898192871,0.23936037355105036,0.48574282470605956,-0.021264868337554216,-0.09425797862656159,0.15148174067509182,0.8863514578894711,0.6297638350774867,0.16782571825140843
sub-34,rc12,Comedy,0.5771742005042997,-0.0656501460289251,-0.3125,-0.3949008766910637,-0.02564118438824011,-0.37846355091185335,-0.03830508285616187,-0.07120655083133472,-0.11096442497585497,0.24408397585891556,-0.20514398396177905,-0.46261733833317553,0.005874378635228834,-0.2717012503008339,0.41314249768561756,-0.020793745930383443,-0.6703266330416551,-0.1068713158617156,0.04068478340478657
sub-34,rc5,Comedy,0.3364569983982413,-0.3063673481349838,-0.3125,0.5348490722903751,0.5869285433418272,0.41500323312109033,-0.020642799585953265,0.24493652471151725,-0.10720056379346317,-0.40952972464719284,0.18198682715100833,-0.20251243709169062,-0.19389871488567903,0.031838838380293624,0.11222599480891157,0.3058137481763196,0.32892302982025556,0.2664665394938155,0.06804826687895026
sub-34,rc3,Comedy,-0.1149767123880567,-0.356427808402975,-0.5625,-0.04549900156941962,0.07221736900069534,0.18628378820274524,-0.04989617715540147,0.15782443012664535,0.14564139781442248,0.3630091453686034,0.07638075090452341,0.16063447336554157,0.023817306297874163,0.03319999836736614,0.07664613149114223,-0.28006084016559796,-0.22282824090065959,-0.17974638335837506,0.3167163431732699
sub-34,rh12,Horror,0.0804836986716392,0.3909208221193921,0.4375,-0.02143276646561877,0.29256300949085096,0.33440267362692094,0.16295270427053596,0.4760433732886631,0.2506283544622694,-0.11115671196415736,0.12348248350693136,-0.2637248267964385,-0.07374861473125442,0.020465551561729033,0.24975851600870727,0.2265010354879039,0.07913802254738495,0.24717756716223466,-0.09254008613840412
sub-34,rc1,Comedy,0.3966696577387947,-0.3966696577387949,-0.5625,0.6069536439013199,0.8751751415581445,0.005335588911667021,0.3629160262106977,0.1173635302007817,0.48371213146024566,0.4252326134932175,0.3657136611248004,0.29957977450399564,0.1442589170600961,0.13209891630965806,0.31839744517171237,0.23967004775444525,0.5798147531384138,0.4153821957233307,0.18654908501973733
sub-34,rh7,Horror,-0.1954604110596962,0.6668649318507276,0.4375,0.6926138004494932,0.07540766703320913,0.13843813262457924,0.6560256616601801,0.1707706777799472,0.49911384994896896,0.7354257991734645,0.2531458672436925,0.584871724368235,0.506285108508275,0.34404307014340235,0.254820267725694,0.5988993139134727,0.5842970579242982,-0.15450622299845942,0.6118570784220085
sub-34,rc8,Comedy,-0.1149767123880567,-0.356427808402975,-0.5625,0.4657054232553516,0.2911435005852693,-0.40681505679752766,-0.24526977642512127,-0.0052511889736880845,0.49477087868958464,0.06818664661835125,0.02572299497901197,0.4335759769307696,-0.07197832457725577,-0.11300412794310302,-0.24078620734598907,-0.630893458113396,0.14567386135658797,-0.1316632914622637,0.05973025367382486
sub-34,uc3,Comedy,0.3966696577387947,-0.3966696577387949,0.4375,0.32982752457744674,0.8752386862395731,-0.2904213196322512,0.3948826605658737,0.19260657720862137,-0.08022634130630847,0.2904297110718346,0.8380368860738462,0.1200959824919257,0.3480948236250004,0.2995440872948023,-0.12462323726659426,0.5209149087137036,0.5739170034210688,0.07532920497337525,0.14796261976384736
sub-34,rh10,Horror,-0.1954604110596962,0.6668649318507276,0.4375,0.5402147641975373,0.5104150636487501,0.05550514099809478,0.20523052617193047,-0.16392602685376217,0.23908575320739026,-0.43841194424202606,0.3422438183495822,0.050722290946547864,0.2577550127409149,0.0869256105984907,-0.02739823158152718,-0.43418094384669415,-0.17332703939052263,-0.5916887567318947,0.6221198154201669
sub-34,rc4,Comedy,0.1609673973432788,-0.6323719181343108,-0.5625,0.5320647371195761,0.10981148080068917,-0.0707308757405313,0.015333064081877764,0.6156910206274044,0.057819005116961496,-0.12837507796734168,-0.026685451154812558,-0.09122913279707315,-0.17402540507923578,-0.06244315036841818,0.19576007995428174,0.2689110880859081,0.3214950560999567,-0.12523962557140975,0.29177082603620996
sub-34,rh4,Horror,0.0804836986716392,0.3909208221193921,1.4375,0.3660598530816246,0.04367909834877997,-0.23926757247076869,0.03997054543243484,0.5709761598444362,0.7269823692060476,0.047312503632748575,0.33367311373797803,-0.10369147238365645,0.04497015512425544,0.4774617475625863,-0.4519608371614659,-0.22168489238458727,0.2792850016019793,0.39156313001568027,-0.06694662108854268
sub-34,uc2,Comedy,-0.3506789727835726,-0.592130068798491,-0.5625,-0.182674610562106,-0.19991760542974588,0.15213689232296576,-0.14272206478349878,0.15825428102088043,0.42627248726609285,-0.1675842029735628,0.2851592712617198,0.09615758578145517,0.17363007046482803,0.024672113118373026,-0.18834179553929636,0.285454281065621,0.3772466278257538,-0.06208984397329025,0.43203281971716956
sub-34,rh5,Horror,-0.3909208221193923,-0.0804836986716395,-0.5625,-0.07832771777166359,-0.3190386426929675,-0.25589218773546407,-0.5363719952277658,-0.41348284288275367,-0.04113527350750345,-0.007978553260035354,0.2675135211384937,-0.19201201765184747,-0.3045516919399539,-0.20670553351509383,-0.3253383544302821,-0.5262240973065078,-0.6319457572977434,-0.2292869563170367,0.16969272513553135
sub-34,rh8,Horror,-0.4311626714552121,0.4311626714552119,0.4375,0.7436654498088827,-0.35681787090949724,-0.4517597160193139,-0.38789187387848006,-0.08579412205643427,-0.10173367936119442,0.7370563464526556,0.560146607945834,0.5359295054001938,0.2459213524032774,0.0384678903573399,0.09134429798386604,1.0589333884851817,-0.14300097377826756,0.5899162240010235,0.360309063149377
sub-34,rc10,Comedy,0.6323719181343106,-0.1609673973432791,-0.5625,0.23352918730921476,0.1767434678221512,0.06593544992237534,0.05130788912135121,0.05779737576213499,0.09456569767865106,0.15580800050792584,-0.24875445384803258,-0.12252063544101104,0.12466762374322592,-0.2008831071476521,-0.1329230614063828,0.131740136984133,0.15029081586759885,0.07290651865580244,0.5067798872690988
sub-34,uh3,Horror,-0.1954604110596962,0.6668649318507276,0.4375,0.011081087691145007,-0.5193747041718307,0.49224622565808607,-0.38811378003157837,-0.1531632822242842,-0.12974086453567613,-0.45355883631054283,-0.16450021721511437,-0.7515608859597448,-0.43573341625415274,-0.20074314516743022,0.2630224317157576,-0.14552018551857498,-0.05332224674665766,-0.46884938799261655,-0.013259057629797875
sub-34,rc7,Comedy,0.6323719181343106,-0.1609673973432791,-0.5625,0.23641206715172722,0.6717289929533635,0.3013994619137429,0.6168513706282228,0.05655472478116488,-0.4128264921787278,0.0196936162710609,-0.08207375298469828,0.29137218034811885,0.34672297263435187,-0.3904259368689284,0.0013265314945140512,0.43554538921821534,0.6830043364187813,-0.14329570180140605,0.987850559809077
