,Participant,Trailer,Type,Onset,Offset,Duration,W_score,A_score,F_score,NAcc_onset,AIns_onset,MPFC_onset,NAcc_middle,AIns_middle,MPFC_middle,NAcc_offset,AIns_offset,MPFC_offset,Pos_arousal,Neg_arousal,Pos_arousal_scaled,Neg_arousal_scaled,W_score_scaled,NAcc_onset_z,AIns_onset_z,MPFC_onset_z,NAcc_middle_z,AIns_middle_z,MPFC_middle_z,NAcc_offset_z,AIns_offset_z,MPFC_offset_z,NAcc_whole,AIns_whole,MPFC_whole,NAcc_whole_z,AIns_whole_z,MPFC_whole_z,NAcc_pos_peak,AIns_pos_peak,MPFC_pos_peak,NAcc_neg_peak,AIns_neg_peak,MPFC_neg_peak,NAcc_slope_peak,AIns_slope_peak,MPFC_slope_peak,NAcc_slope_peak_avg,AIns_slope_peak_avg,MPFC_slope_peak_avg,NAcc_delta_peak,AIns_delta_peak,MPFC_delta_peak,NAcc_delta_peak_avg,AIns_delta_peak_avg,MPFC_delta_peak_avg,NAcc_ISC,AIns_ISC,MPFC_ISC,NAcc_MPFC,AIns_MPFC,NAcc_AIns,NAcc_MPFC_ISFC,AIns_MPFC_ISFC,NAcc_AIns_ISFC,AIns_NAcc_ISFC,MPFC_NAcc_ISFC,MPFC_AIns_ISFC,NAcc_TR1,NAcc_TR2,NAcc_TR3,NAcc_TR4,NAcc_TR5,NAcc_TR6,NAcc_TR7,NAcc_TR8,NAcc_TR9,NAcc_TR10,NAcc_TR11,NAcc_TR12,NAcc_TR13,NAcc_TR14,NAcc_TR15,AIns_TR1,AIns_TR2,AIns_TR3,AIns_TR4,AIns_TR5,AIns_TR6,AIns_TR7,AIns_TR8,AIns_TR9,AIns_TR10,AIns_TR11,AIns_TR12,AIns_TR13,AIns_TR14,AIns_TR15,MPFC_TR1,MPFC_TR2,MPFC_TR3,MPFC_TR4,MPFC_TR5,MPFC_TR6,MPFC_TR7,MPFC_TR8,MPFC_TR9,MPFC_TR10,MPFC_TR11,MPFC_TR12,MPFC_TR13,MPFC_TR14,MPFC_TR15
136,sub-12,rh4,Horror,380.0,410.0,30,2,2,2,-0.1802326254090116,0.0056670879876799,-0.1509445658011599,-0.0491623467867507,-0.1408021370562845,0.1286690860696673,0.2216442574815882,0.1620727374703136,-0.1103122396720735,1.1852456522745938,0.1077496047522358,-0.2289679100985009,0.1077496047522357,-0.5,-0.8333669443241642,0.0740129478289085,-0.3833928564319674,-0.2220215334649902,-0.4606389010996993,0.2222151630012455,1.041089955196235,0.6449354037487067,-0.2953883459677637,-0.0025835715713914,0.0089792294672363,-0.0441959064678553,-0.0047661741976398,0.0861031501593053,-0.1521886797994952,0.4045958511234549,0.425448075862488,0.5257539797109083,-0.3084996584195327,-0.3131427209219969,-0.5087116375281794,0.344935667938506,0.304518435051206,0.4900644859057266,0.1437773861201627,0.304518435051206,0.4900644859057266,0.0085254375936063,0.0071575934250935,0.009321175013743,0.003436416605587,0.0071575934250935,0.009321175013743,-0.2173162667780087,-0.2526535173309991,-0.2084020247306747,1.451623683117822,1.5997662921532485,1.7891132495580415,-0.2333186567789939,-0.2579275023069876,-0.3640753229408237,-0.152568200207584,-0.1986157511868995,-0.4102143161772415,-0.3084996584195327,-0.0651859762848454,-0.1760376828376393,-0.2471523607185404,-0.1042874487845003,-0.1259203067904886,-0.0861938309377641,-0.0165404460158226,-0.0101007502006663,-0.0070563999890122,0.0596601831849489,0.4045958511234549,0.3472149554252743,0.1963302854108474,0.1004200122634155,0.0917550961439009,-0.0532155063127199,-0.0452474667265815,0.2074838109561084,-0.172440494122308,-0.0876064618185188,-0.0104576469628394,-0.0860178337563776,-0.3131427209219969,-0.2067860218216902,0.0932150657508703,0.2402491882994747,0.120929640811282,0.425448075862488,-0.0694782833725469,0.1182877349863587,-0.4388585683912207,0.1491107639329782,-0.0745511220057365,-0.5087116375281794,0.1948982363255513,0.0882392021757924,0.0356894938051817,0.5257539797109083,-0.2012354816690968,-0.0164675680432349,0.2064699744346569,-0.4658958273126802,0.1992952863000872,-0.4749630637391965
137,sub-12,rh5,Horror,476.0,506.0,30,1,1,2,-0.0373770181136949,-0.0937768976372729,0.1096518797359566,0.0977823176679254,0.1662936883456346,-0.0433015487459384,-0.1587957892865643,-0.1065482021428624,-0.1980892270982815,0.8619968380178864,-0.2154992095044716,-0.5522167243552083,-0.2154992095044716,-1.5,-0.167051736532583,-0.2889841989317979,0.1810262847549436,0.4633660861303356,0.6603430034615461,-0.1502516134044499,-0.7333800401643943,-0.3356028764396097,-0.4855022661978011,-0.0327968299107779,-0.0113438038115002,-0.0439129653694211,-0.1456885635222139,0.0119186426967127,-0.1515758649491024,0.3815765566049036,0.4532499215501197,0.8750847943385871,-0.3572537923695563,-0.3552324583843157,-1.43183980080367,0.2776571253880837,0.470815321709174,0.9372739967357808,0.3411686650775316,0.3467743788597821,1.1484382553010448,0.0083546094463513,0.0155937664772084,0.0141814862255293,0.0094800440786491,0.0102539541107694,0.014859147515757,0.0024376320438027,-0.2291439738275968,0.1059997883260958,1.0200066950600293,1.4307025358319243,1.6731616746834737,-0.084839313467963,-0.0882089830234174,-0.0974419290631751,-0.1511262839053506,-0.2885166583518073,-0.2209947850986386,0.0546829165624639,0.3323400419505476,-0.0417338392881711,-0.217518994076643,-0.3146552157166723,-0.0181367895250956,-0.0231036481620759,0.3815765566049036,0.0753492209492117,0.0732262484726834,0.0448391291980018,-0.3572537923695563,-0.3552949485857122,0.1274922125739894,-0.2537615472495445,0.3462247428925341,-0.0385001751301743,-0.25248661403271,-0.3552324583843157,-0.1688899835316986,0.3019253381774754,0.200160286052956,0.2305164855397296,0.4532499215501197,-0.3543835895921076,-0.1810158078725332,-0.1025075935875873,-0.3198460327396695,0.092155383888713,-0.0215269604032351,-0.2763601955796597,0.6609138011561211,-0.134775816964954,0.0738508823249001,0.2246307277433755,0.460907746507859,-0.4845177195277215,0.8750847943385871,0.3638572357552532,-1.43183980080367,-0.4637647637191042,0.3488067146528927,-0.5079937320896357,-0.6161611543861509,0.2486668000505905
138,sub-12,rh8,Horror,520.0,550.0,30,3,3,3,-0.0363016008464249,0.0383729557040194,-0.1887130489913522,-0.0065132575439632,0.1114197172155501,-0.0110916861332519,-0.0290904126502055,-0.1402773360366035,0.2676016872818793,1.7778684784118908,0.1616244071283537,0.363654916038796,0.1616244071283537,0.5,-0.1620357144563731,0.193398113143374,-0.4651946431071598,-0.0230952378931023,0.4600383311732313,-0.0804891001202401,-0.1284008823881067,-0.4587232370043378,0.5231257118670838,-0.0239684236801978,0.0031717789609886,0.022598984052425,-0.1045106115791941,0.0649044024374225,-0.007519343786772,0.1506365860437722,0.4829776156155322,0.7858613836792616,-0.257004371636278,-0.7075841516140271,-0.6790659938196462,0.0,0.2100216778018979,0.6630734366715083,0.0,0.1224212660344072,0.8928709592478213,0.0,0.0079575331992079,0.0084375368282777,0.0,0.0039084170198092,0.0113823623408867,0.1918220291863211,0.107225143688914,0.2084054698768742,1.905234267882316,1.8229462163815149,2.013399200432332,0.2885404721165993,0.279704359896428,0.1177904344239881,0.2049602481268793,0.1647717229039198,0.1355645678352158,-0.0813858145574135,0.0597617376619541,0.067192890969435,-0.0031528896710937,-0.2239239286350066,0.1506365860437722,-0.0446419877785697,-0.2425807302464827,-0.0389359141337163,0.1429557583951805,-0.257004371636278,0.0878015637547422,0.0416388095160453,0.0802143034988582,-0.0981023683843952,0.0828586990410761,-0.0022657936552387,0.0539064423130181,0.263928120114916,-0.2065626892936745,0.0352907832146144,-0.2569448447580187,0.0268424533360086,0.268932578669614,0.4829776156155322,0.3065058396717396,0.0102597390285968,-0.3431810120746015,0.0326129048052746,-0.7075841516140271,0.0810825831687565,-0.2295195599507034,-0.1458236644755115,0.0297613901203436,-0.6790659938196462,-0.1088742652768362,-0.2087534276474934,0.4822470623409242,-0.3428657470906074,0.1227879470077533,0.7858613836792616,0.3030868673043793,-0.3390754325083142,0.7835930493158201,-0.1954574313817498
139,sub-12,uh3,Horror,616.0,646.0,30,3,3,3,-0.1573430565834099,-0.2859195773653791,-0.0282611321934522,-0.2834984658102626,-0.1163862414063041,-0.1036379162454715,-0.0402656647753121,0.0085068137449767,-0.3266286009607445,1.7778684784118908,0.1616244071283537,0.363654916038796,0.1616244071283537,0.5,-0.726604122079731,-0.990356374171298,-0.1176759618979578,-1.3150253209708018,-0.3715143512252002,-0.2809326004617883,-0.1805251257611416,0.0843787064115269,-0.7639023911673544,-0.1603690623896615,-0.1312663350089021,-0.1528425497998894,-0.7407181896038916,-0.4258306729949906,-0.3875036511757001,0.2992892779137831,0.3441991827492021,0.7339430117698827,-0.5209388419847153,-0.5658693051812898,-1.3024949099509286,0.0,0.1129347015795098,0.7117443787055852,0.0,0.1129347015795098,0.7117443787055852,0.0,0.0032810856980389,0.009697542824057,0.0,0.0032810856980389,0.009697542824057,0.3468486724169015,0.3636608233073797,0.6987340251002903,1.117982864420198,1.31682212442925,1.6889789939048545,0.5235399979738314,0.3974116013528402,0.3532336084444079,0.3000915766111046,0.3682715419579221,0.17581092386885,0.2992892779137831,-0.0272953525592515,-0.2826142438267751,-0.3626040283736015,-0.4134909360712049,-0.2255928750607779,-0.3904676985792617,-0.5209388419847153,-0.1414660937649474,-0.1390268196616106,-0.2034456421490549,0.1862630286442753,-0.1361211085595997,-0.0876081636635947,0.0395835618514131,-0.0623349527932416,-0.3862209676919287,-0.5228919720053735,-0.2683076686296693,-0.1898423257066825,-0.2390537962759439,-0.5658693051812898,0.0804038532249168,0.0316397324262083,0.1109483087745879,-0.2848528880257468,-0.2184147860710568,-0.0296619210972068,0.2312644811696922,0.3441991827492021,0.7046882783384788,-0.1712449372221225,-0.3987686079454903,-0.1038831277614519,-0.1720972663766754,-0.4411440965320293,-1.3024949099509286,0.4693077804214198,0.0221986330642976,0.7339430117698827,-0.8016271975237539,-0.5447477814631936,-0.2029962588265667,0.3421756777453691,-0.4259474447355775
140,sub-12,uh4,Horror,704.0,734.0,30,3,3,3,-0.0973311943692676,-0.1017725507330425,-0.0512808428128916,-0.0855524212432313,0.0300396567221328,0.1141772514095887,0.1204445013447472,-0.0755805481934552,0.1011912035069538,1.7778684784118908,0.1616244071283537,0.363654916038796,0.1616244071283537,0.5,-0.446693398249943,-0.3181704714048161,-0.1675337612682285,-0.3917541780709249,0.1629793428726692,0.1908276709109157,0.5690683256960314,-0.2225626563110324,0.162701523643211,-0.0208130380892505,-0.0491044807347883,0.0546958707012169,-0.0897930835416121,-0.1259179282810598,0.0619984777619661,0.280957142910322,0.4000546816127189,0.6114306863289143,-0.494716894420852,-0.7995745227719413,-1.31724735904427,0.2668399762492331,0.5569956437970166,0.5140856368702983,0.1585477359371139,0.3398579944757801,0.6523222904312126,0.0110999757573404,0.013922987766363,0.010109455527037,0.0060678345822968,0.0090899705392243,0.0123855110421711,-0.0870560786991593,-0.1588890917655956,-0.0569038555750494,1.3045202011055284,1.8711785515008577,1.4886233589092122,-0.0519915547043286,-0.0045412572345461,-0.1234768410260125,-0.0039802989458173,-0.0164994212968179,-0.1569380468747494,-0.103366573827664,-0.3079228794292704,-0.1550765314131205,0.1061530890411896,-0.0264430762174728,0.2403969000317604,0.033140495333571,-0.494716894420852,-0.2456822119339072,0.039099604773271,-0.0952601736161716,0.1564244409694002,0.0256489324490385,0.280957142910322,0.2344521640111471,-0.2934137105337349,-0.5252637309443575,-0.1569409621842977,0.4000546816127189,0.0667009683844585,0.1636113700489049,0.3221332555681466,0.0481769369119036,-0.4405252697790224,0.0568019908607317,0.3608584449718137,0.12662434542269,-0.7995745227719413,-0.2917656812295808,0.2259546726397422,0.2165498374071086,-0.7478620212124192,-0.0055660281778091,0.5085196086924892,-0.2280456107738281,0.0299826825579819,0.47005308092565,-0.0693098163015856,-0.2230798173845722,0.3632401272504696,0.4937822508204322,0.6114306863289143,-1.31724735904427,0.5297656067318374,0.1882248326978555
141,sub-13,rh6,Horror,12.0,42.0,30,3,2,2,0.0409092377561238,0.0446209274333365,0.1917927215582593,-0.2851690450398711,-0.5989841597717316,-0.4513473946657981,-0.1679459188539359,-0.3125827309328679,0.1579887896651119,1.1611437670010674,0.0297729171025914,-0.2530697953720275,0.0297729171025914,1.0,0.1518083866569265,0.3880992594695714,0.4075565283071242,-1.015429292760669,-1.5863729983232395,-1.296496149625456,-0.5958145652476736,-0.7077415408090154,0.3179902281898719,-0.1374019087125611,-0.2889819877570876,-0.0338552944808089,-0.486478490450472,-0.6353384265542278,-0.1903164643761532,0.2993443577306965,0.409094032325545,0.5085262712510288,-0.5791443537575764,-0.6773131398582857,-0.7904653451032443,0.2569445221320103,0.0,0.3291182651160695,0.2569445221320103,0.0,0.3291182651160695,0.0085835765898473,0.0,0.0064720012263359,0.0085835765898473,0.0,0.0064720012263359,-0.5109603823781055,-0.6649641803884425,-0.2004110029673899,1.0334911805471845,1.186121707921974,1.435090450080797,-0.682465769558183,-0.5623328501740642,-0.7633996250386414,-0.206279278815954,-0.1904776272337884,-0.2818348055268022,-0.0222944234312821,0.0423998355986862,0.2993443577306965,-0.0464910620348593,-0.0684125190826221,-0.1386383607184098,-0.237274744686688,0.0115291947246914,-0.5791443537575764,-0.4823169607613728,-0.1015538033519508,-0.0519057115809603,-0.2623145433993263,-0.1842806252949678,-0.2396749106424747,0.409094032325545,0.0753881727445496,0.0863984603047803,-0.190221650479145,-0.1575543777290473,-0.531894207300163,-0.5859595876908713,-0.6032932815082057,-0.5964605825011324,-0.6773131398582857,-0.3375210148721157,0.2033486536022538,-0.3055894722227113,-0.626734687112082,-0.4964171340596843,0.1785343031607124,0.0118971134427603,0.1794080061349592,0.5085262712510288,0.0805979138018361,-0.7002910360177944,-0.7904653451032443,-0.5175852242711356,-0.0375913699945975,-0.2108039979422188,0.1357015876958105,0.176960929464202,0.0348924590540821,0.0674068522292989,0.374982119882166
142,sub-13,uh1,Horror,60.0,90.0,30,3,3,3,0.0089482093323851,0.0367025353450269,-0.3219748707983526,-0.1205796738029327,0.048500560477825,0.0556936905816434,0.1407883817925027,-0.1442121220887033,-0.0989183143123337,1.741715650501601,0.0446593756538871,0.327502088128506,0.0446593756538872,1.0,0.0373999190667545,0.3638069631289869,-0.9537129983557971,-0.4262612129606463,0.4000013217264507,0.0469509427601402,0.5093381776862069,-0.191208805441491,-0.3627062910739876,0.0097189724406517,-0.0196696754219504,-0.1217331648430142,0.040158961264105,0.1908664931379822,-0.4231561155565482,0.4423818712946554,0.5023442813659074,0.3700968955409616,-0.2977722144680051,-0.5320962175885271,-0.7312222044271743,0.2917846777127317,0.1883552604485026,0.0,0.1276183434583591,0.2900419878280452,0.0,0.0065957648051627,0.0071744486611388,0.0,0.0028475997555151,0.0074862307464725,0.0,0.1257611966088175,0.2390798227772109,0.3182501682644497,1.300603580694773,1.107628342631016,0.98103562359604,0.3652916991317232,0.6048661062868684,0.3982364143684673,0.2534156613657014,-0.0118195238487693,0.120876562314794,-0.0969769168366655,0.1404376507868839,0.2060152282040514,-0.1635621192543659,-0.0411727962379782,-0.2977722144680051,-0.2947531015653224,-0.0577396136474743,-0.1032306329157856,0.1505971935819237,0.4423818712946554,0.4058338804986419,-0.0510277650378385,0.0898654768261833,-0.1831115546191286,-0.1313222289965515,-0.2165052458711034,0.0741809557052895,0.2625362161537921,0.1946229797337081,0.0129293400603042,0.1106155661583196,0.5023442813659074,0.1487098323931213,-0.5320962175885271,-0.1401168314147046,-0.0320108823219738,-0.1508106611200547,-0.148530065560036,-0.2495921700267473,-0.576336536098166,-0.7312222044271743,-0.1715314745160355,-0.1544371132901211,0.0236529743397337,0.0116038623665062,-0.0218272720734633,-0.0611207018758238,-0.0202843310499633,0.3700968955409616,0.0569346285035045,-0.1975200287499291,0.1019467820820224,-0.1420264589546766,-0.3139264944425897
143,sub-13,rh2,Horror,152.0,182.0,30,2,3,2,-0.0225687979623065,-0.0498721903313497,0.142794725148718,0.0123899969840058,-0.0004634258778704,-0.0263890560357824,-0.1337566791567802,-0.0477594274426912,-0.1042059337753855,1.4588729380269825,0.3275020881285061,0.0446593756538873,0.3275020881285062,0.0,-0.0754191197891971,0.0982102525492841,0.2777323035561963,0.0497202250898308,0.2497880393701811,-0.1705340510335868,-0.4734299388844172,0.1046918540684178,-0.3767162740910677,-0.0479784933783602,-0.0326983478839704,0.00406657844585,-0.1663762778612611,0.1508967153292943,-0.0898393405228194,0.2466241539837215,0.4177353772189258,0.5871109774236424,-0.4168718805736358,-0.4356783517933583,-0.4445609609588206,0.0,0.4903654365564266,0.6770856489537483,0.0,0.3183220822247526,0.6770856489537483,0.0,0.01173866192088,0.0115324985392869,0.0,0.0070684034736712,0.0115324985392869,-0.019515181622921,0.0002413797154841,0.2144417434532575,1.560358396081437,1.4465699055029937,1.1198782681400592,0.133533142004522,0.2345044151032801,0.1330411791253609,0.0445212260240226,-0.0281075998012329,0.0749460691050292,0.1676660148034359,0.2362435721141713,-0.161056408883178,-0.146248118887888,-0.2094490489580739,-0.2051003723694972,0.2466241539837215,0.0120145603000794,-0.0415405774529847,0.0499522204587101,-0.0622824206819611,-0.2423820875519803,-0.0037536689515366,0.0565066619752129,-0.4168718805736358,-0.2787589181828519,-0.0140904042806984,0.1023705294169898,0.1014479739348446,-0.1603301325450328,-0.1644795942363343,-0.4356783517933583,-0.0726300593375008,0.4177353772189258,0.2527354987589156,-0.0681507490175706,-0.2119331939897511,-0.2359799128719633,0.3936207757058781,-0.1163540570400492,0.3381582558584601,0.2887738652023999,-0.0188824055192884,0.2946699748913484,-0.18874606468933,-0.4445609609588206,-0.2200000259744488,-0.089974671530106,0.5871109774236424,0.0354794008608208,-0.3642108356182032,-0.2161296713107021,0.0493739672072773,0.1910168554224545,-0.1810799845777543
144,sub-13,rh1,Horror,196.0,226.0,30,4,3,3,-0.1207179077165294,-0.11506338280843,0.0969887085079673,0.0673818733017803,-0.0408074262982171,0.0356678445604028,0.0418396591255365,-0.0037100028456581,0.1890398263202644,1.741715650501601,0.0446593756538871,0.327502088128506,0.0446593756538872,2.0,-0.4267560384091243,-0.1017853714091909,0.1563654919500884,0.2465704708332342,0.1260194253831771,-0.0061091846981073,0.1551389454135591,0.2398280867794961,0.4002625057698351,-0.0038321250964041,-0.0531936039841017,0.1072321264628781,-0.0083488740541102,0.0880207135844941,0.183506271007272,0.2829223798289631,0.3728360443385332,0.4999012979302391,-0.3750273236792674,-0.341180244558334,-0.2951145716654071,0.227565058211869,0.5554824280957615,0.3611191419570908,0.227565058211869,0.5554824280957615,0.2231010294700737,0.0080433742409999,0.0148988392225132,0.0078840655345597,0.0080433742409999,0.0148988392225132,0.0047930299274725,0.4088211735883166,0.105224077052147,0.254117463811669,0.9753674416596856,0.9120173954661892,0.8909416276208996,0.0759139517839638,0.105092599579558,0.3023784059271933,0.0374611152511685,0.3261042565537791,0.3044873554023731,-0.3291257432217164,-0.3750273236792674,0.0504447385869936,-0.0111111528873537,0.0612299426186964,0.0553573216170941,0.2829223798289631,0.1528766349148409,-0.0756494503557233,-0.0785975194962729,-0.052610265754841,-0.1009466220287506,0.1173065344420452,0.0543033909663049,0.1911452580029245,-0.230481255083923,-0.2112099789580881,-0.0245054694890123,-0.2475992479164773,0.1384790374053505,0.0302594063300556,0.138739686520682,-0.1818940734111069,-0.2534020424057713,0.062259891475055,0.1767402413890968,-0.0442996716403584,-0.341180244558334,-0.1826463837572284,0.3728360443385332,-0.2531592352656843,-0.2316698762878014,0.0969175655945245,0.4580367075516153,0.4148183809471825,0.4999012979302391,0.3357333562290607,-0.2951145716654071,-0.2283459341694378,-0.1338349255224408,0.3457776393950231,0.0249242628540439,0.3309062195700798,-0.0965106987766613,0.3401017085588369
145,sub-13,rh9,Horror,332.0,362.0,30,3,3,3,0.0893074112321985,0.1661751478159983,0.0664255626060219,0.2229236793911782,0.0606896906798531,0.1908426344726922,0.0833661520517332,-0.1254285258623331,0.1193444175180009,1.741715650501601,0.0446593756538871,0.327502088128506,0.0446593756538872,1.0,0.3250556548032907,0.7610071819433534,0.075385921081413,0.8033516683893946,0.4373955249560168,0.4050391943676164,0.3037881802595674,-0.1335838885664436,0.2155987831795189,0.13186574755837,0.0338121042111728,0.125537538198905,0.4773985011507509,0.3549396061109756,0.232007966209516,0.6208765234672967,0.5169293314417469,0.7939666238587055,-0.2907312595205181,-0.3161567974554102,-0.4060232176679117,0.1880370046462162,-0.0157469336189091,0.3247678543404181,0.2561613165543545,0.2633772391539393,0.5794378175798176,0.0063699967838906,-0.0003141956638404,0.0075555628910773,0.007024281030239,0.0086285517423119,0.0097629417187937,0.2966675469843987,0.4577787754438735,0.830186215071865,1.282402146928258,0.6354985209657882,1.0531487806963895,0.678792989604304,0.3183066289726874,0.0976338666810711,-0.0039719463571832,0.4438473894414051,0.1087867604107495,0.1522482181375633,0.1616967342598543,0.107154674448115,0.2951916790943312,-0.2697542497788711,0.0564633469795117,0.0228950154072377,0.3612808780159718,0.6208765234672967,0.0531026330858733,0.2917293865970162,0.1565774834893093,0.1307323990841195,-0.2907312595205181,0.1285227506087392,0.5169293314417469,0.5011823978228378,0.1009448852999555,-0.0340827467237741,-0.2540981287607744,-0.2618019629822933,-0.0910385062802449,0.0250690188063026,0.211432074047255,0.4197878298082464,-0.2117734702140251,-0.3140021415732136,-0.0665763179333423,-0.3161567974554102,0.2813660978643256,-0.0254314932945547,0.2286715985455884,0.1050715355532848,0.4298393898937029,-0.4060232176679117,-0.241826765471205,0.5744018666973982,0.196649657628274,0.7939666238587055,-0.3689782103497115,-0.2091444164466824,0.0042249752646075,0.121240306263017,0.3328243648012676,0.3475768577077951
146,sub-13,uh2,Horror,376.0,406.0,30,2,2,3,0.3497157742300874,0.2245142591850977,0.4793440215232567,0.1386965359824777,-0.1968988145273366,0.2273014061653559,-0.0203037974642357,-0.1491262946343479,0.1310015139453509,1.4439864794756865,-0.2530697953720275,0.0297729171025915,-0.2530697953720274,0.0,1.2572197066998618,0.9399817724687232,1.1694473673131007,0.5018501560122196,-0.3528427245062075,0.5016397110664879,-0.0673112694209407,-0.2062846610465459,0.2464852197161939,0.1560361709161098,-0.0405036166588623,0.2792156472113213,0.563919531097047,0.1269514623053232,0.6391907660319274,0.5496367410016388,0.5474142045849466,0.8622060430375457,-0.2281354269153643,-0.932907781108708,-0.1838369355806106,0.2770265879428349,0.3004463782966526,0.55508032324455,0.1397383997980114,0.3508680068566306,0.2821071533841513,0.0056526116647731,0.0108018826962387,0.0107292063644846,0.0031602643503799,0.0097801807306233,0.0047761646329931,0.9010045719240292,1.0630714250138906,0.5309644985648537,1.2181568528883462,1.466919044042798,1.2873132869013806,0.6518028898616607,0.5591492773513412,1.1434195912556684,0.6728497224521788,0.6895184634551442,0.8618897196333425,0.2130594189719072,0.4900860069147422,0.3039890817977254,0.5496367410016388,0.1918076224644236,0.3386266158741966,0.0730899874231852,0.2883856709737377,0.1513604291835285,-0.1579800235422594,-0.1877003777077932,0.2102802397207182,0.0203015753672947,-0.2281354269153643,0.0837350022139661,-0.0223037741362978,0.2781426041603548,0.2119873924540978,0.1073308688623874,0.5474142045849466,0.1238375621471503,-0.4932099916083387,-0.2201052275255299,-0.3801741936390258,-0.0148422220109392,0.297232084539741,0.1945981104138917,0.0625134149103107,-0.932907781108708,-0.3670673019269753,-0.0377258196701254,0.5173545035744246,0.3946933930178156,0.8622060430375457,0.6601919876566233,0.7492193603831014,0.38180946600824,-0.0310312959579734,0.0156913922216127,0.0208181081717991,0.5217475844827197,0.2345453003659821,0.2533415176777068,-0.1838369355806106,-0.170789897219043
147,sub-13,rh3,Horror,468.0,498.0,30,2,3,2,-0.387510536740342,-0.2985355941075268,-0.3311936659319929,0.3190712321947291,0.1222326571156725,0.1837699422949191,-0.0615870967901933,0.3390511910146788,0.4135929125021467,1.4588729380269825,0.3275020881285061,0.0446593756538873,0.3275020881285062,0.0,-1.3817733628296616,-0.6646472854738049,-0.9781389549063272,1.1475237655121897,0.6261990044584745,0.3862995142548488,-0.2150899625946915,1.2913618328288696,0.995234391667486,-0.043342133778602,0.0542494180076081,0.0887230629550243,-0.1497798533040543,0.4176378506045131,0.1344649836720026,0.6536469356896284,0.5347916397412269,0.8428981031366234,-0.695451289307815,-0.5262399946203644,-0.6267768408981969,0.7844095680836844,0.6534953034032744,1.189316951389659,0.2810356940646174,0.2280658264914807,0.6465834176440864,0.0120005086118256,0.0202924321395078,0.0141098544054605,0.0059607278176341,0.0062008863393036,0.0085263183811319,-0.1101937768572372,-0.609476554470638,-0.5640354461584549,0.9074991256110492,1.286978573906615,1.0102954092285623,-0.1430634387592799,-0.7710955317565555,-0.2459929289554216,-0.4136022935662763,-0.2564109855945939,-0.3627653476892271,-0.2705572482983071,-0.5531715913492343,-0.695451289307815,-0.2426854549356112,-0.1756870998107426,-0.130762632394056,0.6536469356896284,0.4901252505452778,0.5471561383034863,0.0351904688293093,-0.3761139232878975,-0.3051494863699919,-0.13056824190565,0.3156557636552773,0.1882404039572951,-0.5161491065287488,-0.5262399946203644,-0.3749673596140422,-0.0470933300158845,-0.0282281797585943,-0.3314563782953429,0.3220389251079316,0.0158767500339411,0.1889327618218335,0.4157712269099997,0.2178060083970381,0.4840755187642816,0.5347916397412269,0.4778013723630009,-0.0192185841921536,-0.6267768408981969,-0.3096631133994624,-0.4314883410017393,0.0540355669975007,-0.3420756013580668,-0.346418848253036,0.8428981031366234,-0.0201518155552721,0.2019439206736898,0.2405783514725908,0.0919577452821859,0.586572576588597,0.8423910468247856,0.311794868885527,0.2352483249296381
148,sub-13,rh11,Horror,608.0,638.0,30,1,3,1,-0.194639481476658,-0.2447368619525218,-0.1337065858951417,0.1416664194779759,0.169335504659656,0.278850387579694,0.154485314991094,0.3002144636791606,0.3686618673690203,1.1760302255523631,0.6103448006031251,-0.2381833368207317,0.6103448006031251,-1.0,-0.6913674853132752,-0.499601815423569,-0.4548806802247922,0.5124812225453892,0.7707026256814162,0.6382229805716311,0.55836804985302,1.1722172793878065,0.8761858890939973,0.0338374176641372,0.0749377021287649,0.1712685563511909,0.126493929028378,0.4811060298818847,0.3531760631469453,0.6578083774261207,0.5747055434697146,0.823030646670595,-0.6568878608129771,-0.7794889841165717,-0.8960504602248622,0.8201819562800715,0.2451616426651043,0.5789986320231375,0.4602507807664535,0.1346106097601354,0.3083557013930953,0.0188344073469895,0.0095587648631426,0.0084941811151704,0.0101706841352025,0.0028791045609579,0.0048594304229627,-0.2195929468296047,0.5749843853113076,-0.2174757877724457,1.6787781326677682,1.737344835285739,1.778746656983388,-0.2293875885338933,-0.4579341318901351,0.7472746651337994,-0.359875135898284,-0.2471663121570959,0.6783696263476948,-0.6568878608129771,-0.4596617924321755,-0.3847119459050603,0.4354700103750112,0.0925941813919114,0.1300289712748537,0.6578083774261207,0.0154960139323089,0.3638692114272606,-0.4588704766706644,0.1956562500413524,0.3403248131808764,0.2419183353809796,0.103085521128253,-0.1085583447759911,-0.7794889841165717,-0.4930352571160324,-0.2189551648896596,0.0113167268472752,0.2564783695123795,-0.1980819536036223,0.2354692989088872,-0.1224070821861294,0.5334591946430426,0.398238065536102,0.3141413801669286,0.2556631641727538,0.3855992826270119,0.5747055434697146,-0.0290370520406056,-0.8960504602248622,-0.5879941217373792,0.031227293076727,0.1026428636933341,0.6816414957164716,0.2387296720370877,0.5595228936756028,-0.2351948890187911,0.53483770618698,0.2963565550175907,0.5928346312461332,0.823030646670595,0.4766663145087383,0.3842053638575146,-0.4334276194378793
