Participant,Trailer,Type,Onset,Offset,Duration,W_score,A_score,F_score,NAcc_onset,AIns_onset,MPFC_onset,NAcc_middle,AIns_middle,MPFC_middle,NAcc_offset,AIns_offset,MPFC_offset,Pos_arousal,Neg_arousal,Pos_arousal_scaled,Neg_arousal_scaled,W_score_scaled,NAcc_onset_z,AIns_onset_z,MPFC_onset_z,NAcc_middle_z,AIns_middle_z,MPFC_middle_z,NAcc_offset_z,AIns_offset_z,MPFC_offset_z,NAcc_whole,AIns_whole,MPFC_whole,NAcc_whole_z,AIns_whole_z,MPFC_whole_z,NAcc_pos_peak,AIns_pos_peak,MPFC_pos_peak,NAcc_neg_peak,AIns_neg_peak,MPFC_neg_peak,NAcc_slope_peak,AIns_slope_peak,MPFC_slope_peak,NAcc_slope_peak_avg,AIns_slope_peak_avg,MPFC_slope_peak_avg,NAcc_delta_peak,AIns_delta_peak,MPFC_delta_peak,NAcc_delta_peak_avg,AIns_delta_peak_avg,MPFC_delta_peak_avg,NAcc_ISC,AIns_ISC,MPFC_ISC,NAcc_TR1,NAcc_TR2,NAcc_TR3,NAcc_TR4,NAcc_TR5,NAcc_TR6,NAcc_TR7,NAcc_TR8,NAcc_TR9,NAcc_TR10,NAcc_TR11,NAcc_TR12,NAcc_TR13,NAcc_TR14,NAcc_TR15,AIns_TR1,AIns_TR2,AIns_TR3,AIns_TR4,AIns_TR5,AIns_TR6,AIns_TR7,AIns_TR8,AIns_TR9,AIns_TR10,AIns_TR11,AIns_TR12,AIns_TR13,AIns_TR14,AIns_TR15,MPFC_TR1,MPFC_TR2,MPFC_TR3,MPFC_TR4,MPFC_TR5,MPFC_TR6,MPFC_TR7,MPFC_TR8,MPFC_TR9,MPFC_TR10,MPFC_TR11,MPFC_TR12,MPFC_TR13,MPFC_TR14,MPFC_TR15
sub-30,rh11,Horror,608.0,638.0,30,2,3,2,0.024636776934834997,-0.03967144941839734,-0.027925067347532077,0.06880942195145004,0.009053247271406517,0.32056668787529,-0.07731432271955846,-0.04513464650175879,0.26034965332546395,1.626345596729059,0.4949747468305832,0.212132034355964,0.4949747468305832,-0.1875,-0.03277190619583074,-0.24053650840769344,-0.2485665657668684,0.5775615221073365,0.5308693279540974,0.6762685372282228,0.0003316219810382215,0.07540814967938951,0.3562980618067131,0.005377292055575519,-0.0252509495495832,0.1843304246177406,0.18170707929751467,0.12191365640859779,0.2613333444226892,0.2769875688224754,0.302019757041623,0.592870153246461,-0.2746455751721935,-0.2213374631185196,-0.3289562427672833,0.1434895750926331,0.16840814866195497,-0.1694015481895258,0.1434895750926331,0.16840814866195497,0.1817144531026304,0.006438124868161416,0.0055760639738130025,-0.00531036499295084,0.006438124868161416,0.0055760639738130025,0.008019331928700154,0.021777109317602943,0.35487821778146517,-0.00885054692432516,-0.2297674406984852,0.0557507434135566,0.2769875688224754,0.0010105894061632,0.019202423730465,-0.0074816151570026,-0.0646246425121772,0.0793852184706836,0.2228747935633167,0.1138933553924297,-0.0355685433475047,-0.268592127341967,-0.2746455751721935,0.1313175237594313,0.0609171085044416,-0.0939894033236032,0.1018031011582056,0.0955549232007654,-0.1961378512893312,-0.1055880168380233,-0.0954285847746107,-0.1071073800862437,0.133611608379668,0.302019757041623,-0.187829164203404,-0.1779843077682024,-0.2213374631185196,0.0077255016922701,0.002870935756109,0.163052100929549,0.036252023439553,-0.0265165295637183,0.3153108159086109,-0.3289562427672833,-0.1357154037548227,0.4437982739418136,0.2541773391355093,0.488403252242628,0.3190017040531022,0.0974528700033969,-0.2832498022116206,0.249580652183166,0.592870153246461,0.1575655824155337,0.5849816809937797
sub-30,rc12,Comedy,656.0,686.0,30,3,2,3,0.013484618858055639,-0.20573833045472667,-0.05554237667200318,-0.031535832170665974,0.049623854344050346,0.06615968523566466,0.23249150541869237,0.052142797037326216,-0.14991687391261768,1.5556349186104046,-0.1414213562373094,0.1414213562373096,-0.1414213562373095,0.8125,0.44457194449286763,0.14846869017932346,0.2099676548062046,0.16879045882930424,0.31444561984033487,0.28481171039288916,-0.2997110487362118,-0.3595349429187549,-0.6291278493391934,0.07148009736869401,-0.034657226357783365,-0.04643318844965206,0.1045504515286534,0.03445978903363449,-0.04478282804669994,0.422579237661923,0.3777198985046412,0.5233679312661623,-0.4331952435330681,-0.5259008673959842,-0.5008922276292582,0.712112234208124,0.0,0.43302517814227043,0.712112234208124,0.0,0.43302517814227043,0.02553133218900062,0.0,0.009758679293321349,0.02553133218900062,0.0,0.009758679293321349,-0.082092779947698,0.2254708950438418,-0.14774987841052897,0.0236479441903497,-0.4331952435330681,0.2789169906750559,0.1092455201888318,0.0888078827691089,-0.3252718832364178,-0.0063701528835153,-0.1011324938041503,0.3357205470739547,-0.0606251780032012,0.1906495177479735,0.393441577947252,0.1135316185941511,0.0422555751421623,0.422579237661923,0.0862927024371989,-0.5259008673959842,0.0560947027379141,-0.2993733940580229,-0.3458047959947393,-0.2668841999435796,0.0600082558684963,0.0588951398111526,0.3777198985046412,0.0183801774795412,0.0084705668327021,0.2784101824502242,0.1597416400371952,-0.1801625169332089,-0.0057458872002815,0.2568595971578434,-0.4724492278126496,0.0693669855725749,-0.1421974436463592,0.0107082053685746,0.443733383510845,-0.4248879074261137,0.2365700050752973,-0.4479849862478676,0.5233679312661623,-0.4175206952385745,0.2080271097079743,-0.0720853142063786,0.0328867578031487,-0.5008922276292582
sub-30,rc5,Comedy,700.0,730.0,30,2,1,3,0.28451602072314885,0.007481612750427918,-0.015888431039319785,-0.08743941661008522,0.06944199309832944,-0.04501818487673982,0.30746144427524036,0.2510460719107658,-0.33909449987509105,1.2020815280171306,-0.4949747468305832,-0.2121320343559642,-0.4949747468305832,-0.1875,-0.09537411701398582,-0.4389462945022772,-0.5430709701287657,-0.16369696551337817,0.07399647239258547,0.062080725016777985,-0.25040316470079244,-0.164805510263202,-0.678137649221872,0.16817934946276797,0.10932322591984106,-0.13333370526371688,-0.1698247490760521,-0.17658511079096462,-0.38637596477795333,0.5683872513751215,0.3728559863870516,0.6252012231613462,-0.3258692440159979,-0.170659173524158,-0.719695436170809,0.07285790918771248,-0.2055819428936152,0.6269265871269908,0.07285790918771248,-0.2055819428936152,0.6269265871269908,0.0031697265737904118,0.016396707562203953,0.010027596938421205,0.0031697265737904118,0.016396707562203953,0.010027596938421205,-0.09767274750250148,-0.1769879044201209,-0.1643170155801065,0.1569975925144037,0.2298555017021162,-0.0382022516525515,0.5055420096766543,0.5683872513751215,-0.0631527988483778,0.1537727492616291,-0.3258692440159979,-0.1269579127310289,-0.0749898767166506,0.2910240313383755,0.3451227547211105,0.352074462064044,0.353820299293983,0.1952656739586886,0.0802019285744588,-0.1253800143191564,0.0453480036817308,-0.170659173524158,0.2078973193392644,-0.0004950304302134,0.1794590604559709,-0.1561104530276209,0.110930768221123,0.2134256202723876,0.2927868601345917,0.1430595866798956,0.3728559863870516,0.3158890454141485,0.1306388809381415,-0.0017253639656446,0.6252012231613462,0.0406649538346526,-0.0238875320561441,-0.719695436170809,0.0516157057937356,-0.0130436740951623,0.2505703043743996,-0.5101810018351612,-0.0040522586215108,-0.2215036167825565,0.0389952201017046,-0.6601168721995941,-0.2901236468076293,-0.5627235836873797
sub-30,rc3,Comedy,12.0,42.0,30,1,1,2,0.24265176347839654,-0.017772214383827378,-0.0723158577425304,-0.3340663088372375,0.01245763004590506,-0.07479681590641032,-0.00813160088283196,-0.14605044104135617,-0.39101174109367054,0.8924478132739532,-0.4005474437528765,-0.521765749099142,-0.4005474437528765,-1.0,0.2589068758094152,-0.17953481493543286,-0.32811286888498103,-0.4561691658894923,-0.017531954469600607,-0.07999599909119619,1.6211813516226203,1.4117198065663399,1.0072392544475612,-0.0331820487472243,-0.05045500845975949,-0.17937480491420377,0.47463968718084776,0.4048843457204354,0.19971012882379466,0.3824688032528723,0.240027752307856,0.109186911638111,-0.5679160311973878,-0.3376534904032126,-0.6157808594876923,0.1832095103983024,0.1871439352944551,-0.2803994024215144,0.033083320915763006,0.08723426981194281,-0.086210527746654,0.0047901818093428125,0.12804863820589132,0.0070191425081116265,-0.011140035646998081,0.031350228294101674,0.0016574542393013824,-0.5733296540616997,-0.4662759630764691,-0.43800953283748806,0.075370249018764,0.1992592928545699,0.3824688032528723,0.2281178298950891,0.3280426423706875,-0.115779134364294,-0.3152423693152203,-0.5679160311973878,-0.2695072800787952,-0.4018867292304902,-0.1535979283821704,0.0404095797610003,-0.0836362498854876,0.1363280973554527,0.0198384967370452,-0.1835051127151461,-0.146637033926223,-0.0112455346974527,0.0124988571118289,0.240027752307856,0.0042429464268747,0.0276319866177728,-0.0595549746343296,0.1112251755540561,-0.0212569837348487,-0.2366245831120128,-0.3376534904032126,-0.1725288688699654,0.0146150664244897,0.0019396707539202,0.109186911638111,0.0974863750512627,-0.0258887547320899,0.0636687325736092,-0.606032553243545,-0.0619901443809653,0.0466395120448532,-0.0082874905019922,-0.2619409827862297,-0.0884049739077176,-0.5292211622177638,-0.6157808594876923,-0.1190787419493581,-0.3994781443708725,-0.2914997974426661
sub-30,rh12,Horror,60.0,90.0,30,1,3,1,0.1486882236844481,0.009870747263669105,0.217153819292098,0.19078858560182202,0.3304815084628215,0.3257641419328182,0.2581561872024518,0.3654954923455719,0.33339919610259583,1.061099368538322,0.4146017400249073,-0.353114193834773,0.4146017400249073,-1.0,0.39956275514783457,0.24493288946138345,0.4864738670510535,0.06262641840704423,0.40651864206882343,0.45498888349816236,0.12828053410368395,0.3377341227214205,0.45535469904422643,0.199210998829574,0.2352825826906875,0.29210571910917066,0.19682323588618758,0.32972855141720914,0.46560581653114747,0.7359822924896169,0.557178477848046,0.6018001761921737,-0.2325343412336425,-0.1372663016501867,-0.0643583331505159,-0.028422575079185497,0.00729501817249556,0.6661585093426896,0.10378002753176714,0.09868337769774212,0.2311299125994389,-0.0006387427787977978,0.00014230310010938122,0.011069430280956983,0.016522842033662954,0.0012144677326085763,0.0023162069920514986,0.1536865829426869,0.2548543873436876,0.2246014135809585,0.2198159951182518,0.1959202361342789,-0.0285961885279716,0.1546412639374063,0.2016598117602751,0.4022320337464039,0.4733994268360181,0.4449768517568326,-0.1341310430965022,-0.2325343412336425,0.0642392775717888,0.1072283164408444,0.2343889083800704,0.7359822924896169,0.1489421411299386,-0.1372663016501867,-0.0102080290706498,0.0461873161974596,0.0957024183295896,0.0549383325121328,0.3567034743676626,0.5053444230545927,0.5126394412270883,0.257227539978091,0.0204926636866729,0.4974861466950632,0.3092477786074037,0.2609939647855274,0.557178477848046,0.2025710937918193,-0.0643583331505159,0.6018001761921737,0.2542353689690444,0.1261831796061196,0.1679087048436681,0.4207903945206265,0.4783024921703315,0.1765407496336388,0.4893092762675595,0.0638777970719346,0.3870957326991152,0.5423620666292116,0.1792426903655196,0.2921610431764163,0.2661344476427164
sub-30,rc1,Comedy,108.0,138.0,30,4,2,4,0.07044130709627824,0.13690559430630417,-0.14144675786764888,-0.07427022303421893,0.022890527574982084,0.24655227214466127,-0.1135883533972811,-0.18942239546407588,-0.0970377616845854,1.7848956265479063,-0.8010948875057531,0.3706820641748112,-0.8010948875057531,2.0,1.9821834849025965,2.130901391129636,1.420958756545024,0.42917189483622903,0.5600166580220934,0.7779803546089996,0.19985941484071723,-0.013417829358646726,0.3002529846524011,-0.039139089778407264,-0.009875424527596535,0.0026892508641423304,0.8704049315265141,0.892500073264361,0.8330640319354748,0.3447254965752686,0.4289614112755486,0.7369025596323677,-0.2665629582130031,-0.2881175497597739,-0.6364513000506673,0.1222758858715304,0.0797354399684391,0.33343564188977387,0.1723850584464539,0.150085829339941,0.10648064164104139,-0.016059749647984647,-0.023692956735346958,-0.07421439102152917,0.0020779187469282664,0.000859999848977322,-0.03772843367426657,0.3327707664092481,0.20084150978057475,0.1557277752051968,-0.1984139879912449,-0.0761381021197145,0.205832940661504,0.2292095187368856,0.191716166193961,0.056177794489448,-0.177871475807978,-0.1176806764941945,-0.0049071158865751,-0.1270696414717951,0.3447254965752686,-0.2148698740582458,-0.2028842025029875,-0.2665629582130031,-0.2283502287874377,-0.1133890868556103,-0.0336536468871712,0.1720587901557071,0.4289614112755486,0.2305505038430467,0.0447840463452923,-0.1885798376795908,0.2179097183214572,0.0614549003711434,-0.0211161894833917,-0.2193305408819115,-0.2343491558089256,-0.1742592550910246,-0.0310554757787439,-0.2881175497597739,-0.3783643460535049,-0.044928704163731,-0.4573216162866983,-0.0465353141247319,0.2199161912904219,-0.0438372488726552,0.323067313745936,0.0452296471658904,0.1713990890517674,0.7369025596323677,0.1324628764848036,0.217378954837297,-0.6364513000506673,0.1554981502984554,-0.3540774899928157
sub-30,rh7,Horror,152.0,182.0,30,1,3,1,0.045718569949805055,-0.16486604295735258,-0.09962904881887445,0.11915503185200702,0.23452547693761652,0.16231604174814573,0.2699632133110331,0.274996994380464,0.21485380509965016,1.061099368538322,0.4146017400249073,-0.353114193834773,0.4146017400249073,-1.0,0.14800808775238958,-0.21566136148930143,-0.040264507710694605,0.8006779937182668,1.005566068460316,0.882202591319554,0.13342363244314465,0.14141709151648182,0.09156855236280967,0.14494560503761506,0.11488547612024265,0.09251359934297382,0.36070323797126697,0.3104405994958321,0.31116887865722304,0.6135254824570384,0.4953996583757231,0.527756656786237,-0.0561286759677827,-0.4056377094508083,-0.4072978549277499,-0.2163162495090861,0.1613820964585577,0.14596780998710068,0.018240150182582446,-0.03347362939359895,0.14596780998710068,0.03853934656025905,0.009423720215620778,0.0033136728456736207,0.02569666475700074,-0.001311698450876972,0.0033136728456736207,0.07935911397447915,0.02634662516699909,0.13806547014108922,-0.0026421299997329,0.0127504424983852,0.0414030712644999,-0.0520609292896156,0.2291423952754887,0.2241462609626356,-0.0033013731495313,0.2708713738734101,0.1601875735413034,-0.0561286759677827,0.1966678739064683,0.6135254824570384,0.4088437397893997,0.1168093243551604,0.0139696460470989,0.0884145663109598,-0.217769099844544,-0.2626599419998822,-0.4056377094508083,-0.0266780298024882,0.0098688455962058,0.1712509420547635,0.384117669836841,0.417859641223014,0.1895302859772584,0.1988670619377681,0.4953996583757231,0.3202803815754344,0.1956156713361679,0.1648221986772265,0.1641158458970096,0.2800186363239206,-0.4072978549277499,-0.3289942949493379,-0.2059875764382147,-0.0212224283487258,0.0840224461614398,0.0137448555522388,0.2945337626943376,0.4405015726814383,0.2720343008571385,0.527756656786237,0.304050648074498,-0.0861078778551466,0.0565352976355237
sub-30,rc8,Comedy,200.0,230.0,30,2,2,3,-0.1713925100728571,-0.18430060224946102,-0.11686493985440286,0.14973405797067343,0.11196720447946004,-0.11324621010395612,0.01595119659247276,-0.02820023561939372,0.39936594759323224,1.4616468122911987,-0.4778460732490457,0.0474332499181036,-0.4778460732490457,0.0,0.35165216961410917,0.30781393181991523,0.3276772454067407,-0.009912635194125552,0.04992682741203825,-0.30283090897808285,-0.462107159796932,-0.5483970345976044,0.26867185703452606,-0.0019024185032369652,-0.03351121112979822,0.056418265878291095,-0.040122541792316085,-0.06355209178855027,0.09783939782106131,0.2466246319629889,0.3834126296285149,0.7292305351320951,-0.3626659231956279,-0.3234398461117156,-0.3877524101401595,0.0,0.0,0.8129680286267708,0.0,0.0,0.8129680286267708,0.0,0.0,0.011148299330053523,0.0,0.0,0.011148299330053523,0.14240492619217604,0.0883888138440598,-0.10386061250577004,0.0278749663475915,-0.08548405266423,-0.3626659231956279,-0.1645363608930692,-0.2721511799589499,0.2230652095638405,-0.0257784171003446,0.2025356320818849,0.2463108491246526,0.1025370161833338,-0.1187611680046079,-0.1656564036060698,0.077110552227099,0.0404383703829536,0.2466246319629889,0.1051683258844459,-0.2556794199963862,-0.3016247626540155,-0.1601817605681428,-0.3091853939132064,-0.1535683588374584,-0.0037627002112302,0.3834126296285149,0.1970536608723508,0.1367007909451231,0.1173275896946769,0.0172163955102718,-0.285176747744179,-0.3234398461117156,0.3330714305539773,-0.1280815201918413,0.0843631473026806,-0.3877524101401595,-0.0896895132069406,-0.0631644030357534,-0.3408723217059407,-0.2661585833105485,0.1173371626008966,0.0072001853904875,-0.0837374934946756,0.7292305351320951,0.1228305807832382,0.2539356377191696,0.375640230874717,0.5151927534569414
sub-30,uc3,Comedy,244.0,274.0,30,3,3,3,0.08501413717509887,0.047995301118744484,-0.11298632981584955,-0.07174818199352902,-0.1375192302694211,-0.153818063976548,0.12848614168078237,-0.18082365778173465,-0.05024507367546203,1.7075969970517368,-0.2318958884885075,0.2933834346786417,-0.2318958884885075,1.0,0.17247560278590113,0.08498795336700371,-0.18003086715702032,0.3474918154616699,0.28520660160762035,0.19834028391153868,0.5237921983544217,-0.05711546705160688,0.16341371162332646,0.0472506989541174,-0.09011586231080375,-0.10568315582261985,0.34791987220066434,0.10435969597433906,0.06057437612594828,0.351653189600187,0.1930937035860891,0.3179310517297884,-0.3585479863299484,-0.3307938987922858,-0.5655864786837482,-0.0840806734456687,0.0,0.6476248355763475,-0.0077519837656101626,0.0,0.5043653752546848,-0.03959601335700376,0.0,0.020369977454318237,-0.010847530069341861,0.0,0.022550872620684566,0.012486838773120923,0.3670552196457398,0.016757062904051292,0.1254425205482632,-0.3585479863299484,0.1723215619243341,0.2282737747313042,0.2575808150015413,-0.3138492369999672,-0.0925120602877777,-0.0789295482139435,0.105315304489856,0.0212346310441873,0.1184288494935439,0.1193577463231692,0.351653189600187,0.3152836932996686,-0.2622927703126569,0.0785247801084297,-0.2392033482871396,0.1304750756453967,0.0770862945409465,0.1930937035860891,-0.1351301381606606,0.0945052063513315,-0.1024549670324539,-0.2137223537130366,-0.3307938987922858,-0.1386271575428457,-0.2886655070876349,0.0295160077336504,-0.2110303903697257,-0.2953112416421174,-0.0548124197070098,-0.0092333771445601,0.0353710520025209,-0.2812637209306738,-0.254993183299525,-0.5655864786837482,-0.0284968528052145,-0.1632442562770065,-0.3296937838465591,0.3179310517297884,-0.1600051691685442,-0.0402875711143356,-0.2150969769378617,0.1460089379951605,0.0181554108482709
sub-30,rh10,Horror,288.0,318.0,30,1,4,1,-0.002166728435804857,-0.05889512505986731,-0.055952643019489504,0.4134805742624069,0.2015917917919423,0.5886455960112957,-0.23640174674492012,-0.2268519025339021,-0.0034636001844173953,1.3070495532988604,0.6605519247854457,-0.1071640090742347,0.6605519247854457,-1.0,-0.09985794670056691,-0.1888481868986055,-0.3264528795388773,-0.2762318692161906,-0.5318069833711133,0.19271721660799981,0.0035221774522715688,-0.026896685510064744,0.09963085254472732,0.058304033027227295,-0.0280517452672757,0.17640978426912965,-0.12418921282149534,-0.24918395192659454,-0.011368270128716744,0.6237163604995152,0.3547417387910007,1.0127334051259316,-0.3792533606833426,-0.5543033693939678,-0.6812068733686418,0.2505317883625196,0.3258637039688067,1.0527339253174144,0.2505317883625196,0.3258637039688067,1.0229665890778348,-0.04810058984330541,-0.05018459117291932,0.028335323627055,-0.04810058984330541,-0.05018459117291932,0.017145155302199146,-0.3445338571392074,-0.13299172314991078,0.14663094721809344,-0.0504606709131714,-0.2356849390368522,0.3158670245426814,-0.0244687852432657,-0.0160862715284164,0.2055144606403729,0.6237163604995152,0.6073723379280465,0.4900702810919453,0.1407294311521547,-0.3792533606833426,-0.2576593980526284,-0.3026167605382586,-0.052084972175739,-0.1903942422746319,0.0934034015310276,-0.5543033693939678,-0.1437599980846683,0.081862947717218,0.2283213929310539,0.1876302851339117,0.1845920176506691,0.2342320815203163,0.3547417387910007,0.0467628358638138,-0.3826315990167109,-0.2036672248102708,-0.3907967235177733,-0.0649330195489666,-0.0922309457757889,0.4911891407075422,0.0064054424466099,-0.6812068733686418,0.3715270519487725,-0.4676779768317303,1.0127334051259316,0.1745865244310806,0.8024836814254311,0.2339466081001504,0.7194777609738852,-0.1399754968438894,-0.0741899927955175,-0.4079742353477461,0.5228496566941665,0.0819720673708995
sub-30,rc4,Comedy,332.0,362.0,30,2,2,3,-0.19331345299750244,-0.05442575311852538,-0.32440544505968016,-0.2107259907110691,-0.15887167527338183,-0.031002683380145463,0.02267315607262908,-0.06727017547134514,-0.2875629609692154,1.4616468122911987,-0.4778460732490457,0.0474332499181036,-0.4778460732490457,0.0,-0.4616855753739742,-0.32232106903070534,-0.8503384090933169,-0.8156158730783115,-0.8817717873464364,-0.7925372849702889,-0.10725629914890614,-0.25436434994126755,-0.4390479262990836,-0.12712209587864753,-0.09352253462108413,-0.21432369646968033,-0.4615192492003973,-0.4861524021061365,-0.6939745401208967,0.1703803255060772,0.1473322871574954,0.1146050399046854,-0.5390368846586011,-0.4085690062523063,-0.6428264866482605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16570143084871197,0.04699985070451495,-0.3931097862009892,-0.0122205048260787,-0.1243612836298476,-0.215335929232051,-0.0756126626409338,-0.5390368846586011,-0.3437997684488386,-0.1768361750451676,0.0494818108045085,-0.4136835665392235,-0.1687922543266243,-0.0979039166304231,0.1309457941310297,0.0421327881623619,0.1703803255060772,-0.1321892108059003,0.0319630578543059,0.0609529631379362,-0.1038080674900581,0.1473322871574954,-0.4085690062523063,-0.2467713529778991,-0.2631249499544078,-0.0255485573203239,-0.3313068136223617,0.0723932975080833,-0.1843476146960734,0.0059414178957151,-0.2334505896856832,-0.0131774873357632,0.088683396465079,-0.6428264866482605,-0.1561677140389886,-0.5367202974104726,-0.228557427446801,-0.0577552997538784,-0.0775749539679535,0.0076979399049166,0.1146050399046854,0.0004333206518063,-0.2001747633941821,-0.2476271181678044,-0.5000095170031364,-0.3520327936949595,-0.4482731213927948,0.1101277454126181
sub-30,rh4,Horror,380.0,410.0,30,1,3,1,0.008554073862020038,-0.08135887457605714,0.025981665581022002,0.13707174944198963,-0.04521614815674927,0.12044454737658432,0.06896274827659495,0.19423705832190657,0.04835427964350094,1.061099368538322,0.4146017400249073,-0.353114193834773,0.4146017400249073,-1.0,0.5742030423396717,0.5801515852757891,0.5652561927306797,0.5671568151243258,0.3641975632275671,0.5106856229449195,-0.2449681826766857,-0.007007418928242526,-0.17143276564269247,0.07152952386020155,0.0225540118630334,0.06492683086703577,0.29879722492910393,0.31244724319170464,0.3015030166776355,0.410580225618735,0.3141255155198476,0.5514972815416597,-0.1703995049242282,-0.3428890204406307,-0.2820094737787362,0.023069771811069804,-0.011585754436328005,0.8093222850962108,0.12900952679476307,-0.011585754436328005,0.1879420110336989,-0.006721513084929783,0.0011284007808218146,0.014675000443045252,0.006216822070091367,0.0011284007808218146,-0.0011734464324133366,0.2275333743719782,-0.040787252805460854,0.6358780795940203,0.0031118092547396,0.0320000917193174,0.0993728191863006,-0.0573920613306636,-0.0343222895195938,0.1381846088343933,0.410580225618735,-0.0429034597828831,0.1485484504363492,0.0309489221033538,-0.1703995049242282,0.3672317285952644,0.0351150432238635,0.0378495915377069,0.0750168829503681,0.2809294546969066,0.0276227411975363,-0.2813691941271291,-0.3428890204406307,-0.0910883542069689,-0.1026741086432969,0.0486042735592015,-0.2124707471138318,-0.0338028054639484,0.0742626468781293,0.0045226148966486,0.2762625207092279,0.1200644457718888,0.25621019471192,0.3141255155198476,-0.1012936050980146,-0.2578250035545512,0.5514972815416597,0.180215217617447,-0.2426855626014309,-0.2820094737787362,-0.0433780581534116,0.3968391032511135,0.522624915180212,0.008146250383744,-0.1394737783167919,-0.0309390178893649,0.2287114827255011,-0.0225195191325192,0.2059922308306796
sub-30,uc2,Comedy,428.0,458.0,30,3,3,3,-0.14502935004559087,-0.13086517307092,0.026831183667386238,0.05309670235055007,0.010761312526818357,-0.03302323483739628,-0.19703054416184299,-0.021422961413384598,-0.24261669651268142,1.7075969970517368,-0.2318958884885075,0.2933834346786417,-0.2318958884885075,1.0,-0.6155288694222623,-0.6096427518376832,-0.2847163117482524,-0.3508587875192891,-0.47271281237632223,-0.368836085326911,-0.918553143895594,-0.7521725474463696,-0.9338605141262543,-0.09632106395229459,-0.04717560731916208,-0.08293624922756382,-0.6283136002790484,-0.6115093705534583,-0.5291376370671392,0.2440613250167493,0.2597366647313594,0.353138766977756,-0.3958658898007758,-0.2537104268273502,-0.4699414336818012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17412852052939898,0.5991607539603956,-0.3578883613868594,-0.206012604791018,-0.2294095813852299,-0.1418651430349417,-0.3034421877105641,0.1555827666937994,0.1666375317016888,-0.0467750158813694,0.2440613250167493,-0.0048521708133422,-0.0935881582709761,-0.068806602745651,-0.3958658898007758,-0.3129348014062136,-0.1260964463563373,-0.0814489805002372,-0.2537104268273502,-0.2218609854436805,-0.2358676037128863,-0.2026235141020424,0.2597366647313594,0.1987154303333607,0.0625313120003287,-0.004633668221389,-0.0651389722997294,-0.1376675391784792,0.102022748340031,0.0340799954389052,-0.2191960143347786,-0.079100622825911,0.0550790863148304,0.353138766977756,-0.2297612111952279,-0.1276238122231268,-0.1943798611426455,0.3327820359201754,0.0949456035283246,0.0506130824755867,0.0060170197626582,-0.1684554515139231,-0.1482364284396278,-0.1453560241531923,-0.1717168614839031,-0.3800492343788386,-0.4699414336818012,-0.046019928865672
sub-30,rh5,Horror,476.0,506.0,30,1,4,1,-0.021300704525101043,0.08088209578232282,-0.09655376064905188,0.1316876866361437,-0.021315573913577784,-0.017288215673174595,-0.043284662455812604,0.02527310759594682,0.21488133910055746,1.3070495532988604,0.6605519247854457,-0.1071640090742347,0.6605519247854457,-1.0,-0.4911945181685556,-0.3273261495393133,-0.38779989324797876,0.24404413343105916,-0.00976879305292445,0.01249090153013328,-0.030356843292509893,0.14517527190672103,0.5197686868343355,0.02236743988507668,0.02827987648823061,0.033679787592777004,-0.09250240934333545,-0.06397322356183889,0.04815323170549668,0.1969139317437235,0.2151092234783849,0.4817184956446297,-0.1503652861375373,-0.2752723652413253,-0.4662097812388026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22463331745196838,-0.423986365524465,-0.7243235851159971,0.0870459670166056,0.0654429675774055,-0.0271617996353892,-0.1503652861375373,-0.0814653714465898,0.1592239934633322,0.1505965706012032,0.1969139317437235,0.0080298750986513,0.1436740622738083,0.0017136298964552,-0.0801030805282579,-0.0077474407133131,-0.1253963422681446,-0.0048900786658026,0.11313929583762,0.2151092234783849,-0.0114894662669565,0.0502571035002537,0.037394322362312,0.0826569986740198,-0.2752723652413253,-0.0277975237863597,0.1334793252490103,-0.019644304463234,-0.0422657194985117,0.1295663119121466,-0.0357148752589974,0.0331231131837505,0.0416567076413461,-0.3649717435184731,-0.4662097812388026,-0.0302244765287615,0.4817184956446297,-0.1030812976038519,-0.2849514150097777,-0.0945095790468339,0.2276878238349265,-0.122937812456461,0.1882699043122731,0.2625891135616079,0.4015882459619654,0.3341333585708009,0.0298612351353563,0.0462347422730569
