Trailer,Type,Onset,Offset,Duration,W_score,A_score,F_score,Pos_arousal,Neg_arousal,Pos_arousal_scaled,Neg_arousal_scaled,W_score_scaled
rc3,Comedy,12,42,30,3,2,3,1.5135116321627802,-0.14215302622523343,0.0992980697896848,-0.14215302622523343,0.4375
rh12,Horror,60.0,90.0,30,1,1,1,0.6187837612157223,0.06689554175305105,-0.795429801157373,0.06689554175305104,-1.5625
rc1,Comedy,108.0,138.0,30,4,3,4,2.1322953933785023,-0.07525748447218245,0.7180818310054069,-0.07525748447218246,1.4375
rh7,Horror,152.0,182.0,30,1,1,1,0.6187837612157223,0.06689554175305105,-0.795429801157373,0.06689554175305104,-1.5625
rc8,Comedy,200.0,230.0,30,4,3,4,2.1322953933785023,-0.07525748447218245,0.7180818310054069,-0.07525748447218246,1.4375
uc3,Comedy,244.0,274.0,30,4,4,4,2.4751350448628893,0.2675821670122042,1.060921482489794,0.2675821670122042,1.4375
rh10,Horror,288.0,318.0,30,1,1,1,0.6187837612157223,0.06689554175305105,-0.795429801157373,0.06689554175305104,-1.5625
rc4,Comedy,332.0,362.0,30,4,2,4,1.7894557418941157,-0.4180971359565691,0.37524217952102035,-0.4180971359565691,1.4375
rh4,Horror,380.0,410.0,30,1,1,1,0.6187837612157223,0.06689554175305105,-0.795429801157373,0.06689554175305104,-1.5625
uc2,Comedy,428.0,458.0,30,4,4,4,2.4751350448628893,0.2675821670122042,1.060921482489794,0.2675821670122042,1.4375
rh5,Horror,476.0,506.0,30,3,2,2,1.2375675224314446,0.1337910835061021,-0.17664603994165073,0.1337910835061021,0.4375
rh8,Horror,520.0,550.0,30,1,1,1,0.6187837612157223,0.06689554175305105,-0.795429801157373,0.06689554175305104,-1.5625
rc10,Comedy,568.0,598.0,30,4,3,4,2.1322953933785023,-0.07525748447218245,0.7180818310054069,-0.07525748447218246,1.4375
uh3,Horror,616.0,646.0,30,2,2,3,1.5135116321627802,-0.14215302622523343,0.0992980697896848,-0.14215302622523343,-0.5625
rc7,Comedy,660.0,690.0,30,3,2,3,1.5135116321627802,-0.14215302622523343,0.0992980697896848,-0.14215302622523343,0.4375
uh4,Horror,704.0,734.0,30,1,1,1,0.6187837612157223,0.06689554175305105,-0.795429801157373,0.06689554175305104,-1.5625
