Trailer,NAcc_ISC,AIns_ISC,MPFC_ISC,NAcc_MPFC_FC,AIns_MPFC_FC,NAcc_AIns_FC,NAcc_MPFC_ISFC,AIns_MPFC_ISFC,NAcc_AIns_ISFC,AIns_NAcc_ISFC,MPFC_NAcc_ISFC,MPFC_AIns_ISFC
rc3,-0.021233127140410837,0.08429066574386798,0.02868190011926237,1.7517712056760972,1.7362013861380645,1.8154911068009725,-0.21520955305939946,-0.2278700471214703,-0.08333837006246077,0.009486837319469857,0.17412865240250086,0.17786338025722
rh12,0.5381393133204371,-0.2878713183964931,-0.09910324909850812,2.371894096408916,2.5392867242936115,2.9490890039147457,-0.09544668409176221,-0.1400521763847691,-0.27162550037781563,0.5376661815854519,0.6243683664262583,-0.19191501787224444
rc1,0.3630198038217127,0.2999865415702117,-0.18807246519279783,1.4054589816723042,1.7375791967727794,2.1212611236735617,-0.2566772158622139,-0.14325199148269271,0.22386662283958605,0.4382546289467656,0.35677472894296247,0.19069421652545135
rh7,0.38106435349760936,0.4208489778954828,0.17770710334346995,0.9047078064873499,1.3011156758197262,1.701838559099986,-0.10907358856970165,-0.13139852964213286,0.5282978146905744,0.2282345493572528,0.2915132575273635,0.3011912380754893
rc8,-0.28829144523581546,-0.26812245280706193,0.1468418349151739,1.7814638889902616,1.9641408992058091,2.1598862762257607,0.010420849768099996,0.0027953047814717707,-0.1877876038489421,-0.2955625523065229,-0.13350445531403093,-0.20570099279067436
uc3,-0.9956169304886823,-0.6559278485800207,-0.4369514821127878,0.9411703496520817,1.0299273381341723,1.8527477364504896,-0.9606243585957496,-0.8229654509332731,-0.9209506274363822,-0.8420314331037354,-0.544684540506842,-0.5228327796392886
rh10,0.14745393316138772,0.3769078114270047,0.484944831048271,1.448929523337005,1.661918837273749,2.4188343952419964,0.26546643904087747,0.2924735206505927,0.4279971405405739,0.04065971183157241,0.01101766273618316,0.2151369305399153
rc4,-0.23818826331670034,0.08567178601281338,0.28089969889733984,1.5902570276663273,1.7803043811853532,1.851027141016102,0.0639236525717913,-0.01834871970490221,0.16259540461818425,-0.3264861451331707,-0.13784515875246833,0.2985100251456132
rh4,0.4346897058343717,0.07745055014699667,0.6167189351534783,1.2113701449246148,1.1028591863664277,1.851107293171823,0.20332300950326,0.29778361011610127,-0.17145947231624714,0.5295859094209098,0.6356993274901701,-0.06916731878150403
uc2,0.07791857910822396,-0.2660400906986574,0.2569819735483151,1.0356365239822394,1.4014673383905556,1.903042097398362,-0.17441835653235058,-0.05159180080282594,-0.37837937764322516,0.14986829853806968,0.24313828836666784,-0.1869680926361401
rh5,0.08533814748179883,0.2324780118405089,0.49635449592176206,1.463134403583651,2.045582121539831,2.008347359734947,0.30191349133413964,0.37328989650368305,0.10991001043211861,0.13284095473325858,0.15598753123087075,0.24742224039003816
rh8,-0.1698103516617221,-0.13495806919803455,-0.0007331823866779227,2.3257580174176318,2.3113407534811197,2.2102434636827657,-0.05209513295383371,-0.10804404383572062,-0.11767977736088714,-0.23493140710684002,-0.12525401353398433,-0.04830616763669113
rc10,0.04008890411901778,-0.20827747878158415,0.09150901215076611,0.7843810644367414,0.8144199519086497,2.1923136524440787,0.12373914509617716,0.1536732961758779,-0.23731661729600587,0.04306992903503218,0.06353693551851203,-0.07438893115224125
uh3,0.050191333863310816,-0.48606881084087217,0.427254338427941,1.599192438133297,1.5929847249826679,2.221820960389243,0.5188481737813906,0.591507441178578,-0.48811962390815483,0.13083869015384175,0.04110686740713024,-0.6136133054489106
rc7,0.42150512391661643,0.269246006462422,-0.022750744937272825,1.6327699090710466,1.719643060801398,2.419643122082739,-0.028337501526357455,0.0775135732501119,0.1474826924976578,0.5781278598484043,0.4730700753109209,0.12526889344172115
uh4,0.28378961053696194,0.0886607755049889,0.16802739865016894,1.512822087638768,2.0601393813382836,1.842694566972913,0.2462587592470425,0.25878313661233876,0.04369442263595363,0.31043341702921945,0.13618210209229753,0.020628547596551958
