Participant,rc3_bNAcc,rc3_bAIns,rc3_bMPFC,rh12_bNAcc,rh12_bAIns,rh12_bMPFC,rc1_bNAcc,rc1_bAIns,rc1_bMPFC,rh7_bNAcc,rh7_bAIns,rh7_bMPFC,rc8_bNAcc,rc8_bAIns,rc8_bMPFC,uc3_bNAcc,uc3_bAIns,uc3_bMPFC,rh10_bNAcc,rh10_bAIns,rh10_bMPFC,rc4_bNAcc,rc4_bAIns,rc4_bMPFC,rh4_bNAcc,rh4_bAIns,rh4_bMPFC,uc2_bNAcc,uc2_bAIns,uc2_bMPFC,rh5_bNAcc,rh5_bAIns,rh5_bMPFC,rh8_bNAcc,rh8_bAIns,rh8_bMPFC,rc10_bNAcc,rc10_bAIns,rc10_bMPFC,uh3_bNAcc,uh3_bAIns,uh3_bMPFC,rc7_bNAcc,rc7_bAIns,rc7_bMPFC,uh4_bNAcc,uh4_bAIns,uh4_bMPFC
sub-07,0.042145489854255334,0.15781325143668706,0.41555365001147315,0.4835985973663667,0.13072048637335126,0.15526502749895874,-0.16790372765315464,-0.5950319452165386,-0.5905335824338767,-0.11871783616719649,0.18937374193509454,0.49507993167048925,0.40838164777787794,0.4154697989671385,0.29194039817655154,-0.09026898364077918,0.1538967440052925,1.3796992016254328,0.2348149033346557,0.24546107796123437,-0.06823945097894774,-0.2502192352878159,-0.1716446844986752,0.5932724568865806,-0.6770252300728212,-0.8955718386856732,-0.7927144645269774,-0.021333812655741025,-0.6375675593723492,-1.2111217114277792,0.05643180549103098,-0.13372260880616485,0.08214133476012661,-0.021051998275469084,-0.14215341002357804,-0.23178126386415138,-0.5646876882472429,-0.601061042902947,0.3934535067593319,-0.28098607983746404,0.00021951486584836227,0.08846691410217458,0.0695936785826875,-0.31001974635131535,-0.5707354780500205,0.4971859151865379,0.795143503939308,0.7764965952232115
sub-07,0.010514073727181793,0.1047686451005589,0.5154130459745861,0.039354862118343645,0.10498965826503696,0.11114921890302745,-0.1162173864666084,0.04966796101285768,-0.7939509352186791,0.28050059308656294,-0.1388783131253687,0.10716894352935454,0.21332703110193477,0.20135265324806056,0.25192788482199835,0.16242177262643182,0.22968048179755168,1.378097055531393,-0.156100582946506,-0.08621279010516865,-0.4592019052360169,0.04413100302114305,0.15381970313179136,0.576151451214296,-0.4727582624688962,-0.6956585354088951,-0.6779434816984782,-0.10618265666758528,-0.3897451185972205,-0.94605654334088,-0.38263293016598376,-0.1927774793252252,-0.18306443138762632,0.15148704437576493,-0.1416480520139712,0.29682677031522,-0.3778469214112655,-0.21127187793663674,-0.8095759783482699,-0.3708618307082437,0.01657992644240347,-0.2963357026752489,0.17125062180973122,-0.06256556308521122,-0.23117778385951943,0.4302439592774714,0.790518555063646,1.424442454311383
sub-07,-0.22486390948901305,-0.010154046186215075,0.18631491944790074,0.008481942360594769,0.043847049318589036,0.3928669021356441,0.04430597404551125,0.22970960953260505,-0.14731696084848486,0.5595746350196112,-0.1851783612996081,-0.6415449314422624,-0.20950152354326232,-0.26367118120075655,-0.044856452649922975,0.1696382630302436,-0.05756942343955767,-0.4801642572894843,0.0580721011647853,0.0457945038932841,-1.0343390150864442,-0.1455627378895399,0.19014609967862717,0.583170976555927,-0.35786762232122127,-0.4686632338267709,-0.30727647789651835,-0.03197891834038685,0.05885379345732264,0.15898192390066654,-0.36485466059283195,-0.11711145730584167,-0.09120439293564866,0.02141612566157733,0.3056365023555323,0.6022703416235564,-0.2576203307796673,0.08434070466256927,-0.309586001399664,-0.24945170162956928,0.1344925070771702,0.35185682935114165,-0.02051627249010496,0.05628185641188613,-0.8702483805136121,0.19707004047152502,0.25601822045089967,0.2867911891809777
sub-07,-0.10958357183483483,0.2480385564211222,0.39464126483579953,-0.00750779617667302,0.08043058478205996,0.3300292950676451,0.09194414766658648,0.23214575379848926,0.03901494973565033,-0.08001051720614283,-0.6464307227672446,-1.5118068489524643,-0.31467549301858366,-0.7788924046616258,-0.22465692384354402,0.25800694281833425,-0.23848902871648892,-0.37108519570222115,0.34343484912720124,0.09023223849163813,-0.7986909937336204,-0.20446609869027776,-0.37201825335077277,0.037781393543217995,-0.06960631381556157,-0.42880180822808833,-0.19411197775575023,-0.0005133880502993064,0.11243100949575613,0.2718117775695734,-0.18984065864982716,-0.008220966621910518,-0.41332391195273455,-0.07402176573106237,0.36719168946252695,0.9421835488749171,-0.15406556323205856,0.29886612957041947,-0.716730818114226,-0.41464847138400596,-0.041975579611131755,-0.017902460535492146,0.11430128206294209,0.07901149141260283,-0.15514533804489758,0.3017438100513914,0.013498742064683518,0.29733381721515817
sub-07,-0.21248756672245184,0.06753449894736334,-0.09213162280223627,-0.06952811524118435,-0.2527271514612258,0.028986891359118305,-0.010290076671443708,0.3980123917496402,0.16215011746579644,0.11368598913016723,-0.6101880561641986,-1.4129143883554685,0.20311722473531713,0.26142331539166586,0.3753804919582747,0.5518258184867918,0.21550453614982146,-0.035846965501304416,0.5606195967949372,0.5684713690312353,0.29319759199002077,-0.2153599064727134,-0.23558970762924747,-0.10103954285669382,0.01707257688139842,-0.5957075595701035,-0.6891796726246219,0.13345354944061114,-0.08656602923234147,-0.15309084065911682,-0.27369904349479457,-0.06872189177431043,0.11409467420088817,0.2405396956986946,0.2719420357673632,1.410250404670156,0.25961991907797966,0.46757449364683684,-0.8531053389594031,-0.10541731702714739,-0.04011854675406039,-0.4278701996729518,-0.3156925672992825,-0.08290889432362902,0.04366123741976334,0.061593666601524294,-0.39150868100275615,-0.0733141246070454
sub-07,0.02150595660776979,-0.14734556550946282,0.4469609204859974,-0.05229671805121919,-0.09560719235267884,-0.4017899651054778,0.05177286926191434,-0.14585861826977886,0.05426587499984742,0.20946719096613936,-0.08964745483824019,-0.7039416093546514,-0.34970890077901895,-0.04255938500859877,0.018064083518886373,0.060839656482360706,0.33383845657519184,-0.1257693825803802,0.03353976131567127,0.5445632066174626,1.1396361295340713,-0.15720300084309352,0.12294038345730851,0.2232202903447465,-0.02152317217414802,-0.1735864594865782,0.11640555284651655,-0.018929090125480354,-0.1810094981036043,-1.5357467480669067,-0.29881813674584107,-0.10593813731586472,-0.0002834952003928498,0.2407502729888678,-0.1436500805593175,0.6400608221067061,0.06536478078351078,0.35386447193642867,-0.7074717710769973,-0.24074282656649149,0.004396828122343356,0.1645432099241487,-0.00976988649207337,-0.14219284860189263,0.12029753299088294,-0.13563238837503494,-0.06147139897175673,-0.3354443391273742
sub-07,0.1834953012419167,-0.40769635982142255,0.16554402121641887,-0.17171259314909942,0.26883131612301436,0.20767047945308986,0.2716213641863429,0.41133475883496895,1.5139516825146933,-0.24981012425166152,-0.49172099404724157,-1.441280666996943,-0.4429643150303794,-0.49133993581125524,-0.617559790570473,0.1377762728533264,0.47436300709600365,0.25800074162589737,-0.12839663755797737,0.1883833583449731,1.4073091122446653,-0.15952825118967717,0.23378485831153262,0.05409660682656192,-0.16164952080818756,-0.15889950200079017,0.2852658536543828,-0.12460426040631073,-0.6553986738891862,-1.276689895789603,-0.07161554091750051,-0.007844788786212746,0.14369167211545636,-0.08452515859824072,-0.495947952234295,0.18507080904901527,-0.018272092100945776,-0.1437245093200011,-1.2407805436046246,-0.07783415204647802,-0.24817146231447054,0.36744458449296874,-0.16284129767546748,-0.3002362913158422,0.03247183238384316,0.34885800725180777,0.5117597217257001,0.3861198980937356
sub-07,0.23857201294283276,-0.30790367004672126,0.13822930704790004,-0.21846414051716986,0.1785078768926358,0.22976573088112456,0.06496531429554239,0.2764174986198381,0.03949994076371659,-0.2888214336277041,-0.2561159142710349,-0.9756138985742533,-0.31819648600178974,-0.46981012996788574,-0.7343733143992028,-0.03427983492437732,0.02891935561307709,0.8966314502528652,0.14548866743965472,0.5022327056419147,1.877730688100685,0.15466595595237115,0.17390047469083106,0.5975644142986043,-0.03894531681305298,-0.32501691754761264,0.4429743222501059,-0.2705743740451414,-0.4028770895259497,-1.1265320443886437,0.16984922663157076,0.26113237193132743,0.8756297509247521,-0.012737324690439963,-0.3528975351005733,-0.4767640540525176,0.23329132567830763,-0.10816733254766986,-0.415358544391144,0.02182561728935445,-0.013387956781924285,0.4063875352500679,-0.26577374172931373,-0.4915044747387931,-1.4048380179622102,0.05904709608360116,0.4244932166620191,0.502830767440502
sub-07,0.22045231119162806,-0.03726773407433372,0.03375301597187685,-0.16334160797039185,0.1320324441151422,0.0332194174442957,0.2878268607587773,0.2752272891875983,-0.07225676372714203,0.2811801351996162,0.24915600431476373,-0.2544689367411257,-0.24600622261718202,-0.12370216195165888,-0.2928887387567788,-0.36766223114118235,-0.40075961413124744,0.5928182767196573,0.088906902294614,0.4344459771759766,1.6015388569580113,0.16616201536865857,0.02817315457049504,0.17168383221136763,-0.14366258228618897,-0.35351814188999453,0.6513766230659142,-0.06090547142747879,-0.36644201531751597,-1.227587362469933,0.1496372559242477,0.39034149280946806,1.122673750125556,0.14802761512100693,0.21616638205601088,0.33304912727550173,0.18594009317051796,0.3373898133799339,-0.07089102740959609,0.15074991764498222,-0.26993800613747493,0.15418715918717457,-0.1201602081268976,-0.5092186340072713,-1.0927518932173992,0.040970779445825674,0.5287250487378194,1.3470428209085485
sub-07,-0.09926118767529094,-0.29598873161590605,-0.30163018175450174,-0.08462539065319148,0.11214404242495185,0.03335489711620733,-0.0018633024001303254,0.15380981659110685,-0.4067148547253178,-0.4313172352141036,0.03751662524426301,0.11763257909157891,-0.3808396670580981,-0.330186179237524,-0.6915360362878755,-0.440286036444104,-0.6172622834850667,0.3690121031475271,0.06522174159207329,0.25140286367755876,1.5417707229070943,-0.1144766751152859,-0.3615172428923667,-0.2113260209707945,0.25418996543470607,-0.2918775091403618,0.41893401831425964,-0.11494913647158009,-0.035860639534392044,0.014573889779196977,0.10554809637495194,0.3465766905454092,0.9071594737237767,-0.416848756858881,-0.23276334695236475,0.24638461114765228,-0.06284021044760937,0.282456969624691,-0.11005296576761786,-0.0032693721656555314,0.06392765336394693,0.3264750866444436,0.08577708031594056,-0.3418166774637853,-0.1480162707795369,0.1275413106740932,0.032677518233965294,0.23978187588418173
