Trailer,Type,Onset,Offset,Duration,W_score,A_score,F_score,Pos_arousal,Neg_arousal,Pos_arousal_scaled,Neg_arousal_scaled,W_score_scaled
rh6,Horror,704,42.0,30,1,2,1,1.0056629776875343,0.502831488843767,-0.4085505846855604,0.502831488843767,-0.9375
uh1,Horror,704,90.0,30,2,3,2,1.6342023387422433,0.6285393610547089,0.2199887763691486,0.6285393610547089,0.0625
rc2,Comedy,704,138.0,30,2,2,4,1.7599102109531848,-0.2514157444218836,0.3456966485800901,-0.2514157444218836,0.0625
rh2,Horror,704,182.0,30,2,3,2,1.6342023387422433,0.6285393610547089,0.2199887763691486,0.6285393610547089,0.0625
rh1,Horror,704,226.0,30,1,1,2,0.8799551054765924,-0.1257078722109418,-0.5342584568965023,-0.1257078722109418,-0.9375
rc9,Comedy,704,274.0,30,3,2,3,1.5084944665313014,0.0,0.0942809041582066,6.938893903907228e-18,1.0625
uc4,Comedy,704,318.0,30,2,2,4,1.7599102109531848,-0.2514157444218836,0.3456966485800901,-0.2514157444218836,0.0625
rh9,Horror,704,362.0,30,2,1,3,1.131370849898476,-0.3771236166328253,-0.2828427124746187,-0.3771236166328253,0.0625
uh2,Horror,704,406.0,30,1,1,2,0.8799551054765924,-0.1257078722109418,-0.5342584568965023,-0.1257078722109418,-0.9375
rc6,Comedy,704,450.0,30,3,2,3,1.5084944665313014,0.0,0.0942809041582066,6.938893903907228e-18,1.0625
rh3,Horror,704,498.0,30,2,1,3,1.131370849898476,-0.3771236166328253,-0.2828427124746187,-0.3771236166328253,0.0625
rc11,Comedy,704,542.0,30,2,1,4,1.3827865943203597,-0.6285393610547089,-0.031426968052735,-0.6285393610547089,0.0625
uc1,Comedy,704,590.0,30,2,2,3,1.5084944665313014,0.0,0.0942809041582066,6.938893903907228e-18,0.0625
rh11,Horror,704,638.0,30,1,3,1,1.3827865943203597,0.8799551054765924,-0.031426968052735,0.8799551054765924,-0.9375
rc12,Comedy,704,686.0,30,2,2,4,1.7599102109531848,-0.2514157444218836,0.3456966485800901,-0.2514157444218836,0.0625
rc5,Comedy,704,730.0,30,3,2,4,1.7599102109531848,-0.2514157444218836,0.3456966485800901,-0.2514157444218836,1.0625
rc3,Comedy,704,42.0,30,2,1,3,1.2259436454008257,-0.5604313807546629,-0.1882699169722694,-0.560431380754663,0.5
rh12,Horror,704,90.0,30,1,3,1,1.2959975679951583,0.7005392259433288,-0.1182159943779366,0.7005392259433287,-0.5
rc1,Comedy,704,138.0,30,2,2,3,1.5586997777239062,-0.2276752484315818,0.1444862153508113,-0.2276752484315818,0.5
rh7,Horror,704,182.0,30,1,4,1,1.6287537003182393,1.03329535826641,0.2145401379451443,1.03329535826641,-0.5
rc8,Comedy,704,230.0,30,2,1,3,1.2259436454008257,-0.5604313807546629,-0.1882699169722694,-0.560431380754663,0.5
uc3,Comedy,704,274.0,30,2,2,3,1.5586997777239062,-0.2276752484315818,0.1444862153508113,-0.2276752484315818,0.5
rh10,Horror,704,318.0,30,1,3,2,1.5937267390210732,0.4028100549174141,0.1795131766479782,0.402810054917414,-0.5
rc4,Comedy,704,362.0,30,2,2,4,1.856428948749821,-0.5254044194574965,0.4422153863767264,-0.5254044194574966,0.5
rh4,Horror,704,410.0,30,1,3,2,1.5937267390210732,0.4028100549174141,0.1795131766479782,0.402810054917414,-0.5
uc2,Comedy,704,458.0,30,3,1,3,1.2259436454008257,-0.5604313807546629,-0.1882699169722694,-0.560431380754663,1.5
rh5,Horror,704,506.0,30,1,2,2,1.2609706066979918,0.0700539225943329,-0.1532429556751031,0.0700539225943328,-0.5
rh8,Horror,704,550.0,30,1,3,1,1.2959975679951583,0.7005392259433288,-0.1182159943779366,0.7005392259433287,-0.5
rc10,Comedy,704,598.0,30,2,2,3,1.5586997777239062,-0.2276752484315818,0.1444862153508113,-0.2276752484315818,0.5
uh3,Horror,704,646.0,30,1,2,2,1.2609706066979918,0.0700539225943329,-0.1532429556751031,0.0700539225943328,-0.5
rc7,Comedy,704,690.0,30,1,1,3,1.2259436454008257,-0.5604313807546629,-0.1882699169722694,-0.560431380754663,-0.5
uh4,Horror,704,734.0,30,1,2,2,1.2609706066979918,0.0700539225943329,-0.1532429556751031,0.0700539225943328,-0.5
