Trailer,NAcc_ISC,AIns_ISC,MPFC_ISC,NAcc_LH_ISC,AIns_LH_ISC,MPFC_LH_ISC,NAcc_DH_ISC,AIns_DH_ISC,MPFC_DH_ISC,NAcc_LC_ISC,AIns_LC_ISC,MPFC_LC_ISC,NAcc_DC_ISC,AIns_DC_ISC,MPFC_DC_ISC,NAcc_MPFC_FC,AIns_MPFC_FC,NAcc_AIns_FC,NAcc_MPFC_ISFC,AIns_MPFC_ISFC,NAcc_AIns_ISFC,AIns_NAcc_ISFC,MPFC_NAcc_ISFC,MPFC_AIns_ISFC
rh6,-0.38625813441675705,0.07101833363372592,0.3433630366417019,-0.4156266438344965,-0.2679439191941169,0.16085704891447175,-0.21644711792248764,0.35183877720855716,0.30612002718543646,-0.17915580495116532,0.29908008961565813,0.2916052716355478,-0.47192396996921104,-0.22219884893185254,0.143364546066554,0.10727539563627456,-0.3929831476083939,0.11348958901729946,-0.25257291323589093,0.053499089725763935,-0.1342237641602881,0.14209729014204953,0.24337953072189444,0.13629095265291144
uh1,0.06492726432338071,-0.1544202020065468,-0.19575834663661212,-0.2786793312389878,-0.19404608297230708,-0.14894497645292937,0.20590538120282129,-0.19244733699870747,-0.13732379306372522,0.16435573630898667,-0.24366493644728268,-0.1487634515910847,-0.2580245827022818,-0.09436626983584942,-0.12719201504593294,0.23365047318442647,1.0654101030678116,0.2433851031197924,0.15458300950123502,-0.15957794126777097,-0.011722901603525803,0.019724868195646367,0.1323448293089136,-0.27893355626889615
rc2,-0.32138632845904436,-0.14724825836595976,-0.559186105720127,-0.42190829425633103,0.024011624795803217,-0.3891712929729352,-0.10228776570104801,-0.35875258290511447,-0.586702249126138,-0.09814006493608336,-0.4430921379808916,-0.5680844291607688,-0.4438458518791589,0.06223448664603673,-0.37505318728848613,0.1337423555846749,0.9114914514722645,-0.19945488867835426,-0.4611780415724102,-0.5729652960082181,-0.36742540630622067,-0.1740832468112555,-0.3539646504955536,-0.016463735129419815
rh2,-0.19977192086834672,0.00025502169848444495,0.04149452615661327,0.6287320795183642,0.17767796452647103,-0.0961299632297128,-0.47969302295034555,-0.1886527790887157,0.12708829915202008,-0.35093866933841344,-0.21173680323151073,0.07652992624670199,0.508184528295932,0.23315915860088574,-0.040163875897836064,0.3668700306345596,0.8382596085261521,0.5224964375353606,-0.15154722628140227,-0.09672789172697692,-0.004789889914620384,0.26705725435596517,-0.008592078485665726,-0.2556623788319499
rh1,-0.19802561644386504,0.27118592106238654,-0.11427663743557759,0.029672590639305406,0.03191390907501579,0.18428506555572927,-0.3613653834641894,0.21743298213154671,-0.2310139089655792,-0.4163590379133911,0.09854013232277439,-0.18867834173294884,0.11522502340745598,0.14047864278090758,0.1731572075015836,-0.22407836830438876,0.8723560162344942,-0.2621528412407183,-0.26017910419803875,0.26015901677602665,-0.7102249187044875,-0.04373611598125594,-0.42170196120624076,0.11876613499108302
rc9,0.20828397683736466,0.05076091817299004,0.26567682518831237,0.1958354811396973,0.20333420996393362,0.16472935179907466,0.1475762006625066,-0.1324544526266096,0.17997923326660584,0.1462401271423277,-0.1343385595102109,0.36338212595307984,0.18209830543892405,0.20178781690364767,0.06502271213383327,0.03102862530527733,0.22408740825193663,-0.25590970603760876,0.4331196472322187,0.4874064119721161,0.285861896826636,-0.42644310508986216,0.10321082417038974,-0.07062376073167477
uc4,-0.2856754341792743,-0.02032011967863084,-0.2883683794236258,0.2074591754837171,0.1283434674009357,-0.22262680560544815,-0.6135598669462257,-0.20856130732007944,-0.17093702976671718,-0.5131925011458117,-0.257371516929972,-0.24874059396264364,0.16227235910472215,0.21872060360643794,-0.10704401939025533,-0.13646810843099969,0.24815356158596172,0.10101930996608253,-0.07439583220781253,-0.12879941084253124,0.22038316036291675,-0.05785374406398308,-0.09992149891891813,-0.18548311808761023
rh9,-0.24775586357776588,-0.032412890068192604,0.34432252055997004,-0.23325618350539606,-0.10433087789332178,0.11663232201143811,-0.2997132672723869,-0.02162081425656863,0.26451874810641524,-0.22315850819405303,0.004125077299367068,0.23254107925680195,-0.3784689443536617,-0.16407714566179912,0.12161637899895741,0.4124433152129399,0.14836976362721183,-0.04965793520590963,0.1344922391475767,-0.29439679273917035,-0.26950262222266536,0.13904682231110133,0.05179707862995232,0.12587549907489298
uh2,0.28331701309938034,-0.1406999775524681,-0.17508846290711988,0.32982687551314244,-0.0454051834222101,-0.17648543341764888,0.09463704519056639,-0.20934938931234584,-0.056432108795478254,0.11165703345805916,-0.17878991708767006,-0.08953721006465983,0.355885856466855,-0.12172194358686596,-0.15951821958187498,0.5129839380902709,0.18578306690879037,-0.11853304965060125,-0.05076704015569488,-0.09563280594980578,0.26965472282827296,-0.10802535913804054,0.07960195359742082,-0.4723702625293814
rc6,0.10992478714893596,-0.5974334452859841,0.02135777487753833,-0.19164802887740354,-0.3374426820571883,0.1869731089710946,0.20900857731302883,-0.5375176818144826,-0.049137476309434616,0.28530451641672305,-0.6480697210534726,-0.18481251759242381,-0.37774655365749443,-0.19714097265595262,0.3861419780225292,0.09394077155026656,0.2736244502021988,-0.3815908020329644,0.24777722347068776,-0.6221166510479402,0.2219033176965785,-0.3684754664822185,0.04098168310358566,0.08137340543232004
rh3,0.27562178472399634,-0.355963712089919,0.044069147504932,0.15334952257263218,-0.06550116160014537,0.15709877544294315,0.2113057102901434,-0.24560337318823616,-0.049995672256864784,0.31674404746408624,-0.3474422876960432,-0.13234332978074345,0.06726926668785224,0.05190012067979155,0.2757567911540635,0.037620072715405954,0.8490733057131087,-0.0667559493633731,0.2435910812432924,0.027077617070746286,0.2716741378952306,-0.042698013462043063,0.580330334684078,-0.20486999696725072
rc11,-0.44724624567180793,-0.050313296171011886,-0.17883000652449133,-0.18890029564031813,-0.309088220202068,0.06856121680587594,-0.3256401360349024,0.1533556672035744,-0.2298244583022924,-0.34451637068644153,0.04539497198924153,-0.2550433561902657,-0.19436659725411903,-0.19234038626852296,0.10947020329989354,0.00042030531004695366,0.6028171708920372,-0.31286731803408246,0.416181915885483,0.16477564788777582,0.7371371454829222,0.4160204825130225,-0.2712106638118002,-0.03709993371680805
uc1,0.3432281281231873,0.017337085060291395,0.30352447323249604,0.06365908793643478,0.05158014453688487,0.21501803121239235,0.3579220663086051,0.08495657974244868,0.4150274568496087,0.41690266593808545,0.06849540392148923,0.33056955309207364,-0.04069880991851735,0.0600825286674402,0.25741526930189496,0.006445381903015978,0.856786625254315,0.1593967184428575,0.4076962922342488,0.27214204967845373,-0.0024523540966687627,0.4938373354303805,0.04099517640718735,-0.07962387401174113
rh11,0.12225546355153162,0.22448395420802236,-0.05134202447359025,0.24256303563703496,0.1739839523201112,0.020684203340843574,-0.15594001525659756,0.19572688227116686,-0.019331283021291053,-0.07863025240897538,0.19158299309621257,0.0037455863513788813,0.19560063617841264,0.17497365208418614,-0.007082954125748161,0.5730911823416037,1.0789045253805705,0.8083605633953753,-0.3632058131386133,0.15802894765696868,-0.07926703481065236,0.09965048237660647,-0.07963353685020508,0.04461878640964708
