Trailer,Type,Onset,Offset,Duration,W_score,A_score,F_score,Pos_arousal,Neg_arousal,Pos_arousal_scaled,Neg_arousal_scaled,W_score_scaled
rh6,Horror,704,42.0,30,3,4,3,1.8856180831641265,0.2693740118805895,0.4714045207910315,0.2693740118805895,0.375
uh1,Horror,704,90.0,30,1,3,1,1.077496047522358,0.538748023761179,-0.3367175148507368,0.538748023761179,-1.625
rc2,Comedy,704,138.0,30,4,4,4,2.154992095044716,0.0,0.7407785326716212,0.0,1.375
rh2,Horror,704,182.0,30,2,2,2,1.077496047522358,0.0,-0.3367175148507368,0.0,-0.625
rh1,Horror,704,226.0,30,1,3,1,1.077496047522358,0.538748023761179,-0.3367175148507368,0.538748023761179,-1.625
rc9,Comedy,704,274.0,30,2,2,3,1.3468700594029477,-0.2693740118805895,-0.0673435029701474,-0.2693740118805895,-0.625
uc4,Comedy,704,318.0,30,4,2,4,1.616244071283537,-0.538748023761179,0.2020305089104421,-0.538748023761179,1.375
rh9,Horror,704,362.0,30,3,2,3,1.3468700594029477,-0.2693740118805895,-0.0673435029701474,-0.2693740118805895,0.375
uh2,Horror,704,406.0,30,2,3,2,1.3468700594029477,0.2693740118805895,-0.0673435029701474,0.2693740118805895,-0.625
rc6,Comedy,704,450.0,30,4,3,4,1.8856180831641265,-0.2693740118805895,0.4714045207910315,-0.2693740118805895,1.375
rh3,Horror,704,498.0,30,2,3,2,1.3468700594029477,0.2693740118805895,-0.0673435029701474,0.2693740118805895,-0.625
rc11,Comedy,704,542.0,30,2,1,2,0.8081220356417685,-0.2693740118805895,-0.6060915267313264,-0.2693740118805895,-0.625
uc1,Comedy,704,590.0,30,4,3,4,1.8856180831641265,-0.2693740118805895,0.4714045207910315,-0.2693740118805895,1.375
rh11,Horror,704,638.0,30,1,4,1,1.3468700594029477,0.8081220356417685,-0.0673435029701474,0.8081220356417685,-1.625
rc12,Comedy,704,686.0,30,3,1,3,1.077496047522358,-0.538748023761179,-0.3367175148507368,-0.538748023761179,0.375
rc5,Comedy,704,730.0,30,4,2,3,1.3468700594029477,-0.2693740118805895,-0.0673435029701474,-0.2693740118805895,1.375
rc3,Comedy,704,42.0,30,3,2,3,1.3223815128683485,-0.2938625584151885,-0.0918320495047462,-0.2938625584151885,0.5
rh12,Horror,704,90.0,30,2,4,1,1.2978929663337495,0.7591449425725705,-0.1163205960393451,0.7591449425725705,-0.5
rc1,Comedy,704,138.0,30,4,3,4,1.848885263362228,-0.3061068316824881,0.4346717009891332,-0.3061068316824881,1.5
rh7,Horror,704,182.0,30,0,2,2,1.053007500987759,-0.024488546534599,-0.3612060613853356,-0.024488546534599,-2.5
rc8,Comedy,704,230.0,30,4,4,4,2.106015001975518,-0.048977093069198,0.6918014396024235,-0.048977093069198,1.5
uc3,Comedy,704,274.0,30,4,3,4,1.848885263362228,-0.3061068316824881,0.4346717009891332,-0.3061068316824881,1.5
rh10,Horror,704,318.0,30,2,2,1,0.7836334891071695,0.2448854653459905,-0.6305800732659252,0.2448854653459904,-0.5
rc4,Comedy,704,362.0,30,4,4,4,2.106015001975518,-0.048977093069198,0.6918014396024235,-0.048977093069198,1.5
rh4,Horror,704,410.0,30,1,3,1,1.0407632277204597,0.5020152039592805,-0.3734503346526352,0.5020152039592805,-1.5
uc2,Comedy,704,458.0,30,4,2,4,1.591755524748938,-0.563236570295778,0.1775419623758434,-0.563236570295778,1.5
rh5,Horror,704,506.0,30,2,3,3,1.5795112514816383,-0.0367328198018985,0.1652976891085438,-0.0367328198018986,-0.5
rh8,Horror,704,550.0,30,1,4,1,1.2978929663337495,0.7591449425725705,-0.1163205960393451,0.7591449425725705,-1.5
rc10,Comedy,704,598.0,30,3,2,3,1.3223815128683485,-0.2938625584151885,-0.0918320495047462,-0.2938625584151885,0.5
uh3,Horror,704,646.0,30,2,3,2,1.3101372396010489,0.2326411920786909,-0.1040763227720458,0.2326411920786908,-0.5
rc7,Comedy,704,690.0,30,2,1,3,1.065251774255059,-0.5509922970284785,-0.348961788118036,-0.5509922970284785,-0.5
uh4,Horror,704,734.0,30,2,2,2,1.053007500987759,-0.024488546534599,-0.3612060613853356,-0.024488546534599,-0.5
