Trailer,Type,Onset,Offset,Duration,W_score,A_score,F_score,Pos_arousal,Neg_arousal,Pos_arousal_scaled,Neg_arousal_scaled,W_score_scaled
rh6,Horror,700,42.0,30,1,1,2,0.8984415572723191,-0.2329292926261568,-0.515772005100776,-0.2329292926261568,-0.9375
uh1,Horror,700,90.0,30,1,2,2,1.2311976895954004,0.0998268396969243,-0.1830158727776947,0.0998268396969243,-0.9375
rc2,Comedy,700,138.0,30,3,2,3,1.514040402070019,-0.1830158727776946,0.0998268396969241,-0.1830158727776946,1.0625
rh2,Horror,700,182.0,30,1,2,1,0.9483549771207814,0.3826695521715433,-0.4658585852523137,0.3826695521715433,-0.9375
rh1,Horror,700,226.0,30,2,0,4,1.131370849898476,-1.131370849898476,-0.2828427124746191,-1.131370849898476,0.0625
rc9,Comedy,700,274.0,30,2,2,3,1.514040402070019,-0.1830158727776946,0.0998268396969241,-0.1830158727776946,0.0625
uc4,Comedy,700,318.0,30,4,4,4,2.462395379190801,0.1996536793938486,1.0481818168177055,0.1996536793938486,2.0625
rh9,Horror,700,362.0,30,1,1,2,0.8984415572723191,-0.2329292926261568,-0.515772005100776,-0.2329292926261568,-0.9375
uh2,Horror,700,406.0,30,1,3,1,1.2811111094438628,0.7154256844946245,-0.1331024529292324,0.7154256844946245,-0.9375
rc6,Comedy,700,450.0,30,1,2,3,1.514040402070019,-0.1830158727776946,0.0998268396969241,-0.1830158727776946,-0.9375
rh3,Horror,700,498.0,30,1,4,1,1.6138672417669435,1.0481818168177055,0.1996536793938483,1.0481818168177055,-0.9375
rc11,Comedy,700,542.0,30,3,2,4,1.7968831145446382,-0.4658585852523137,0.3826695521715431,-0.4658585852523137,1.0625
uc1,Comedy,700,590.0,30,3,2,3,1.514040402070019,-0.1830158727776946,0.0998268396969241,-0.1830158727776946,1.0625
rh11,Horror,700,638.0,30,2,4,1,1.6138672417669435,1.0481818168177055,0.1996536793938483,1.0481818168177055,0.0625
rc12,Comedy,700,686.0,30,3,1,3,1.181284269746938,-0.5157720051007758,-0.232929292626157,-0.5157720051007758,1.0625
rc5,Comedy,700,730.0,30,2,2,3,1.514040402070019,-0.1830158727776946,0.0998268396969241,-0.1830158727776946,0.0625
rc3,Comedy,704,42.0,30,3,2,2,1.1999387801953534,-0.1714198257421933,-0.2142747821777417,-0.1714198257421933,1.0625
rh12,Horror,704,90.0,30,1,4,1,1.3713586059375469,0.6856793029687733,-0.0428549564355484,0.6856793029687733,-0.9375
rc1,Comedy,704,138.0,30,3,3,3,1.79990817029303,-0.2571297386132901,0.3856946079199348,-0.2571297386132901,1.0625
rh7,Horror,704,182.0,30,1,4,1,1.3713586059375469,0.6856793029687733,-0.0428549564355484,0.6856793029687733,-0.9375
rc8,Comedy,704,230.0,30,2,2,3,1.54277843167974,-0.5142594772265799,0.1285648693066448,-0.5142594772265799,0.0625
uc3,Comedy,704,274.0,30,2,2,3,1.54277843167974,-0.5142594772265799,0.1285648693066448,-0.5142594772265799,0.0625
rh10,Horror,704,318.0,30,1,4,1,1.3713586059375469,0.6856793029687733,-0.0428549564355484,0.6856793029687733,-0.9375
rc4,Comedy,704,362.0,30,3,2,4,1.8856180831641267,-0.8570991287109666,0.4714045207910315,-0.8570991287109666,1.0625
rh4,Horror,704,410.0,30,2,3,1,1.1142288673242566,0.4285495643554832,-0.2999846950488385,0.4285495643554832,0.0625
uc2,Comedy,704,458.0,30,3,3,3,1.79990817029303,-0.2571297386132901,0.3856946079199348,-0.2571297386132901,1.0625
rh5,Horror,704,506.0,30,1,3,1,1.1142288673242566,0.4285495643554832,-0.2999846950488385,0.4285495643554832,-0.9375
rh8,Horror,704,550.0,30,1,4,1,1.3713586059375469,0.6856793029687733,-0.0428549564355484,0.6856793029687733,-0.9375
rc10,Comedy,704,598.0,30,2,1,3,1.28564869306645,-0.77138921583987,-0.128564869306645,-0.77138921583987,0.0625
uh3,Horror,704,646.0,30,1,3,1,1.1142288673242566,0.4285495643554832,-0.2999846950488385,0.4285495643554832,-0.9375
rc7,Comedy,704,690.0,30,4,2,4,1.8856180831641267,-0.8570991287109666,0.4714045207910315,-0.8570991287109666,2.0625
uh4,Horror,704,734.0,30,1,2,1,0.8570991287109666,0.1714198257421933,-0.5571144336621285,0.1714198257421933,-0.9375
