Participant,rh6_bNAcc,rh6_bAIns,rh6_bMPFC,rc2_bNAcc,rc2_bAIns,rc2_bMPFC,uh1_bNAcc,uh1_bAIns,uh1_bMPFC,rc9_bNAcc,rc9_bAIns,rc9_bMPFC,rh2_bNAcc,rh2_bAIns,rh2_bMPFC,uc4_bNAcc,uc4_bAIns,uc4_bMPFC,rh1_bNAcc,rh1_bAIns,rh1_bMPFC,rc6_bNAcc,rc6_bAIns,rc6_bMPFC,rh9_bNAcc,rh9_bAIns,rh9_bMPFC,rc11_bNAcc,rc11_bAIns,rc11_bMPFC,uh2_bNAcc,uh2_bAIns,uh2_bMPFC,uc1_bNAcc,uc1_bAIns,uc1_bMPFC,rh3_bNAcc,rh3_bAIns,rh3_bMPFC,rc12_bNAcc,rc12_bAIns,rc12_bMPFC,rh11_bNAcc,rh11_bAIns,rh11_bMPFC,rc5_bNAcc,rc5_bAIns,rc5_bMPFC,rc3_bNAcc,rc3_bAIns,rc3_bMPFC,rh12_bNAcc,rh12_bAIns,rh12_bMPFC,rc1_bNAcc,rc1_bAIns,rc1_bMPFC,rh7_bNAcc,rh7_bAIns,rh7_bMPFC,rc8_bNAcc,rc8_bAIns,rc8_bMPFC,rh10_bNAcc,rh10_bAIns,rh10_bMPFC,uc3_bNAcc,uc3_bAIns,uc3_bMPFC,rh4_bNAcc,rh4_bAIns,rh4_bMPFC,rc4_bNAcc,rc4_bAIns,rc4_bMPFC,rh5_bNAcc,rh5_bAIns,rh5_bMPFC,uc2_bNAcc,uc2_bAIns,uc2_bMPFC,rh8_bNAcc,rh8_bAIns,rh8_bMPFC,rc10_bNAcc,rc10_bAIns,rc10_bMPFC,uh3_bNAcc,uh3_bAIns,uh3_bMPFC,rc7_bNAcc,rc7_bAIns,rc7_bMPFC,uh4_bNAcc,uh4_bAIns,uh4_bMPFC
sub-08,0.22163180435302127,0.20271641486335576,0.22966077191977913,0.03160411915219252,0.08530791267026878,0.48058058907668416,0.24375323113989056,0.04971396851068,0.5122072266902579,0.018300379066863562,0.09199598549588897,-0.1928945150780647,-0.47586976878431114,0.15901472015565046,-0.3500385862613393,-0.26964635400476494,-0.2905070404729334,0.029749095646816437,0.38694327061720096,0.28979644752754363,0.2294776629758502,-0.2548422016980117,-0.19185405522454288,-0.5797808967902095,-0.15081813533893354,-0.5314525189775392,-0.01034649908256641,0.026627553757543432,-0.042665735079399525,0.6840114263192482,0.013517827279807229,0.5398340235011533,-0.046887055040776095,-0.047725387331117995,-0.032022494151875656,0.26497753104309985,-0.1809015324719343,-0.07830944245420728,0.8167316297383536,0.05504144886462687,-0.11775397921332749,0.27209546628605397,0.147439420063697,0.0424552920118222,1.1461165493823122,0.16959700395419391,-0.11588432083382327,0.9313065950755357,-0.019099196108631117,-0.14762117335985,0.23625742426418106,-0.22033692968266305,-0.584530556109685,-0.7636742398902399,0.07011648005147496,0.06075525642679536,0.1991675700842015,-0.19956653673534575,-0.48844382340426296,-0.11953572529293109,0.12829590203373012,0.08215970985990512,0.009967675946659215,0.5253368063647386,0.611852734233564,0.8567396724770919,0.4243412648835387,-0.021498764454239358,0.20200824009684745,0.03310433638087188,0.046355296954551886,0.22030526091813035,-0.2136783009714242,0.07325178646955428,0.38562090531524723,0.16172098016060693,0.14579658375334473,-0.24619448672824495,-0.5330718086493273,-0.25739720927325965,0.6184635360043373,-0.024405909054298104,0.07861038420784516,1.1557728986786278,-0.3270144761525468,-0.5200713349902287,-0.20167718617659797,0.6670627477766231,-0.06444404686490027,-0.2344477436075065,0.0968419957987443,-0.027239832488299174,0.12654686555050057,0.40926264068735013,0.23853144594068182,0.8421979081903759
sub-08,0.2225496217490637,-0.0921699173079032,0.4964380298276012,0.01337699831261591,-0.06323316026619798,0.16284966680936114,-0.2121922115333234,-0.3656866531294417,0.006637046940286095,0.02571259779628192,0.5032638040576694,0.1279582306277709,-0.24225455473830182,-0.009226992622270884,-0.34710594284254914,-0.07892340380234637,0.06046153720679254,0.3396288036143868,0.08377884668679192,0.149030326351143,-0.6823137286404767,-0.4617216540393191,0.2266000450646356,0.13620072126390684,-0.25040321439145896,-0.29269807999713604,0.9982310919383337,0.30139982050944647,0.13750773299152827,1.4857464424545495,-0.028472329677455624,-0.097523014086339,-0.29949682484183604,0.04022544625180431,0.138891699720867,0.06859602006772639,0.2748793812275018,0.332348054858697,0.11665382298214907,0.06636290037320641,0.09357853160137353,-0.11673820937408454,-0.07034784621316922,-0.41392290938108456,0.029369056875462814,0.4284046469345857,0.323326969798912,1.2943981062569367,0.4237431653556104,0.05717648589564814,-0.3625952287821764,-0.04685355114906155,-0.5122560586563816,-0.2707415044447134,0.33287979111983207,-0.29728548228706453,-0.9572860112850852,-0.42932135638051555,-0.5927047977869861,-0.28242105949385315,0.652144674164371,-0.09405453170520121,-0.4622282541625754,0.2591365985613895,-0.2924967520477053,-0.2912112840948882,0.040665546182715395,-0.16809288328539776,-0.11230389403632786,-0.044284840886100255,0.7065693129477788,0.5669675842113314,0.009826995382950074,-0.1250710651885576,-0.21440361305173172,-0.07311352603770241,-0.2779173302473801,-0.6999530695826301,-0.28061434606644,0.459969302615269,0.77360270445443,-0.09155596344112248,0.053229278073213704,0.4455626660737727,0.07197387847861936,-0.6243876471372954,0.35255033388835,0.5226066852027229,-0.29676580956297044,-0.3651938226239333,0.07440579324851268,0.16211083446851665,0.4447348527745558,-0.10923481594867783,0.22045900558930834,0.5497424452962021
sub-08,0.2621032728117114,0.1333984074728436,-0.02066153042776496,-0.2979073450356432,-0.34205523340596505,0.3653762435042818,-0.2452096052064947,-0.18647393013523772,0.2106878254452467,-0.09918447461032545,-0.19705384228176362,0.025225587107002855,-0.48775074338425284,-0.1396438612398318,-0.5156114517399746,0.03133821149288634,0.009916689736805845,0.24366909129101152,-0.3417959597412541,-0.31829099596572696,-0.0889062236495597,-0.05979195557134222,-0.07673946665395322,-0.3574066139730876,-0.19534940387281716,0.036919828423812084,0.5787864833390235,0.06584589644579092,0.19004976317840544,0.49537341203370355,0.19353073190523734,-0.29056998204879486,1.0467327785756728,-0.15772668146524854,-0.354816704201558,0.004329784549288437,0.13156240160607713,-0.12458258002383579,-0.4692461593682625,-0.04899388450541496,0.11338891233094847,-0.38571963785518093,0.3834576054891441,-0.09243977443210531,0.08290200563307785,0.3321490095802225,0.2696476130812216,1.0544090256678211,1.0069106229021072,0.6731841533876428,-0.011726867293159745,-0.44368106767682014,-0.5572722675044157,-0.5120621590320025,-0.009837447031322916,-0.25820892383646504,-0.2045189498464409,-0.1356907918871439,-0.48046798126995205,0.07853658455341662,0.19490129749189739,-0.009125830421294584,-0.21714504895776043,0.03133827037657172,-0.036197158236797575,-0.09947021869880578,-0.021831594605636225,-0.04915947199504016,-0.014997356545043708,-0.2585115161399383,0.7126894785332104,0.7295542223127909,0.11684071260809265,-0.07434150540949638,-0.35347503465121743,-0.07173977086466735,-0.2563556241345954,-0.6622101703346515,0.0884383458739457,-0.2813645994180355,-0.9682763892850323,-0.11190219652668865,-0.11309917599167003,-0.3495144214810353,0.056605932147011734,-0.04048818463530429,-0.08080718298583009,0.5110564312536443,0.1723542766963945,-0.42730073061737417,0.24376267502903998,-0.09617078209270771,-0.28037835579660475,-0.08646667933710304,-0.1698028045727182,0.1936018654569222
sub-08,-0.4465276224562772,-0.42465662113845837,-0.028710987094836722,-0.4523203872135663,-0.32758987789847605,0.3860155607958759,-0.23477678577706307,-0.1921340320165595,0.2576306389375647,0.13142034590101637,0.4000966473579909,0.5951157016830746,0.04389083751292686,0.02218302443330628,0.29837063677570275,-0.14283081738882913,-0.04152150166177622,0.11208693246488599,0.291804748587409,-0.24244417381318845,0.1646028307036354,-0.14076273140927928,-0.028847863366000096,0.157886556494689,0.3269959383954536,-0.44554320965268523,-0.4768274215659787,-0.024457368297264137,-0.033157709786743525,0.04917968577249211,0.048695941477547106,-0.10941016552402182,0.7095544116400749,-0.17438608845228235,-0.3383873456563973,-0.1788669411413807,0.10960948790738534,-0.13790210911647013,-0.7900756506090748,-0.13480406365248782,-0.012961119540823709,-0.7169785160137694,0.040180398254298776,-0.21612655288039473,0.3763685132635973,0.31495676863595057,0.2922030481705536,0.8109428088091264,0.15382072169804084,0.02894960033187146,-0.25711963179584313,0.06800255772110257,-0.0401818801394167,-0.21303379442562687,-0.28386389615017904,0.15860419144173113,0.6491252810060175,-0.46418953562268517,-0.6701558716208067,-0.6640862212814851,-0.4329712991737438,-0.1771725571244694,-0.04444524923145906,-0.3269808032279897,-0.0800839955878306,-0.03679433385249424,-0.18485089342059122,-0.06843730136370968,-0.6160213963515545,-0.026053951975549057,0.16854008942225532,-0.2982526401980985,-0.28283427767961367,0.008203527897912843,-0.24070604222590902,-0.12526032196625328,0.0567602268563302,-0.07040986532829589,0.410022171321178,-0.6099622214460512,-0.884935917265935,-0.3196839581760855,-0.12787812997210277,-0.7900002116590752,-0.20016570684037516,-0.1411521033260908,-0.47260094180516354,0.8156348972357271,0.31835566720327774,0.09804367276462633,0.14630316945233773,-0.10115030135416855,-1.3321339343312943,-0.07613684841815796,0.07453616280861827,-0.15348801304570192
sub-08,-0.3382135128673639,0.01637863387187287,-0.9413527195797929,-0.51418829650391,-0.29408075759247687,-0.22761693340554268,0.4931828601256043,0.3353295090585331,0.6926187596818391,-0.049925653263953894,-0.3042985033338588,-0.32414862920052345,-0.039345529485386624,-0.07271426624462055,0.1159017032936697,0.5846058307252007,0.22526717127962037,0.4480152886312597,-0.015250183314641298,-0.31721619586163274,-0.2088067651497543,0.0662044248518729,0.20417283174660372,0.42892684382398616,0.13561825774877365,-0.20369948501455531,-0.8046226911887677,0.25261390813376783,0.21855539088759499,-0.1376673508126626,-0.04355028719928536,-0.2346537852059982,0.48461672812048107,-0.6190001450800924,-0.35584892324048445,0.4350365038161108,-0.21705135824681115,0.2247601274097764,0.21408184578227302,-0.09587159214453508,0.23519994953838363,-0.2604655514605945,0.4798440716768056,0.22474878605256804,0.5318486761285418,0.3605775890489691,0.12017990951460227,0.2984989060771976,-0.14386654357631035,-0.273253689433559,-0.1933838431977837,-0.058693817266808015,0.13724510594245576,-0.051211135992662096,0.13231897406841853,0.458267043184873,0.34766712220324303,-0.32754826642432355,-0.5169024259310055,-0.26510532352414923,-0.309839166298575,-0.011207856108968196,0.46481571554103973,-0.4173619576873958,0.19401356858613608,0.4374930078478061,-0.19306300535833443,-0.058202023181679004,-0.23677387534034616,-0.015093242579684196,0.14950578068601614,0.12048841668631421,-0.35686948994584705,0.08497666649076571,-0.03684755144636679,-0.023086261039822684,-0.24603293447354635,0.3146983669271377,0.04861424963931198,-0.4274934447413415,-0.2422478050066835,0.015585575567410574,-0.6758685625302476,-0.49713826414383566,-0.49230564618047035,-0.24828829795795498,-0.3235236106539204,0.09219540592032174,-0.05716428147181182,0.5178939672092546,0.14112992522234435,-0.19116325200356332,-0.0980513791674959,-0.21310403650019016,-0.2792830458820187,-0.12315159991858496
sub-08,-0.5754732740925305,-0.3731181792577527,-0.6711949429427133,-0.19486129062500257,-0.45135111869590594,-0.42110663685616445,0.22132615141782497,0.25545564648183433,0.6768691538465376,0.019808310454861748,0.012098291491705437,0.5595124635225464,0.06729067454781903,0.10439448359496617,0.4236515035997065,0.2474610047992864,0.007942085233990884,-0.25977690745168214,0.06878275090768407,0.08892136450171817,-0.09396334006513771,-0.012088465656049666,-0.07063811357939223,0.6285399330131821,-0.07890999873403351,0.4437368282397991,-0.00285338008728115,0.0726668418586629,0.025254638682471367,-0.7197572899977402,-0.11100249658748039,0.1716053576144859,-0.029923313960825527,-0.10762538853110791,-0.4042918772724692,-0.08093222473503671,-0.1827297763341893,-0.13965353701222677,0.034744418119217906,-0.4524980223758899,0.05478329207258979,-0.08759507764815108,0.07436096889321277,-0.10608944360019411,0.24053250776532054,-0.020875033525343048,-0.006220593987686006,-0.47057360585482144,-0.33669253447080605,0.022742715172103058,0.43702159095676485,-0.12891495357830943,0.05447153986555309,0.13449661137077762,0.39938747021386245,0.06178761679138366,-0.3948634931132162,-0.0710789841452515,-0.2208310014501588,-0.13982084320837962,-0.22788480555824914,-0.05055119297882153,0.4607713034155462,-0.43244023559369177,0.011417332728969144,0.04503429063609286,0.028521249547336203,0.13792431098437336,0.3283618689151928,-0.26216274012569313,-0.1970092060205867,-0.17851793190343368,0.03994619021559291,0.45649845641831,0.9916356306611234,-0.40428484019441435,-0.20188659124605357,0.29753766635770684,-0.10295524693076229,-0.12876155560148703,-0.07860820142423516,0.3571589526561592,-0.25402347003539294,0.0968240443132048,-0.6898440919757507,-0.14546343387140442,-0.1479921426670809,0.40120651371615657,0.34998404627248475,0.050913596081098966,-0.34084695106703433,-0.2748457230420826,0.11110475778592954,0.04756022861545235,-0.06527546631510325,-0.07190016087091737
sub-08,-0.11556798691510836,-0.24823256640018204,0.10257648440653169,-0.11121879321649683,-0.2824048094480682,-0.02997559300233422,0.2327356298662425,-0.13323638383618547,0.8665429379029763,-0.027208326254752613,-0.1114491974934967,0.5865756076549178,0.11011293309101891,0.3938528367877282,0.10652709844238784,0.12352472883836718,0.29276502849499914,0.5487125221663212,-0.14162748578720938,0.2988384357315319,0.4972050021961779,0.07761122536475322,0.05595187151781681,-0.13355644443001438,-0.3233777003112972,-0.10973117625806383,0.1277294519720335,0.35499273770830103,0.05307834149919114,-0.11140088386139915,-0.2226485565927871,-0.31851702371762936,-0.04337808542674482,0.32243892477786806,0.16155156108276733,0.045273055114327596,-0.10115024447697044,-0.09118407298250772,0.049117974494990085,-0.35568222148994066,-0.10494938560376788,0.13958676018130625,-0.09078167189532947,0.0451940057818024,0.21603138977208353,-0.2207637977347298,-0.17923742227621137,-0.01775700257884104,-0.6071818527552443,-0.009278990471126736,0.9268576363549146,0.020952736489333816,0.1615864465413795,-0.16774401392628788,0.014632139938257509,-0.3866679219426953,-0.14051818998003854,-0.5002950079227414,-0.09695869044871376,-0.5110978344005275,-0.17181161158219022,-0.04683921110607632,0.007999612038391116,-0.2845335717519575,-0.06094262867303274,0.49668897959157543,-0.07047319430838406,0.001053645061655853,0.5802470127759951,0.28193848771328495,-0.35092208621938914,-0.4416873298644785,-0.09921626213287343,0.15088609691703228,0.8729487732488602,-0.11431366979271887,-0.044055462518121515,-0.5340095464376695,-0.10263323274642941,-0.21457028045514542,0.4206909701325302,0.17618523560781668,0.3188520672711732,0.22793000473516684,-0.4757001971056885,-0.2952795138216944,-0.3805530134129663,-0.10959883461423575,0.118140838773046,-0.09885501747413417,0.09457514216049626,-0.28849768364930894,-0.31748461253007276,-0.18285990427798493,0.11150909354360629,0.8882504584172922
sub-08,-0.6053003356111375,-0.39083838657291925,-0.5425347989267294,-0.4534931272197623,-0.5885102430695572,-0.34389597417134504,0.002496641664712383,-0.14299026262935882,1.0015601718368983,0.08166343448328257,-0.08010047541385251,0.9858842709712631,-0.24840814623002005,-0.0004127249120519233,0.08076286077444392,-0.28967912424646874,-0.06310183696684966,0.14770529481835298,-0.24183792299758394,0.015359454453294938,0.37459489556569786,0.15624836982386828,-0.017477999160715386,0.38669786893578695,-0.1753932846161588,-0.1343228325217036,0.17795456302790177,-0.00868829869627476,-0.4424484875837206,-0.25544633086915747,-0.014271621576480355,-0.05088146070099026,0.10324403977681672,0.4354929603829162,-0.07692650279351634,-0.8501979043132779,-0.12270942974727177,0.11887820914778968,-0.5610805265090018,-0.3861123496419102,-0.25420479062713447,0.12640604226540028,-0.13068830453805447,0.08646585878817731,-0.2560915641522512,-0.03456199608719726,0.05669257396095592,-0.4084114009459488,-0.3613581048952849,-0.014144391688219252,0.23013161309954044,-0.12235564032010432,0.2757003739187006,-0.062408700868815815,0.20443169934787128,-0.08351608211627806,0.056303080627366,-0.10490810055062727,-0.13686091133917838,-0.6801780716254742,-0.14101210373522763,0.044595264877507465,-0.47492426907711915,-0.09044149187841131,0.11263188634342966,0.9663705994466216,0.03162005052192397,-0.2313347321238748,1.0383792568749617,-0.13007829222842654,-0.6453090242923714,-1.6090624064979575,0.07669643090612377,-0.5740574725959372,-0.2327445132999102,-0.7252462311073644,-0.0933171980399252,-0.44061481351025306,-0.3950187617401443,0.33489080760524154,1.4107888519643252,-0.17995384492096644,-0.11835121365686471,0.6665707218276052,-0.41620454669131407,0.06810394189719571,0.40818305137977084,-0.0937874632151042,-0.08438219360488047,-0.2839205717777541,-0.1190187768948022,-0.19634181365403763,0.6128476814720099,-0.023739212667882037,-0.1798754632942933,0.7231743212317818
sub-08,0.03666571042889527,-0.06523440111619973,-0.1768089682602677,-0.3217076829734508,-0.3017762124406189,0.1620836076708231,0.16235533544836805,-0.12021764224110372,0.647489326128489,0.18885451208564055,-0.14857887823644506,-0.4881630934717628,-0.29018199527251115,-0.15698856954007015,0.5583971125857877,0.1835923465473111,0.3871849443193376,0.35946637388366703,0.11211002659060479,-0.2882104870700609,-0.16450105374303978,0.05536907168488815,-0.03437020121585685,0.6170286724139278,-0.5503591123961407,-0.3178674996247679,0.1356498675731217,-0.15640146455895515,-0.4296364073559966,-0.3060375396029805,-0.3439120905407241,-0.08714443291174356,0.1938431419486793,0.015887005487906614,0.2212154318330019,-0.13045286022567615,-0.27834628832009645,-0.16872440348905277,-0.49855599586995936,-0.2012495393959654,-0.18050738922848847,0.10977363924118022,-0.07002995581963894,0.0936778008878591,-0.0020562966371508633,0.1292027814313728,0.3790167289332844,0.16844648886223548,0.2930398538550668,0.01259729208787691,-0.5208514066290715,-0.4431624371215598,0.22352461523733738,-0.20466732808224886,0.49511786955935044,0.3576617108793616,-0.12457484934024265,-0.30488179455632286,-0.14359044878226315,-1.0984478153631194,-0.05277779800789389,-0.032187508284959955,-0.3264651996007579,0.2862135018768452,-0.1782012435804105,0.390472242126172,0.18671376333227532,-0.037026007123401435,1.0529207894725034,0.03522363275335392,-0.8291460272412134,-1.3993572245931216,0.5074413616618243,-0.5107739402552668,-1.0800762657635483,-0.4011148357450911,-0.14774936473886724,-0.32544830918877327,-0.34689264777956985,-0.20786072995765914,0.8695497451185545,0.3946108056789384,0.27112668950233326,1.08103078400891,-0.4051255277247591,-0.14454079771927003,0.6442432283251076,-0.46852593696392575,-0.20049320426563372,-0.7412874604872368,-0.14412815251250932,-0.23742781236593313,-0.1342530562228056,0.09047695452102991,0.19843191400150645,0.43447816378719184
sub-08,-0.2582286057458218,-0.12014611982823828,-0.4250683571262225,-0.10817902647391406,0.15821208684233617,0.056357841790325075,0.24938631804346512,-0.0608181549121636,0.8070829662025103,0.17382410397488027,-0.1699053490798466,-0.2896062075666749,0.15696868709232276,-0.161026693175633,0.2856427237245265,-0.00903739754305502,-0.422806586498387,-0.5452140510193229,-0.0941789570315267,-0.18839716125643588,-0.6493971936875673,0.07334348663792364,-0.19476163640774716,0.12493713563283966,-0.14632740865355184,-0.2230500932849811,0.01802391711999117,-0.27429868692171744,0.08356413356168291,0.06599279924061119,-0.1371862191316195,0.06066215827622345,-0.23434787631488974,-0.11059938204963536,0.10327824424957627,-0.1303991049873541,-0.3285733797641309,-0.10312607074392902,-0.29401588869782797,-0.14175783491727406,-0.00014234315167387795,0.3769248005619952,-0.49117810503650494,-0.12614868759068204,0.17298429276846747,0.16169520966812517,-0.2259196564591971,-0.515478393389311,-0.04795756663618628,0.052670501964635685,-0.4056699680649072,0.04911795357225075,0.43478207739266117,0.32629677126583845,0.10877473525428527,-0.22715071522965113,-0.29526186016745565,-0.6080817517853105,-0.24979543729147718,-0.6455927880077847,0.179380887681183,-0.31201518012515117,-0.8971705343059222,0.609947864093144,0.3258044875880948,0.0725998860980953,-0.12606812525016398,0.3680116555614202,1.2229197623357986,0.2989838425173663,-0.3420172394737833,-0.7351739896117369,0.3312730381955803,0.11922967968442663,-1.009731928878526,-0.32170480401810325,0.08202972393252002,-0.33014907760765266,0.4002145120109314,-0.13397027151174448,0.5392015830402611,0.09126774540491735,0.21228874996704317,1.361046655848217,-0.3687840999841775,0.14348830803003923,0.8366291437935397,-0.007473152955090059,-0.28650735533386407,-0.6986690442119865,0.14454540180097228,-0.37195422827338764,-0.4930535737106664,0.5320888114282243,-0.10763225908518477,-0.20480177518448725
