Trailer,NAcc_GLM_long,AIns_GLM_long,vmPFC_GLM_long,NAcc_GLM_seg1,AIns_GLM_seg1,vmPFC_GLM_seg1,NAcc_GLM_seg2,AIns_GLM_seg2,vmPFC_GLM_seg2,NAcc_GLM_seg3,AIns_GLM_seg3,vmPFC_GLM_seg3,NAcc_GLM_seg4,AIns_GLM_seg4,vmPFC_GLM_seg4,NAcc_GLM_seg5,AIns_GLM_seg5,vmPFC_GLM_seg5,Sim_Speer_AVG,Sim_Kragel_AVG,Sim_Zhou_AVG,Sim_Ceko_GNAS1_AVG,Sim_Ceko_GNAS2_AVG,Sim_Speer_seg1,Sim_Kragel_seg1,Sim_Zhou_seg1,Sim_Ceko_GNAS1_seg1,Sim_Ceko_GNAS2_seg1,Sim_Speer_seg5,Sim_Kragel_seg5,Sim_Zhou_seg5,Sim_Ceko_GNAS1_seg5,Sim_Ceko_GNAS2_seg5,Sim_Ceko_GNAS2,Participant
rh6,-0.11415197723859846,0.11566334726267741,-0.01570774110329012,0.31870974701999755,0.3449340523253235,-0.033964952197595634,-0.6380094585367547,-0.04292992053812132,0.5033183723275189,-0.24533974792080146,0.09709809588558817,0.21518709325528412,0.02220052103867683,-0.07954950846176959,0.4775653789611502,-0.09344769431676149,-0.007648933243803521,-0.3985278597706687,-0.010501255231539114,0.029269844580069287,-0.002629919206691013,-0.007902902507264385,0.0036245291224434525,-0.03596343404858728,0.04914451782304743,0.0031017911756634564,0.011547914533081535,0.028417643726637035,0.01845064205132577,0.04117629452384747,0.00016395935322929562,0.04095219429384845,0.07896843434988743,,sub-08
rc3,-0.053970775429185686,0.13422506441637508,0.2456198938669453,0.36451045138184507,0.35831758966698224,0.11412114883573794,-0.6797023527968196,-0.011293767474632713,0.964221850517838,0.03489439090263023,0.1314425175528846,0.13772212576255474,0.18155069065592302,0.127277234019087,0.6118002726879619,-0.00893679702679637,0.06494135837948316,-0.8494966270029434,0.045216397644446814,0.023118067775258096,-0.014463439908665677,-0.0018659745540447,,0.03916026611742352,0.053026319922039274,-0.0036813680829361865,0.03180156543660928,0.03233361203025607,-0.003218060808918243,0.045528493159699944,0.0005809536257298823,0.04520827317016303,0.06867982679789372,-0.00105981477733353,sub-08
uh1,-0.2835001975496249,0.0918229040728401,-0.20048319972151446,-0.4934194627421256,-0.003666865304737052,-0.7831570454552456,-0.5602238964786157,0.1903416932370961,0.08517009255203033,-0.31882607203429003,0.04762979057033701,0.4258908269229004,0.011548456050233054,-0.3037933941849196,0.3426135348584602,-0.14156162419015236,0.382238207077633,-0.07393356411169048,-0.09954779883861922,0.004682257224822952,-0.021165452967333902,-0.014749260343195347,-0.0034023608131193307,-0.04364148722795173,0.00982415235914503,-0.02579072563262589,0.014152343308877796,0.02701678643230955,-0.030662477242089856,0.01774685232719663,0.029659957823796924,0.007187984477160403,0.02015986833303085,,sub-08
rh12,-0.35295744965954384,0.006880209551548449,-0.0008701342057772144,-0.4532421551216565,-0.04315593929918322,-0.4968620426356759,-0.7444290605480337,0.10998030871160323,0.565460451622724,-0.1704795400608499,-0.021515918272638327,0.5319577674700917,0.11005866821335336,-0.21535755910838023,0.5410198953063746,-0.11975047658101291,0.2601941659823287,-0.6522945230711329,-0.08335315820068773,-0.018529805795577097,-0.020878311567119015,-0.017688017811621014,,0.010274650747553408,6.859545103243912e-05,-0.021378750037865664,0.030252265066216723,0.024877770323768447,-0.04616029551442211,0.019774605145065925,0.0407290142361884,0.012268969197671661,0.01279461787314293,-0.025634065655916288,sub-08
rc2,0.06402235686778766,-0.06944011070101039,-0.36768291380575335,-0.004663809172793339,0.09055864879617534,-0.35717903787510275,0.3912362756781158,-0.24768437413541952,0.07132492591632332,0.3915768039896848,0.08859330822610016,-0.08295859653927239,0.18991255197810128,-0.24591857649801768,0.21993071536575748,0.10345672310864078,0.050724918074848455,-0.6045311776851308,-0.024197699326765847,0.0368641023545156,-0.022931986228104724,0.0021763048892265557,0.0056409710506846785,-0.018979078325973273,0.04341609168305907,-0.022456310182342884,0.01238556229130659,0.01748132790516747,0.05573932861929143,0.023312956051578147,0.006220804580719183,0.0316298077803468,0.03411359703795451,,sub-08
rc1,0.057565180668599884,-0.13981684857216808,-0.34781505191673406,-0.18671779615164485,0.08078478412843756,-0.4577921534482839,0.07766245386743457,-0.48157065044560704,0.4331226153682838,0.6504989166129287,-0.023897421782415874,-0.22655406769109324,0.16373525821024645,-0.14461708940430343,0.2544571382206167,-0.11345264873690285,-0.03804778064628724,-1.3177267026121389,0.03570350490380378,0.02338603104288616,-0.033898532733762074,0.010373881040286796,,0.04209046892632529,0.032180458784903554,-0.03337639029577744,0.021119095470544955,0.009539230947729413,0.03097456814188723,0.019492583442190722,0.010459516991680197,0.03707154133176044,0.0321596447236254,-0.0035563283391513278,sub-08
rh2,-0.39451521374109666,-0.11981854200973328,-0.7792701172549076,-0.3169841272006508,-0.34185887405601445,-0.6909389472634698,-0.5064867115433053,-0.04699323900301664,-0.9931431588360201,-0.8833459262747152,-0.07714582058928067,-0.7447081918213476,-0.40887059378391105,-0.3599593952813795,-0.1479942993033234,-0.10384034811271808,0.38343893749882674,-0.013622987354555083,-0.04603910500611233,0.01952000551894307,-0.022485824026842925,0.013289582511620514,0.02560367322899535,-0.019722891441090303,0.017033205040702878,-0.022639695289023737,0.015291262949809608,0.03187914488845133,0.020807466470976255,0.0006390044047312957,-0.018706085626311826,0.02785592946988266,0.05229921193154204,,sub-08
rh7,-0.5269026872317368,-0.19004676805304485,-0.6140504198083464,-0.6079859484530502,-0.45864328271757415,-0.8689187958604357,-0.728497156944798,-0.20313504318937753,-0.2941075339082816,-0.38676550667975995,-0.148750496832346,-0.914956612963219,-0.46632861961811095,-0.12593104531456148,0.077207848759496,-0.2789923752549899,0.40369887089605333,-0.7116967012849394,-0.013558105678116477,-0.007394218540548704,-0.01970609667767171,0.01566805074633988,,0.054925477561614866,-0.006402610859569103,-0.02435725309219736,0.033046214554026385,0.018173315157369294,0.015935448875067003,0.0006972299145270326,0.006014420395498718,0.03542509946344685,0.03656314946816287,0.002248146335378424,sub-08
rh1,-0.060711310945124566,-0.11482732042297938,-0.5268181318291194,0.02865827574051136,-0.07810101010928452,-0.3772192132852142,-0.26283532897897505,-0.17166971673368395,0.4348059389715285,-0.2666022237962495,-0.26700386955057054,0.6496273053999384,0.5967592001501373,-0.27906149602507707,-0.8582744110416538,0.04545246404687872,0.5091851507486558,-0.5656831507851315,-0.04372914526026528,0.0249433971519534,-0.00861094096710446,-0.00032794314479559004,0.010896889160904411,-0.05351364820487258,0.00020157656145731594,0.003247836677304078,-0.005387045641526759,0.009428493067989452,-0.029155356627521146,0.023882126649580147,0.018402952221921516,0.032607763025295396,0.04443269630820273,,sub-08
rc8,-0.08702526721158642,-0.09864622113898873,-0.14590943037565518,-0.2942435981792372,-0.15300984564379763,-0.15034899891615544,-0.1392333099586169,-0.28750370443185597,1.1434828051461698,0.7843554650777024,-0.10253165690384373,-0.3559132925774525,0.39041033674115316,0.1609818380261472,-0.40924791629415713,-0.8345135810618886,0.30656215281558086,-0.30961532911989986,0.03328571902204404,0.012083505526708485,-0.013195846834837969,0.0045378255175943395,,0.004993541756070358,-0.03198720883109404,-0.03004980910675063,-0.014778790209051417,-0.026568639625011516,-0.016397375484701965,-0.008852222844514973,0.0007169316471165275,0.02903738843814681,0.023445224837924317,-0.0070444315298846556,sub-08
rc9,-0.0656440506944766,-0.03814439573814181,0.15844876307359204,-0.24882021371407317,0.17805866174340956,-0.20059921587648757,-0.15869628479472195,0.1071849398771097,0.4474104905840614,0.003952029288805558,-0.048039874202543756,1.736862594109582,0.3216579417898892,-0.2910289195554184,0.6704443185579345,0.0878771052647675,0.11248595416557318,-0.06610956159290539,0.020666950330049914,0.030918911808204733,0.010222604747698885,-0.002069716492512555,0.0160734161384994,0.008872297224156934,0.005948106249677267,0.003854750276861175,0.014260393255885791,0.027020851841480717,-0.0022741637834765615,0.02394732821399293,-0.005446035691616901,0.03393307156257775,0.06233498291186797,,sub-08
uc3,-0.09118618334177565,-0.11051442660313597,0.2656284254747543,-0.5938355555092275,-0.06842331447805704,-0.749239182632187,-0.31076320653525696,-0.19857518623065146,0.9783187128404991,0.4422520869059122,-0.10581975056583859,1.61039893250109,0.2605023828843714,-0.08858617007355798,0.9452692317726923,-0.10565575673731666,0.32864890844020006,-0.6277835343950023,0.08709761895558706,0.015278861839998464,0.01137554215969208,0.0038633639740420674,,0.03196159137619189,-0.015079863460318022,-0.02805818942340043,0.01825511815539508,0.01497890964432309,0.018571958222555134,0.018315765894735655,0.022874132288434677,0.05285509366144349,0.06451592310360575,0.006434927468291746,sub-08
uc4,-0.36692945502647734,-0.1178405539934947,-0.23417041918376172,-0.4231883121604888,-0.06145872136517797,-0.3834156094688253,-0.44461505601283347,-0.04691449339267113,0.3256835624726149,-0.3710697087952855,-0.08835652592661569,0.4883314202580524,-0.6277284420544945,-0.3879169300957843,-0.3536931735904865,-0.3419917600431566,0.13397956711280565,0.10252466106908967,-0.031103963257947214,0.015720913826993484,-0.010169070863705,-0.012335890863993212,-0.0006617053812307972,-0.08079652265451137,0.01626872239829058,-0.005133887522243674,0.005219998716181074,0.018105406215189995,0.027409916308778436,0.004832391876807406,-0.008545546008991049,0.01449606549339832,0.03256818240376645,,sub-08
rh10,-0.42045486217913286,-0.07953113097988151,0.2777425296096217,-0.4310345693366204,0.005172182618958052,0.2232612909583217,-0.39355035815876094,0.04053679910367733,0.9374429586300006,0.22814871033450831,0.06550675242593973,0.4270051461465732,-0.6557166596841602,-0.10250474711433791,-0.05216568724911119,-0.25994752619323175,-0.03535266316006496,-0.2841003473115459,0.03835660682400971,0.0024716513452135783,-0.01196359285790494,-0.012618398773217394,,-0.003572745202864991,0.0026694519876404492,-0.003054296852190926,0.031593536084843936,0.018263641270067844,0.0422351375078583,0.022862202894857866,-0.014570206425621329,0.024316797282488065,0.030573115992042314,-0.029658524933831778,sub-08
