Participant,rh6_bNAcc,rh6_bAIns,rh6_bMPFC,uh1_bNAcc,uh1_bAIns,uh1_bMPFC,rc2_bNAcc,rc2_bAIns,rc2_bMPFC,rh2_bNAcc,rh2_bAIns,rh2_bMPFC,rh1_bNAcc,rh1_bAIns,rh1_bMPFC,rc9_bNAcc,rc9_bAIns,rc9_bMPFC,uc4_bNAcc,uc4_bAIns,uc4_bMPFC,rh9_bNAcc,rh9_bAIns,rh9_bMPFC,uh2_bNAcc,uh2_bAIns,uh2_bMPFC,rc6_bNAcc,rc6_bAIns,rc6_bMPFC,rh3_bNAcc,rh3_bAIns,rh3_bMPFC,rc11_bNAcc,rc11_bAIns,rc11_bMPFC,uc1_bNAcc,uc1_bAIns,uc1_bMPFC,rh11_bNAcc,rh11_bAIns,rh11_bMPFC,rc12_bNAcc,rc12_bAIns,rc12_bMPFC,rc5_bNAcc,rc5_bAIns,rc5_bMPFC
sub-22,-0.2965093413359642,-0.3726795502021657,0.3421788546107316,-0.16964209910424308,-0.132454514436403,-0.27293921486096173,0.025693399248362905,0.0068379878387486645,1.170007053899022,-0.05767411383808335,0.3118209049531108,-0.12695226951986052,-0.06347311833557348,0.5118804627230081,0.056659814839469295,-0.29539358604398114,-0.47320220337672425,-1.0529369782070979,0.013990221569740134,-0.03866364077435849,0.5796704833108088,0.1609037234379227,0.5198527718149786,0.5972120857463772,0.12647454418213824,0.7097734658582615,0.56908599846649,-0.28188060404165005,-0.23946985896662504,-0.4132771914105009,0.2919395051042275,0.4412846174676044,0.6883624813001445,-0.436802753621349,0.08213283642420618,-0.4198808704122474,-0.3266577367577844,0.3910494309147736,0.4735794337508951,0.5329224070581131,0.3911698976769871,0.5667606721983331,-0.17566708132302497,-0.4365982952677834,0.06300662203919163,-0.1970098169356174,-0.6875591214290804,-0.30372644617229555
sub-22,-0.059215469705475525,0.10820796881744349,0.3619810956114422,0.09047545242158847,0.18685341213247517,0.22382167390205193,-0.8018644470640361,-0.767304884627384,0.12494355615739992,-0.06427135573682176,0.7927743767603159,0.910585966524703,0.08730090692065792,0.17850675441285097,0.5490847247396279,0.1554320379076448,-0.318399055750872,0.9987069929362633,0.08670290679404533,0.11424618723517013,0.6500457186438755,-0.06832649910539525,0.24659368876388194,0.17899469313337774,0.28030291662375295,0.7708494838053535,0.7120559141960767,-0.24524107225245242,-0.09682899429380087,-0.8237705163969009,0.038840876494445696,-0.16049393343819462,1.273469917671326,0.12641307064919796,0.3558100832975944,-0.5165470467072731,-0.10528311701463265,0.3619508233679761,1.8468965238902464,-0.06074180053513158,0.06801695619387743,0.750069329040111,0.14593395732269154,0.011627153107950029,0.29571122737157196,0.3175969652151726,-0.15646673317365367,-0.03170838716245408
sub-22,0.1084705305714557,-0.3263171351278292,0.35869440936954805,0.3518758194053091,-0.029972131478787745,0.17929600366295023,0.28687147757629833,0.017818330823360495,0.248126141388564,-0.0272128579554317,0.698771729524946,1.7638757570279553,0.20237694806820922,0.31451386687856164,0.9766251034499743,-0.16289543821814495,-0.6861333795548592,0.08129994147692485,0.31970203851394585,0.219163569293975,0.7358242130795818,0.12317981212887788,0.6108103359131651,0.2784461190290308,-0.0008547214494785786,0.24546509204801706,-0.2638965362792286,-0.07829580976235559,0.3262653640926415,-0.17565202634996363,0.17405411302649645,-0.13563306571112366,0.5352587184537638,0.24792997574706194,0.5851086743027261,0.21405364223200035,0.007710845628891513,-0.4509283042187573,0.2620094884365146,-0.00024860656045022633,-0.033264393740304446,-0.3840838068231249,-0.2637169316048961,-0.26291553704053866,-0.1834489120283082,-0.15819288984770366,-0.1239892001616412,0.6701534289234552
sub-22,0.3544759933327932,-0.02571908858797461,0.06702550054082984,0.17493712797946906,-0.1293411920458502,0.20314994207046647,0.16543472734595047,0.24955141963097255,0.02739760967537704,-0.6261340653577309,-0.009046212461925177,0.8023665414175051,-0.2913302511504992,0.15685858163948044,0.2667851945628442,-0.2744374532829063,-0.5062081441403677,0.030385241942120993,0.3728620538679003,0.05672264148230249,0.5893296182433642,-0.3472777824774035,0.14613870365412718,-0.7985212454633944,-0.8702061999377919,-0.8984945873676051,-0.5358706971127898,-0.4072654790136144,-0.2302452522694123,-0.1922804024832585,0.5646575150262043,0.3256564395588578,0.3262431021832191,0.08156711354868347,0.40281259401869696,-0.028729371405861615,-0.2373072546241617,-0.46893857110303594,-0.46580028234189624,-0.5411412624635346,-0.2162760331254756,-1.2097439024388044,-0.2451441284395363,-0.5184899015925607,-0.5847518833563254,0.11190047061061911,0.7280073091065227,0.5834361837038086
sub-22,0.5039627713369612,0.29608268616313116,0.1214131280747204,-0.18182491896032807,-0.2648097340231749,-0.2655065173031308,-0.027184922312852258,0.13645596651777722,0.2591263065227088,0.09907112169817975,-0.2134844336395482,0.5961258252874976,0.06003374168439649,-0.494391355764126,-0.4905771920600081,-0.009462908359097924,0.23331972590740777,0.9754075885840656,0.4057054282512881,0.08052852714772066,0.6146013269970715,-0.41374597132889757,0.30929596623301825,-0.7221977333989944,-0.4421767578491111,-0.38984126487119547,0.028794860315666533,-0.4526899757063256,-0.17126243123911117,-0.26911122898956064,0.4006638967807701,0.280124098857044,0.1337278517887528,0.14856204963408445,0.3529511541519721,0.23617705652458104,0.08471385906793057,0.21183322662144483,-0.22386391364344338,-0.35870146348825904,-0.1975011960785713,-1.0197080824577291,-0.013303599682628352,-0.22477773034791376,-0.7206931755104776,0.2209177240605212,0.19073843698893558,0.3373613479458169
sub-22,0.10758411718379178,0.37397794964271414,0.45212876434194993,-0.34984852612294864,-0.5476669910204035,0.0433789720521567,-0.40548434922941623,-0.39131306108778197,-0.4260823395934343,-0.2927299698406045,-0.7243885700885582,-0.9793447164606754,-0.015747853693662453,-0.46508067040337053,-0.7536923284140342,0.04474660273220643,-0.019777022007766105,1.3066327713423664,0.16995533559982207,-0.08543811327306088,0.7156194055276927,-0.6429893507258411,-0.12892060845344608,-0.19638713111966138,0.36272563530080876,0.4949315346999098,0.4581035565596414,-0.5401556681408248,-0.2932523196878064,-0.42455608570739545,0.1187258933905194,-0.39466635150113943,0.27741359540912025,-0.27348031559112534,-1.0242516397061663,-0.4997299392539263,-0.49038802288328787,-0.15348595797487816,-0.12428558918325097,0.011475617932593982,0.051576946600042736,-0.2782073514191884,0.07718440870323465,0.015154887478612697,-0.4602335943132231,0.23663095257371433,0.360779719480661,0.5191272176087429
sub-22,0.16422712152671096,0.2062460203241225,0.8856802993689894,-0.028247603753990703,-0.26470701196268476,-0.1566852024602369,-0.14467278672660022,-0.3990475221088371,-0.5939612920406239,-0.04258066971308719,-0.3855339155335807,-0.5801474029985976,0.07949080328021327,-0.05205920335415545,-0.610208443087547,0.17200616340768263,-0.2807761109705573,0.15840638476892252,-0.3832723422522377,-0.35478069900031073,0.2156112497073067,-0.0801985516462215,-0.10389580947837344,0.5863230514666207,0.17510423900818622,0.29078806816137914,0.5700966742467696,-0.5186714212694301,-0.11583175704401974,-0.19418430132092232,0.014005325749472263,-0.06702309323860278,0.2622253772998166,-0.5362718479145183,-1.140525775708256,-0.743598662735824,-0.18574526609045663,0.008443453869997203,0.3505117562688781,0.2288669894112341,0.09450598464262744,0.28442189148857455,-0.24179158068736561,-0.12864449281556545,-0.49549739391057446,0.14524812922637018,-0.41732922391201,-0.4206685284750424
sub-22,-0.09958152246961446,-0.31538306852697584,-0.5859627449175114,0.14726913565233937,0.0977642723332854,-0.7118282105384814,-0.39376005894113997,-0.2951033748076713,-0.709433224193665,0.08006722803217978,0.2333784517483134,0.476744496977102,-0.27322612345117875,-0.3062147857166463,-0.8562661636636328,-0.05019942604710259,-0.5252068971510617,-0.6664091907648169,0.15488661985787344,-0.1799004153647421,0.11449522552353744,-0.7254063431560818,-0.825396981368213,-0.675730209458463,0.06314690090732877,0.31936287004966046,0.7728689806335496,-0.19075423045768652,-0.05622416943559791,-0.23389148556628714,0.2960501531431825,0.3136843166495298,0.4952872306819475,-0.16058607150258386,-0.2458001427481797,-0.7511895470510559,-0.4917769583753424,-1.046034021458865,-0.20196489362764627,-0.34427171366888276,-0.37823475694223296,-0.41198563291470514,-0.33257076481287806,0.24356359962692214,0.1284127834070824,0.0070334629379378,0.23329568929785022,-0.48344373359289516
sub-22,0.1586394771924388,-0.31351641366451743,-0.8594009536556213,0.38269853416722405,0.7234596696763591,0.051779063413929724,-0.2263191652920946,-0.298848497586197,-0.40043191575279785,0.15160487762044475,0.13712822292597895,1.153649674037153,0.044713137626926955,0.18044426364810318,-0.4273010530693491,-0.18377417193155654,-0.36089364555116443,-0.5210682788183321,-0.24631773630779352,-0.2400845778769861,-0.23681410060554436,0.018791595644450536,-0.5837431631516157,-0.48246601544976964,0.19297965694949742,0.30193287479934294,1.0171953592405223,-0.06846118079427131,-0.4961013003440424,-0.20565061672330778,0.3464049878746506,0.4761882219235968,1.1348079793958008,-0.18643374052519882,-0.579027554193449,-0.9084468874329137,-0.23567825284445612,-0.44998254639139545,-0.18011487018497954,-0.29132301635854346,-0.3012019824952576,-0.873361563988953,-0.2386744776732125,0.05459930157118847,-0.19966613952758255,0.12948538604143903,-0.4401006823987978,0.4588145990131583
sub-22,-0.5290780948721132,-0.48269738784608107,-1.1617833492381253,-0.08370286739491173,0.355048230501819,-0.007981632299776012,-0.05091253655208289,0.22712432998218407,0.12140398248785259,0.18715851325988828,0.277312266905824,1.0851009230859356,-0.4667079430131109,-0.17761680653716147,-0.3384011279011956,-0.7283737574941376,-0.5520014815958286,-0.27795717185579866,-0.27976421812414354,-0.17358886283769692,-0.26233801221860265,0.24097221691140808,-0.6175098438451578,-0.43476376444759024,0.5165320371035723,0.02336169137542839,0.4622393270691548,0.2953849623228576,-0.715114938727978,-0.6137797815603807,0.6276376656634037,0.8345709705020026,0.7601911898323475,0.15410581161003017,-0.05291911011954842,-0.3707755076506514,-0.19858100734447906,-0.2771536821953019,-0.37604742225186527,-0.456599024698981,-0.17872635850289764,-0.3912296731390301,0.2723204227662955,0.24331138366111693,1.040109726921351,-0.2507909938642917,-0.4844165544546599,-0.5625826504791449
