Trailer,NAcc_ISC,AIns_ISC,MPFC_ISC,NAcc_LH_ISC,AIns_LH_ISC,MPFC_LH_ISC,NAcc_DH_ISC,AIns_DH_ISC,MPFC_DH_ISC,NAcc_LC_ISC,AIns_LC_ISC,MPFC_LC_ISC,NAcc_DC_ISC,AIns_DC_ISC,MPFC_DC_ISC,NAcc_MPFC_FC,AIns_MPFC_FC,NAcc_AIns_FC,NAcc_MPFC_ISFC,AIns_MPFC_ISFC,NAcc_AIns_ISFC,AIns_NAcc_ISFC,MPFC_NAcc_ISFC,MPFC_AIns_ISFC
rh6,0.24300129969910544,0.07810644014532735,0.17993386266104658,0.3512646273042035,-0.08318841181097607,0.12138265967574945,-0.009111687069465522,0.2007090660864792,0.21489345427087356,0.042624221052356595,0.15666338300634486,0.10058038597967993,0.29389173871551005,-0.028731897212826655,0.24992503141366434,0.7421184787525452,0.8003921162751074,0.8483578372164204,0.08829089530706803,0.09781189991039219,0.044834219469093266,0.10498881550927305,-0.041344499850540874,0.16639487550703305
uh1,-0.12538721070787262,0.037394926688571986,0.203223824566329,-0.2629856655395968,-0.016329911183050924,-0.010739797865740362,-0.04425295716703064,-0.015093011574669581,0.23098946352462366,-0.0954287137416983,0.009460485476753874,0.2648577063391915,-0.18796769689353554,-0.05273534169313902,-0.09068172247924043,0.1053053791322002,0.5098775978743812,0.14424381847388057,0.07520343066795951,-0.019364947352259104,0.06129828801462291,0.039795849528001165,-0.12952444561282977,0.2652478458662908
rc2,0.0836294183543319,-0.1388565406730237,0.1680664922746327,0.14079244650309888,-0.006871508027527075,-0.014375337599751016,-0.03332865345159205,-0.2263392627776012,0.351260672397321,0.019965578442157038,-0.10940124191967347,0.33470453509922543,0.09511997066591407,-0.08720143522584031,-0.014341303296869924,0.3543649683205435,0.47035249929958933,0.3710506055289493,0.43363568660349205,0.3093833966220352,-0.14825849749504277,0.0891981359419534,-0.3712346372531396,-0.2529802281092749
rh2,-0.16905709890919057,-0.13649745190196935,-0.17495009627742192,0.10555670160338357,-0.06342233958747392,-0.36048069172411473,-0.20941695920611772,-0.05646110260756297,0.06384742750030464,-0.15976381696515046,-0.02216951902136304,-0.06776838211822347,0.08318689801019521,-0.11047073021328017,-0.2659618943262313,0.7056612601588698,-0.13574537487442506,0.1272911230869413,-0.30674032017694725,-0.2800334925164353,-0.7281278375415173,0.13754579916850923,-0.51456444208865,-0.35210139657380124
rh1,-0.29613243958931135,0.10646323644307355,0.15217401273400039,-0.3165153704309568,0.22928601303312965,0.22420772727862512,0.12454425926576067,-0.13812031121292767,-0.042347486875789785,0.18768274855276354,-0.16933408038646097,0.03134580913843801,-0.36316949477168076,0.346476487857088,0.13996794268700305,-0.10210385735318257,0.6109935415245245,-0.022911479556312685,0.17590705357925066,-0.1394238815632127,-0.19132473372740003,-0.5041049394168445,-0.05990469445669685,0.1255788396077014
rc9,-0.09061068914413781,-0.09245540784210074,0.2338537693830301,0.22695667381494047,-0.002472335452647433,0.36656608361736437,-0.14084296126283716,-0.17991070806316564,0.10520396845713635,-0.17272824996475544,-0.12665655196912007,0.22992514876106193,0.35408532112492436,-0.05994887065250772,0.30358197161519324,1.0226528208201162,0.9807909007605734,0.6011405479422476,0.0420071290614832,-0.15599606829377102,0.21632617364861875,0.21818590835224816,0.0033510563679169532,0.1487364668955085
uc4,-0.105619382123544,-0.7508936492410496,-0.03260720525287097,-0.1724547532243846,-0.46357844418627275,-0.09924937664135837,0.1237143573150185,-0.6175764295026535,-0.03886309136513852,0.0812586488326757,-0.6064263971247644,0.07267162766236632,-0.1452293769644561,-0.41248892376234747,-0.25299732148526183,0.3972862266275291,0.46301371573548583,0.4336283480279159,-0.18216166779341644,-0.5088293729883029,-0.57087162707865,0.020254726939629614,0.3783178931600682,-0.30290178634982257
rh9,-0.28415393554853824,0.48281498266315764,0.22102372152204544,-0.29446152363907974,0.1644576087419195,0.02618996257688854,-0.22819531554064354,0.4252966261335061,0.20597974653040346,-0.3235892609075357,0.5337812970487579,0.25554771080365474,-0.14073326177446496,-0.026947719961994517,-0.06342535625261468,-0.0954774415928889,0.46605128335570223,0.26126008345876867,-0.34590183124393903,-0.07172811485475879,-0.1561993280340158,-0.1616743754163911,0.2640738384825117,0.3664294660864616
uh2,-0.29886708994524314,-0.18816867860210765,-0.5494738830065754,-0.4624318525176726,-0.030073392691457545,-0.49801630437575345,0.08311136446155636,-0.5096506887440957,-0.36452242979163696,-0.033427309204423536,-0.3764235602126374,-0.4058010336437888,-0.3719416015915719,-0.22763871075728778,-0.5375797629705495,0.05707616459620607,0.5231645534258422,0.419159603572366,-0.09521880876645693,-0.42840042275584833,-0.11793249158845776,-0.000735121955957506,0.13408365363794658,-0.5353909946010815
rc6,0.31013308172993803,0.2018015838175702,0.12966077919986643,-0.2749753750681343,0.01940151827280003,0.16165664332155363,0.42788602276381843,0.15734611047972313,0.020247215348579768,0.3172698133807707,0.1271860976473193,-0.026364070571276384,-0.08053793218437749,0.06897574204684609,0.22797415812484156,0.23813096189047442,1.3260830986002174,0.032429744760357405,-0.020143769463815964,0.289630710654333,-0.28373649431518544,0.2686157764093677,0.24374666757464405,0.11960067649261115
