Trailer,Type,Onset,Offset,Duration,W_score,A_score,F_score,Pos_arousal,Neg_arousal,Pos_arousal_scaled,Neg_arousal_scaled,W_score_scaled
rh6,Horror,704,42.0,30,2,2,3,1.3155474998819487,-0.2631094999763897,-0.0986660624911461,-0.2631094999763897,-0.375
uh1,Horror,704,90.0,30,4,4,3,1.8417664998347285,0.2631094999763897,0.4275529374616336,0.2631094999763897,1.625
rc2,Comedy,704,138.0,30,1,2,2,1.052437999905559,0.0,-0.3617755624675358,0.0,-1.375
rh2,Horror,704,182.0,30,2,2,3,1.3155474998819487,-0.2631094999763897,-0.0986660624911461,-0.2631094999763897,-0.375
rh1,Horror,704,226.0,30,3,3,3,1.5786569998583386,0.0,0.1644434374852437,0.0,0.625
rc9,Comedy,704,274.0,30,3,3,4,1.8417664998347285,-0.2631094999763897,0.4275529374616336,-0.2631094999763897,0.625
uc4,Comedy,704,318.0,30,1,3,3,1.5786569998583386,0.0,0.1644434374852437,0.0,-1.375
rh9,Horror,704,362.0,30,3,3,3,1.5786569998583386,0.0,0.1644434374852437,0.0,0.625
uh2,Horror,704,406.0,30,3,3,3,1.5786569998583386,0.0,0.1644434374852437,0.0,0.625
rc6,Comedy,704,450.0,30,3,3,3,1.5786569998583386,0.0,0.1644434374852437,0.0,0.625
rh3,Horror,704,498.0,30,2,2,1,0.7893284999291693,0.2631094999763897,-0.6248850624439256,0.2631094999763897,-0.375
rc11,Comedy,704,542.0,30,1,1,3,1.052437999905559,-0.5262189999527795,-0.3617755624675358,-0.5262189999527795,-1.375
uc1,Comedy,704,590.0,30,3,3,3,1.5786569998583386,0.0,0.1644434374852437,0.0,0.625
rh11,Horror,704,638.0,30,3,3,2,1.3155474998819487,0.2631094999763897,-0.0986660624911461,0.2631094999763897,0.625
rc12,Comedy,704,686.0,30,3,2,3,1.3155474998819487,-0.2631094999763897,-0.0986660624911461,-0.2631094999763897,0.625
rc5,Comedy,704,730.0,30,1,4,1,1.3155474998819487,0.7893284999291693,-0.0986660624911461,0.7893284999291693,-1.375
rc3,Comedy,704,42.0,30,3,2,3,1.3404285069449335,-0.3566277679027804,-0.0737850554281611,-0.3566277679027804,0.4375
rh12,Horror,704,90.0,30,4,4,4,2.115171588940629,-0.147570110856323,0.7009580265675341,-0.147570110856323,1.4375
rc1,Comedy,704,138.0,30,4,4,4,2.115171588940629,-0.147570110856323,0.7009580265675341,-0.147570110856323,1.4375
rh7,Horror,704,182.0,30,0,4,2,1.5494861639913908,0.4181153140929149,0.1352726016182961,0.418115314092915,-2.5625
rc8,Comedy,704,230.0,30,4,4,4,2.115171588940629,-0.147570110856323,0.7009580265675341,-0.147570110856323,1.4375
uc3,Comedy,704,274.0,30,1,3,1,1.0206932667562338,0.4550078418069957,-0.3935202956168608,0.4550078418069957,-1.5625
rh10,Horror,704,318.0,30,3,2,3,1.3404285069449335,-0.3566277679027804,-0.0737850554281611,-0.3566277679027804,0.4375
rc4,Comedy,704,362.0,30,4,3,4,1.8692214041800903,-0.3935202956168613,0.4550078418069958,-0.3935202956168612,1.4375
rh4,Horror,704,410.0,30,4,3,2,1.3035359792308527,0.1721651293323767,-0.1106775831422419,0.1721651293323768,1.4375
uc2,Comedy,704,458.0,30,1,1,1,0.5287928972351572,-0.0368925277140807,-0.8854206651379375,-0.0368925277140807,-1.5625
rh5,Horror,704,506.0,30,4,4,2,1.5494861639913908,0.4181153140929149,0.1352726016182961,0.418115314092915,1.4375
rh8,Horror,704,550.0,30,2,4,1,1.266643451516772,0.700958026567534,-0.1475701108563227,0.700958026567534,-0.5625
rc10,Comedy,704,598.0,30,0,1,3,1.0944783221843952,-0.6025779526633187,-0.3197352401886995,-0.6025779526633187,-2.5625
uh3,Horror,704,646.0,30,4,4,3,1.8323288764660104,0.135272601618296,0.4181153140929154,0.1352726016182961,1.4375
rc7,Comedy,704,690.0,30,1,1,2,0.8116356097097762,-0.3197352401886997,-0.6025779526633185,-0.3197352401886997,-1.5625
uh4,Horror,704,734.0,30,2,2,1,0.7747430819956954,0.2090576570464574,-0.6394704803773993,0.2090576570464575,-0.5625
