Trailer,NAcc_ISC,AIns_ISC,MPFC_ISC,NAcc_LH_ISC,AIns_LH_ISC,MPFC_LH_ISC,NAcc_DH_ISC,AIns_DH_ISC,MPFC_DH_ISC,NAcc_LC_ISC,AIns_LC_ISC,MPFC_LC_ISC,NAcc_DC_ISC,AIns_DC_ISC,MPFC_DC_ISC,NAcc_MPFC_FC,AIns_MPFC_FC,NAcc_AIns_FC,NAcc_MPFC_ISFC,AIns_MPFC_ISFC,NAcc_AIns_ISFC,AIns_NAcc_ISFC,MPFC_NAcc_ISFC,MPFC_AIns_ISFC
rh6,0.16861758274505112,0.35939812636074386,0.4442891386063573,0.2672851863446712,0.36487800331588555,0.38755515537104346,-0.02979123829335017,0.33603560778463776,0.29256419051446875,-0.013983296539831373,0.3553178358681748,0.1979451798955446,0.2564704835710383,0.3048921513843985,0.44496420689154137,0.3830653117692143,-0.01778957926025106,-0.06307336076385947,0.10709311505833011,0.3353987022841843,0.10674766672318063,0.03037026890896988,0.3554952324922071,0.38436479252283845
uh1,0.281678457603053,0.23424045423646003,0.3444393420104893,-0.07484497976819122,-0.030583861855862638,-0.1968867314027352,0.48614808178902613,0.4779249351908517,0.6194330904605773,0.43499094382228737,0.48926955243701314,0.5510501021818518,-0.052097418387680776,-0.09773249257299083,-0.2101251872981175,0.2411107782126046,0.4592928248498921,-0.12107567894266787,-0.017034084011255127,0.07730837001465614,-0.03181139066167764,-0.11731958313972338,-0.16923741430876982,0.3592499716725591
rc2,-0.2803636565962216,-0.27789458787090465,0.22562454878544227,-0.4788483860005214,-0.06606248579398286,0.3518896669039793,0.08382983789028135,-0.27119036264225255,0.14724445024870664,0.01609978735228737,-0.3111738358428288,0.12073744511090781,-0.42914560446845257,-0.051372567723824036,0.3682011189530249,-0.3704485754297468,0.7685735879229294,-0.029117784656587205,-0.5710516572699059,0.10901818742646746,-0.47036016695851823,0.525508174708613,0.22419473733409936,-0.16419678205416902
rh2,-0.543671938543511,-0.19256108055981558,0.41499102731862236,-0.41651786038903943,-0.30911092282889546,0.05115606266811233,-0.3097087505939707,0.06203716127736401,0.5247154452449695,-0.18866378903830616,0.00463142103858097,0.39273027891664564,-0.6018217813044864,-0.2605435236188359,0.24024400058499862,0.08738253910134468,0.39309143185062445,0.18552433140549845,0.481127811918386,-0.15863494074998208,-0.14500770527820614,-0.39568671808833145,0.012644262764643867,0.31140512699266076
rh1,-0.5017099322423726,0.2971939423292183,0.08771879640939477,0.028041181354233825,0.16443540949732827,0.04547420205685058,-0.6961853972126231,0.2574379771615082,0.17442704815768076,-0.6757643676279426,0.2725526889266466,0.1380364299788936,0.052617560212412685,0.08787948680052476,0.0692215039773623,-0.10724331703544387,0.7139580666097978,-0.40352864199884664,-0.25495540059916366,-0.12099605000096131,-0.003141169200772117,0.3627082778247801,0.04351054228235073,0.017628403180278408
rc9,0.04370976998043603,-0.633995185508116,-0.5205088024312916,-0.3653113578264733,-0.5151197854763583,-0.42595014894044253,0.1839794403996038,-0.4051128569962449,-0.4753662704543554,0.24504065877355263,-0.4153388257869413,-0.4490851281713122,-0.5249702670418439,-0.5204548378913905,-0.4966215329005689,0.26775462954135143,0.7576302508571261,0.2571096011193486,-0.23382537297646871,-0.6308420249287002,-0.5284524891221675,-0.5815153809363242,-0.9332317064868285,-0.7986445872125774
uc4,0.058760608727373084,-0.25957901596958316,0.28268360200688747,-0.10748146059886186,-0.03488207427109903,0.19311756277427305,0.20520626217961557,-0.46675089207859477,0.2267765315265588,0.25985599778267376,-0.3406072082932353,0.20390183274460782,-0.1733783747546539,-0.09018242719627656,0.1977113997998075,-0.4879191904600213,0.20614928476029448,-0.2519132709265691,0.12683570512819006,0.14095952679224563,-0.06061925668749856,0.23914260014535832,0.036958982879426,0.2735559266034213
rh9,-0.0960054114025559,0.08481820427116514,-0.08930848538987836,-0.3207877905655738,-0.20323047774256484,-0.7223601004365143,-0.010464131973261645,0.31892586060093453,0.21997038141231667,-0.020690682233210776,0.26380614277324643,0.2180607238403652,-0.3237394411669837,-0.18160321554128545,-0.7399234143060017,0.23546113703982496,0.7620216269650367,0.1905309216116649,0.2130971910308507,0.08784075406450555,0.3971662672103515,-0.7039765941740223,-0.6932446040486592,-0.06860035506263161
uh2,0.21219179312439068,-0.112866372502379,0.2019509299137254,0.09980258569822086,-0.0679717581946943,-0.10690900061062622,-0.0005459482571525045,-0.08520293086184198,0.37440929381045873,-0.004265331764048259,-0.10939154585683131,0.37973947129157953,0.1057550310929229,-0.06018257297210137,-0.09675471297722342,0.39082997431453614,0.7555109340367355,0.5330551857589104,0.11880607079026441,-0.22477514490071385,-0.029224596005496747,0.15875808799108365,0.1792820364285935,0.17348784635069692
rc6,0.23198958994977384,0.039383936359387216,0.5116855793510245,0.17902918229407783,-0.10513642636438471,0.26220658106299827,0.07603724493850651,0.052229567317564576,0.38140465444758936,0.029098884970399818,0.11650140564057467,0.2991377901439699,0.2770594678544363,-0.169648325923386,0.294662240113517,0.2939006870852036,0.4300131704531114,0.08918523354383294,0.23816119211249062,0.6669215709823977,-0.08792643119154536,0.6891013662209912,0.576074053255044,-0.34772838067959944
